time = 1.5002	Re = 25	rotation = -1.87584e-05
0.238426	-0.589121	7998	
0.237372	-0.587205	7998	
0.233419	-0.581681	8786	
0.229774	-0.577628	8786	
0.226428	-0.574056	8786	
0.223142	-0.570708	8786	
0.219834	-0.567139	5896	
0.215705	-0.563455	5896	
0.211787	-0.560294	5896	
0.207081	-0.556763	4732	
0.203079	-0.553516	4732	
0.198131	-0.549856	4130	
0.194641	-0.547423	4130	
0.191614	-0.545380	4130	
0.187336	-0.542252	4762	
0.178408	-0.536151	4158	
0.171360	-0.532055	2964	
0.164609	-0.528460	2964	
0.158895	-0.525366	2964	
0.152701	-0.522191	2166	
0.147520	-0.519651	2166	
0.142272	-0.517141	3384	
0.136404	-0.514418	3384	
0.128208	-0.510291	3573	
0.120563	-0.506616	3073	
0.113756	-0.503576	3073	
0.106400	-0.500520	1502	
0.099509	-0.497828	1989	
0.091226	-0.494259	1989	
0.081507	-0.490452	3931	
0.073188	-0.487343	3931	
0.066551	-0.484948	3931	
0.058386	-0.481932	1671	
0.049569	-0.478610	1671	
0.039631	-0.475101	1671	
0.029540	-0.471838	1701	
0.017684	-0.468080	1701	
0.005447	-0.464274	1921	
-0.005185	-0.461210	9207	
-0.018876	-0.457516	9352	
-0.031372	-0.454001	7137	
-0.046134	-0.450098	7449	
-0.057995	-0.447150	6336	
-0.069953	-0.444219	7436	
-0.081215	-0.441300	7054	
-0.089616	-0.439239	7054	
-0.097281	-0.437480	7334	
-0.108849	-0.434935	6130	
-0.120799	-0.432349	4885	
-0.131694	-0.429987	4898	
-0.142935	-0.427542	4898	
-0.152761	-0.425421	4428	
-0.164179	-0.423056	5854	
-0.175658	-0.420852	6416	
-0.185530	-0.418937	6416	
-0.198263	-0.416506	7433	
-0.212569	-0.413667	7433	
-0.227011	-0.410922	889	
-0.241186	-0.408457	797	
-0.255145	-0.406173	3000	
-0.268987	-0.404004	3000	
-0.285113	-0.401208	2807	
-0.299622	-0.398864	2807	
-0.312254	-0.397038	4474	
-0.327911	-0.394806	4662	
-0.342886	-0.392562	8505	
-0.357795	-0.390270	8523	
-0.372482	-0.387890	8732	
-0.387423	-0.385421	7526	
-0.401986	-0.382862	5982	
-0.415418	-0.380455	5982	
-0.428530	-0.378219	7478	
-0.443525	-0.375637	7478	
-0.454790	-0.373581	7497	
-0.468115	-0.370753	1503	
-0.478966	-0.368520	8937	
-0.491650	-0.365906	6627	
-0.504719	-0.362989	6627	
-0.516568	-0.359797	815	
-0.528888	-0.356855	5763	
-0.540845	-0.353980	9923	
-0.551343	-0.351432	9923	
-0.560491	-0.349038	9808	
-0.568646	-0.346435	9808	
-0.577006	-0.343827	2510	
-0.585170	-0.341387	2270	
-0.592952	-0.339047	2270	
-0.603136	-0.335998	6072	
-0.612193	-0.332995	6072	
-0.620927	-0.329214	6935	
-0.629436	-0.325709	6935	
-0.636456	-0.322905	6935	
-0.642232	-0.320307	6935	
-0.647566	-0.317788	2397	
-0.651987	-0.315868	2397	
-0.656513	-0.313790	2397	
-0.660858	-0.311644	2672	
-0.664617	-0.309788	2672	
-0.669697	-0.307192	2596	
-0.673906	-0.304766	2596	
-0.678045	-0.302495	2596	
-0.682353	-0.299937	8056	
-0.686440	-0.297703	8056	
-0.690286	-0.295613	3090	
-0.691936	-0.294634	3090	
-0.693165	-0.293821	3090	
-0.695151	-0.292560	3090	
-0.697182	-0.291203	3090	
-0.698860	-0.290110	3090	
-0.700717	-0.288938	2501	
-0.702503	-0.287765	2501	
-0.703528	-0.286741	2501	
-0.704703	-0.285738	2501	
-0.705768	-0.284824	2501	
-0.706667	-0.284001	2501	
-0.708175	-0.282886	2501	
-0.708959	-0.282202	2501	
-0.708836	-0.282083	2501	
-0.708737	-0.281962	2501	
-0.708712	-0.281840	2501	
-0.708382	-0.281872	2501	
-0.708127	-0.281857	2501	
-0.708140	-0.281721	2501	
-0.707766	-0.281771	2501	
-0.707584	-0.281719	2501	
-0.707521	-0.281598	2501	
-0.707033	-0.281711	2501	
-0.706778	-0.281704	2501	
-0.707092	-0.281370	2501	
-0.707563	-0.280944	2501	
-0.707938	-0.280522	2501	
-0.708268	-0.280045	2501	
-0.708254	-0.279876	2501	
-0.708387	-0.279609	2501	
-0.708531	-0.279332	2501	
-0.709025	-0.278787	2501	
-0.709829	-0.278008	8142	
-0.710635	-0.277222	8142	
-0.711470	-0.276437	8142	
-0.712635	-0.275373	8142	
-0.713508	-0.274505	8142	
-0.714474	-0.273589	2134	
-0.715425	-0.272719	2134	
-0.716227	-0.271904	2134	
-0.716475	-0.271540	2134	
-0.716858	-0.271039	2134	
-0.717592	-0.270272	2134	
-0.718211	-0.269619	2134	
-0.718956	-0.268920	2134	
-0.719698	-0.268166	2134	
-0.720468	-0.267408	2134	
-0.721099	-0.266763	2134	
-0.721666	-0.266164	2134	
-0.722257	-0.265501	2134	
-0.723111	-0.264648	2134	
-0.724316	-0.263294	2134	
-0.725469	-0.262161	2134	
-0.726583	-0.261085	2134	
-0.727443	-0.260214	2134	
-0.728425	-0.259265	2134	
-0.729333	-0.258307	2134	
-0.730539	-0.257253	2134	
-0.731420	-0.256375	2134	
-0.732493	-0.255429	1942	
-0.733402	-0.254432	1942	
-0.734564	-0.253483	1942	
-0.735613	-0.252607	1942	
-0.736432	-0.251862	1942	
-0.737416	-0.250965	9131	
-0.738378	-0.250124	9131	
-0.738888	-0.249554	9131	
-0.739548	-0.248883	9131	
-0.740162	-0.248231	9131	
-0.740940	-0.247478	9131	
-0.741684	-0.246718	9131	
-0.742200	-0.246089	9131	
-0.742825	-0.245410	9131	
-0.743273	-0.244737	9131	
-0.743791	-0.244062	9131	
-0.744419	-0.243333	9131	
-0.745105	-0.242611	9131	
-0.745830	-0.241862	9131	
-0.746481	-0.241196	9131	
-0.747117	-0.240672	9131	
-0.747703	-0.240087	9131	
-0.748302	-0.239540	9131	
-0.748762	-0.239090	9131	
-0.749252	-0.238556	9135	
-0.749918	-0.237860	9135	
-0.750553	-0.237183	9135	
-0.751014	-0.236560	9135	
-0.751715	-0.235788	9135	
-0.752438	-0.235001	9135	
-0.752988	-0.234249	9135	
-0.753477	-0.233338	9135	
-0.753926	-0.232498	9135	
-0.754369	-0.231743	9135	
-0.754508	-0.231248	9135	
-0.754873	-0.230597	9135	
-0.754947	-0.230111	9135	
-0.755310	-0.229480	9135	
-0.755435	-0.228850	9135	
-0.755651	-0.228182	9135	
-0.755856	-0.227712	9135	
-0.756794	-0.227095	7965	
-0.757941	-0.226454	7965	
-0.758702	-0.225997	7965	
-0.759239	-0.224958	7965	
-0.759559	-0.224150	7965	
-0.760113	-0.223268	7965	
-0.760805	-0.222403	7965	
-0.761544	-0.221418	7965	
-0.761937	-0.220734	7965	
-0.762290	-0.220101	7965	
-0.762707	-0.219430	7965	
-0.763034	-0.218816	7965	
-0.763252	-0.218351	7965	
-0.763585	-0.217836	6499	
-0.763887	-0.217408	6499	
-0.764294	-0.216917	6499	
-0.764706	-0.216421	6499	
-0.765014	-0.215996	6499	
-0.765338	-0.215526	6499	
-0.765752	-0.215058	6499	
-0.766103	-0.214601	6499	
-0.766322	-0.214209	6499	
-0.766507	-0.213884	6499	
-0.766777	-0.213530	6499	
-0.767122	-0.213219	6499	
-0.767442	-0.212885	6499	
-0.767414	-0.212695	6499	
-0.767846	-0.212334	6499	
-0.768107	-0.211897	6499	
-0.768449	-0.211427	6499	
-0.768709	-0.210999	6499	
-0.768973	-0.210578	6499	
-0.769377	-0.210096	6499	
-0.769795	-0.209631	6499	
-0.770577	-0.208990	6499	
-0.770994	-0.208513	6499	
-0.771336	-0.208081	6499	
-0.771645	-0.207641	6499	
-0.772009	-0.207201	6499	
-0.772334	-0.206768	6499	
-0.772640	-0.206363	6499	
-0.773081	-0.205918	6499	
-0.773513	-0.205492	6499	
-0.773971	-0.205056	6499	
-0.774411	-0.204619	6499	
-0.774827	-0.204223	6499	
-0.775300	-0.203801	4286	
-0.775612	-0.203440	4286	
-0.776052	-0.203026	4286	
-0.776465	-0.202632	4286	
-0.776836	-0.202272	4286	
-0.777289	-0.201888	4286	
-0.777668	-0.201505	4286	
-0.777635	-0.201328	4286	
-0.778205	-0.200916	4286	
-0.778678	-0.200531	4286	
-0.779398	-0.200168	8568	
-0.779977	-0.199743	8568	
-0.780317	-0.199420	8568	
-0.780573	-0.199081	8568	
-0.780792	-0.198805	8568	
-0.780628	-0.198655	8568	
-0.780700	-0.198431	8568	
-0.780703	-0.198250	8568	
-0.781075	-0.197948	8568	
-0.781275	-0.197706	8568	
-0.780614	-0.197860	8568	
-0.780451	-0.197778	8568	
-0.780856	-0.197474	8568	
-0.781149	-0.197219	8568	
-0.781395	-0.196975	8568	
-0.781534	-0.196778	8568	
-0.781726	-0.196567	8568	
-0.781931	-0.196328	8568	
-0.782092	-0.196133	8568	
-0.782352	-0.195884	8568	
-0.782628	-0.195654	8568	
-0.782851	-0.195444	8568	
-0.782962	-0.195265	8568	
-0.783295	-0.195012	8568	
-0.783475	-0.194820	8568	
-0.783562	-0.194652	8568	
-0.783883	-0.194413	8568	
-0.783919	-0.194297	8568	
-0.784008	-0.194135	8568	
-0.784146	-0.193955	8568	
-0.784279	-0.193796	8568	
-0.784265	-0.193687	8568	
-0.784365	-0.193522	8568	
-0.784684	-0.193313	8568	
-0.784681	-0.193212	8568	
-0.784621	-0.193093	8568	
-0.784718	-0.192960	8568	
-0.784870	-0.192806	8568	
-0.784741	-0.192736	8568	
-0.784789	-0.192611	8568	
-0.785043	-0.192420	8568	
-0.785111	-0.192304	8568	
-0.784998	-0.192215	8568	
-0.785139	-0.192067	8568	
-0.785081	-0.191988	8568	
-0.785231	-0.191849	8568	
-0.785338	-0.191713	8568	
-0.785393	-0.191605	8568	
-0.785562	-0.191445	8568	
-0.785639	-0.191319	8568	
-0.785429	-0.191293	8568	
-0.784939	-0.191327	8568	
-0.784859	-0.191279	8568	
-0.784827	-0.191200	8568	
-0.784774	-0.191132	8568	
-0.784801	-0.191043	8568	
-0.784402	-0.191052	8568	
-0.784375	-0.191000	8568	
-0.784259	-0.190948	8568	
-0.784088	-0.190922	8568	
-0.783895	-0.190898	8568	
-0.783861	-0.190840	8568	
-0.783555	-0.190840	8568	
-0.783409	-0.190794	8568	
-0.783208	-0.190809	8568	
-0.782936	-0.190812	8568	
-0.782795	-0.190801	8568	
-0.782357	-0.190864	8568	
-0.782248	-0.190828	8568	
-0.782072	-0.190809	8568	
-0.781828	-0.190830	8568	
-0.781465	-0.190867	8568	
-0.781309	-0.190867	8568	
-0.780893	-0.190924	8568	
-0.780622	-0.190954	8568	
-0.780267	-0.190997	8568	
-0.779921	-0.191034	8568	
-0.779550	-0.191097	8568	
-0.779168	-0.191162	8568	
-0.778777	-0.191244	8568	
-0.778245	-0.191364	8568	
-0.777914	-0.191397	8568	
-0.777619	-0.191444	8568	
-0.777224	-0.191519	8568	
-0.776982	-0.191559	8568	
-0.776649	-0.191630	8568	
-0.776279	-0.191708	8568	
-0.775938	-0.191772	8568	
-0.775635	-0.191826	8568	
-0.775271	-0.191919	8568	
-0.774910	-0.191980	8568	
-0.774532	-0.192083	8568	
-0.773887	-0.192231	8568	
-0.773496	-0.192344	8568	
-0.773102	-0.192413	4286	
-0.772699	-0.192512	4286	
-0.772356	-0.192601	4286	
-0.771933	-0.192709	4286	
-0.771435	-0.192838	4286	
-0.770927	-0.192975	4286	
-0.770385	-0.193135	4286	
-0.769820	-0.193288	4286	
-0.769210	-0.193441	4286	
-0.768728	-0.193578	4286	
-0.768245	-0.193720	4286	
-0.767617	-0.193879	4286	
-0.767007	-0.194063	4286	
-0.766469	-0.194220	4286	
-0.765898	-0.194389	4286	
-0.765268	-0.194556	4286	
-0.764542	-0.194756	4286	
-0.763948	-0.194943	4286	
-0.763376	-0.195096	4286	
-0.762785	-0.195252	4286	
-0.762156	-0.195430	4286	
-0.761437	-0.195602	4286	
-0.760466	-0.195834	4286	
-0.760073	-0.195991	4286	
-0.759466	-0.196245	4026	
-0.758740	-0.196551	4026	
-0.758208	-0.196772	4026	
-0.757532	-0.197079	4026	
-0.756974	-0.197344	4026	
-0.756393	-0.197643	4026	
-0.755811	-0.197962	4026	
-0.755140	-0.198371	4026	
-0.754885	-0.198740	4026	
-0.754271	-0.198984	4026	
-0.753531	-0.199290	4026	
-0.752893	-0.199562	4026	
-0.752237	-0.199856	4026	
-0.751528	-0.200135	2382	
-0.750771	-0.200438	2382	
-0.750129	-0.200727	2382	
-0.749415	-0.201042	2382	
-0.748650	-0.201331	2382	
-0.747868	-0.201670	2382	
-0.747056	-0.202029	2382	
-0.746275	-0.202389	2382	
-0.745597	-0.202687	2382	
-0.744676	-0.203106	2382	
-0.743833	-0.203546	2382	
-0.743017	-0.203948	2382	
-0.742003	-0.204402	2382	
-0.741223	-0.204863	2382	
-0.740336	-0.205381	2382	
-0.739815	-0.205979	5864	
-0.739313	-0.206521	5864	
-0.738489	-0.207025	5864	
-0.737545	-0.207566	5864	
-0.736661	-0.208135	5864	
-0.735667	-0.208739	5864	
-0.734986	-0.209577	5864	
-0.733778	-0.210264	5864	
-0.732876	-0.210874	5864	
-0.731628	-0.211629	7536	
-0.730643	-0.212388	7536	
-0.729458	-0.213142	7536	
-0.728191	-0.213788	7536	
-0.726870	-0.214476	7536	
-0.725556	-0.215129	7536	
-0.724316	-0.215739	7536	
-0.723000	-0.216464	4505	
-0.721991	-0.217281	4505	
-0.720742	-0.217990	4505	
-0.719728	-0.218638	4505	
-0.718615	-0.219340	4505	
-0.717599	-0.219987	4505	
-0.715625	-0.221207	4505	
-0.714137	-0.222197	4505	
-0.712531	-0.223452	6581	
-0.710964	-0.224838	6581	
-0.709756	-0.226140	6581	
-0.708171	-0.227512	6581	
-0.705849	-0.228552	6581	
-0.703991	-0.229909	8990	
-0.701991	-0.231388	8990	
-0.699820	-0.233193	8990	
-0.697718	-0.234974	8990	
-0.695481	-0.237019	8883	
-0.692903	-0.239056	8883	
-0.690671	-0.241216	8883	
-0.688760	-0.243525	8883	
-0.686359	-0.245747	8883	
-0.683869	-0.248116	8883	
-0.681031	-0.250241	7852	
-0.677750	-0.252509	8062	
-0.674922	-0.254307	1499	
-0.672202	-0.256330	1499	
-0.669765	-0.257957	1499	
-0.667039	-0.259663	1499	
-0.664112	-0.261545	1499	
-0.661438	-0.263053	893	
-0.659131	-0.264378	893	
-0.656094	-0.266177	893	
-0.653283	-0.267685	893	
-0.650553	-0.269152	893	
-0.647839	-0.270565	7233	
-0.644869	-0.272182	7233	
-0.642079	-0.273524	7233	
-0.639557	-0.274739	5356	
-0.637515	-0.275654	5356	
-0.635366	-0.276626	5356	
-0.633648	-0.277295	5356	
-0.632528	-0.277579	5356	
-0.631244	-0.277950	5356	
-0.630218	-0.278190	5356	
-0.629571	-0.278181	5356	
-0.629249	-0.277923	5356	
-0.629219	-0.277543	5356	
-0.629355	-0.277029	5356	
-0.629644	-0.276442	5356	
-0.629875	-0.275916	5356	
-0.630456	-0.275154	5356	
-0.631168	-0.274325	5356	
-0.631824	-0.273527	5356	
-0.632661	-0.272594	5356	
-0.633542	-0.271645	5356	
-0.634364	-0.270721	5356	
-0.635540	-0.269539	5356	
-0.636304	-0.268656	5356	
-0.637357	-0.267530	5356	
-0.638492	-0.266411	7233	
-0.639420	-0.265401	7233	
-0.640419	-0.264330	7233	
-0.641405	-0.263204	7233	
-0.642339	-0.262102	7233	
-0.643210	-0.261090	7233	
-0.643982	-0.260111	7233	
-0.644743	-0.258953	7233	
-0.645601	-0.257808	7233	
-0.646291	-0.256806	7233	
-0.647207	-0.255621	7233	
-0.647855	-0.254651	7338	
-0.648596	-0.253766	7338	
-0.649399	-0.252686	7338	
-0.650086	-0.251701	7338	
-0.650739	-0.250734	7338	
-0.651223	-0.249926	7338	
-0.651930	-0.248963	7338	
-0.652756	-0.247937	7388	
-0.653463	-0.247015	7388	
-0.653994	-0.246179	7388	
-0.654454	-0.245369	7388	
-0.655068	-0.244401	7388	
-0.655558	-0.243623	7388	
-0.655947	-0.242927	7388	
-0.656264	-0.242267	7388	
-0.656607	-0.241467	7388	
-0.656588	-0.240833	7388	
-0.656812	-0.240353	7388	
-0.657054	-0.239801	7388	
-0.657277	-0.239185	7388	
-0.657414	-0.238547	7388	
-0.657399	-0.238108	7388	
-0.657537	-0.237448	7388	
-0.657638	-0.236802	7388	
-0.657627	-0.236369	7388	
-0.657718	-0.235879	7388	
-0.657796	-0.235433	7388	
-0.657929	-0.234937	7388	
-0.657958	-0.234496	7388	
-0.657972	-0.234122	7388	
-0.657896	-0.233817	7388	
-0.657882	-0.233496	7388	
-0.657940	-0.233059	7388	
-0.657858	-0.232778	7388	
-0.657872	-0.232458	7388	
-0.657800	-0.232161	7388	
-0.657847	-0.231759	7388	
-0.657755	-0.231511	7388	
-0.657660	-0.231266	5082	
-0.657609	-0.230984	5082	
-0.657651	-0.230631	5082	
-0.657466	-0.230460	5082	
-0.657457	-0.230136	5082	
-0.657369	-0.229911	5082	
-0.657362	-0.229614	5082	
-0.657319	-0.229338	5082	
-0.657148	-0.229180	5082	
-0.657034	-0.229006	5082	
-0.656869	-0.228866	5082	
-0.656660	-0.228773	5082	
-0.656593	-0.228554	5082	
-0.656498	-0.228339	5082	
-0.656402	-0.228148	5082	
-0.656262	-0.227978	5082	
-0.656083	-0.227885	5082	
-0.655867	-0.227814	5082	
-0.655784	-0.227636	5082	
-0.655681	-0.227477	5082	
-0.655677	-0.227214	5082	
-0.655698	-0.226924	5082	
-0.655845	-0.226517	5082	
-0.655842	-0.226249	5082	
-0.655787	-0.226034	5082	
-0.655775	-0.225793	5082	
-0.655793	-0.225539	5082	
-0.655715	-0.225362	5082	
-0.655663	-0.225206	5082	
-0.655662	-0.224997	5082	
-0.655592	-0.224823	5082	
-0.655516	-0.224642	5082	
-0.655508	-0.224410	5082	
-0.655505	-0.224183	5082	
-0.655488	-0.223939	5082	
-0.655439	-0.223741	5082	
-0.655331	-0.223614	5082	
-0.655163	-0.223574	5082	
-0.655170	-0.223289	5082	
-0.655172	-0.223079	5082	
-0.655073	-0.222834	5082	
-0.654984	-0.222594	5082	
-0.654885	-0.222425	5082	
-0.654798	-0.222252	5082	
-0.654764	-0.222054	5082	
-0.654671	-0.221914	5082	
-0.654719	-0.221704	5082	
-0.654791	-0.221444	5082	
-0.654839	-0.221182	5082	
-0.654801	-0.221041	5082	
-0.654829	-0.220814	5082	
-0.654902	-0.220467	5082	
-0.654891	-0.220211	5082	
-0.654845	-0.220045	5082	
-0.654792	-0.219837	5082	
-0.654874	-0.219494	5082	
-0.654908	-0.219217	5082	
-0.654940	-0.218907	5082	
-0.654998	-0.218595	5082	
-0.655027	-0.218331	5082	
-0.655074	-0.218047	5082	
-0.655117	-0.217747	5082	
-0.655222	-0.217438	5082	
-0.655277	-0.217193	5082	
-0.655321	-0.216927	5082	
-0.655389	-0.216672	5082	
-0.655431	-0.216407	5082	
-0.655559	-0.216052	5082	
-0.655692	-0.215717	5082	
-0.655829	-0.215366	5082	
-0.655982	-0.214992	5082	
-0.656125	-0.214666	5082	
-0.656237	-0.214202	5082	
-0.656324	-0.213735	5082	
-0.656451	-0.213260	4043	
-0.656564	-0.212865	4043	
-0.656660	-0.212534	4043	
-0.656754	-0.212222	4043	
-0.656922	-0.211783	4043	
-0.657031	-0.211419	4043	
-0.657107	-0.211108	4043	
-0.657206	-0.210802	4043	
-0.657384	-0.210353	4043	
-0.657536	-0.209932	4043	
-0.657718	-0.209481	2282	
-0.657868	-0.209068	2282	
-0.658042	-0.208649	2282	
-0.658198	-0.208141	2282	
-0.658335	-0.207713	2282	
-0.658549	-0.207179	2282	
-0.658693	-0.206757	2282	
-0.658918	-0.206358	2282	
-0.659146	-0.205945	2282	
-0.659340	-0.205593	2282	
-0.659580	-0.205218	2282	
-0.659705	-0.204724	2282	
-0.659871	-0.204224	2282	
-0.660020	-0.203770	2282	
-0.660220	-0.203282	2282	
-0.660392	-0.202882	2282	
-0.660610	-0.202501	2282	
-0.660883	-0.202097	2282	
-0.661128	-0.201708	2282	
-0.661353	-0.201288	2282	
-0.661583	-0.200933	2282	
-0.661848	-0.200532	2282	
-0.662107	-0.200144	2282	
-0.662451	-0.199727	2282	
-0.662788	-0.199361	2282	
-0.663134	-0.198930	2282	
-0.663426	-0.198554	2282	
-0.663769	-0.198172	2282	
-0.664184	-0.197740	2282	
-0.664486	-0.197396	2282	
-0.664768	-0.197054	2282	
-0.665078	-0.196649	2282	
-0.665387	-0.196293	2282	
-0.665743	-0.195862	2282	
-0.666094	-0.195459	2282	
-0.666410	-0.195060	2282	
-0.666829	-0.194653	2282	
-0.667220	-0.194240	2282	
-0.667494	-0.193920	2282	
-0.667753	-0.193626	2282	
-0.667907	-0.193316	2282	
-0.668224	-0.193061	2282	
-0.668577	-0.192777	2848	
-0.668935	-0.192502	2848	
-0.669288	-0.192213	2848	
-0.669758	-0.191872	2848	
-0.670262	-0.191507	2848	
-0.670779	-0.191169	2848	
-0.671224	-0.190856	2848	
-0.671655	-0.190556	2848	
-0.672470	-0.190178	2848	
-0.672892	-0.189844	2848	
-0.673323	-0.189533	2848	
-0.673792	-0.189203	2848	
-0.674317	-0.188879	9480	
-0.674824	-0.188600	9480	
-0.675339	-0.188261	9480	
-0.675827	-0.187958	9480	
-0.676251	-0.187716	9480	
-0.676656	-0.187456	9480	
-0.677128	-0.187176	9480	
-0.677582	-0.186894	9480	
