Time	U_x	U_y	P	Max.Res.	Omega_1(Wall)
0	0	0	0	0	-1
0.0005	-5.294010076e-05	4.813522339e-05	-0.3139331991	1	-1
0.001	-0.0002968604997	0.0001047875209	-1.357902498	108.6048893	-1
0.0015	-0.0005512672793	8.513820815e-05	-1.800271251	28.14227418	-1
0.002	-0.0008822624005	4.763234182e-05	-1.474606658	6.65354083	-1
0.0025	-0.001284888588	2.147365249e-06	-0.7814828589	4.716137277	-1
0.003	-0.001735669806	-5.45449076e-05	0.007909727147	7.231989609	-1
0.0035	-0.002205985394	-0.0001215578506	0.7349849708	1.788095399	-1
0.004	-0.002668124292	-0.0001960225723	1.32980565	4.657254845	-1
0.0045	-0.003101583931	-0.00027438736	1.772917832	2.001638308	-1
0.005	-0.003495969728	-0.0003530826373	2.064975212	8.893312382	-1
0.0055	-0.003850337578	-0.0004289901537	2.210486943	5.403507033	-1
0.006	-0.004170534293	-0.0004996073609	2.213364464	2.459843661	-1
0.0065	-0.004466081098	-0.0005630446921	2.078788212	7.395062396	-1
0.007	-0.004747497973	-0.0006179608685	1.816756376	4.743163237	-1
0.0075	-0.005024427744	-0.000663496931	1.44453031	6.174930764	-1
0.008	-0.005304576817	-0.0006992296844	0.9869319486	1.505557437	-1
0.0085	-0.005593318595	-0.0007251425999	0.4746318901	2.211464562	-1
0.009	-0.005893753391	-0.0007416030297	-0.05883785943	1.155714857	-1
0.0095	-0.006207033699	-0.0007493338946	-0.5804737911	6.740428667	-1
0.01	-0.006532806857	-0.0007493713673	-1.060866054	1.639768818	-1
0.0105	-0.0068696755	-0.0007430050295	-1.476478187	4.0152087	-1
0.011	-0.007215617362	-0.000731701704	-1.810955755	5.297676235	-1
0.0115	-0.007568336425	-0.0007170178674	-2.055495559	6.976525618	-1
0.012	-0.007925536812	-0.0007005078491	-2.208441596	0.9916371068	-1
0.0125	-0.008285121943	-0.0006836357309	-2.274332769	0.9447199943	-1
0.013	-0.008645326624	-0.000667698367	-2.262627301	2.340605622	-1
0.0135	-0.009004791526	-0.0006537651894	-2.186296707	1.94570273	-1
0.014	-0.009362589671	-0.0006426385086	-2.060434188	1.80138043	-1
0.0145	-0.009718214089	-0.0006348355818	-1.900975513	0.7603322801	-1
0.015	-0.01007153555	-0.0006305916043	-1.723591502	0.7552942105	-1
0.0155	-0.01042273897	-0.0006298810912	-1.542782109	3.699529237	-1
