Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_x	Time: 4.9500	Mesh (Number of cells): 2483
0.2061709779 	 0.4735899093 	 -0.0251522034 	 -0.0251521948 	 259
-0.2061709779 	 -0.4735899093 	 0.0251522030 	 0.0251521943 	 260
0.6347388938 	 -0.5227291011 	 0.3780586464 	 0.3780585803 	 261
-0.6347388938 	 0.5227291011 	 -0.3780586461 	 -0.3780585800 	 262
0.1786834336 	 0.4865406982 	 -0.0186018544 	 -0.0186018501 	 263
-0.1786834336 	 -0.4865406981 	 0.0186018540 	 0.0186018497 	 264
-0.8025007497 	 0.3586999733 	 -0.3040511957 	 -0.3040511540 	 265
0.8025007497 	 -0.3586999733 	 0.3040511957 	 0.3040511541 	 266
0.1885806413 	 -0.5126076050 	 0.0245212668 	 0.0245212807 	 267
-0.1885806413 	 0.5126076050 	 -0.0245212672 	 -0.0245212811 	 268
-0.1194065680 	 0.4767718191 	 -0.0009867399 	 -0.0009867472 	 269
0.1194065680 	 -0.4767718191 	 0.0009867395 	 0.0009867468 	 270
0.1982932788 	 0.4451041369 	 -0.0136122600 	 -0.0136122554 	 271
-0.1982932788 	 -0.4451041369 	 0.0136122595 	 0.0136122549 	 272
0.3468671831 	 0.8305830831 	 -0.7339288610 	 -0.7339288633 	 273
-0.3468671831 	 -0.8305830831 	 0.7339288617 	 0.7339288639 	 274
0.2126718815 	 -0.5290477689 	 0.0464575654 	 0.0464575741 	 275
-0.2126718815 	 0.5290477689 	 -0.0464575656 	 -0.0464575743 	 276
0.3752745199 	 0.7971208858 	 -0.6706064809 	 -0.6706064764 	 277
-0.3752745199 	 -0.7971208858 	 0.6706064815 	 0.6706064770 	 278
0.0873609744 	 -0.7130265280 	 0.1961054611 	 0.1961054800 	 279
-0.0873609744 	 0.7130265280 	 -0.1961054578 	 -0.1961054767 	 280
0.8492870062 	 -0.1931313455 	 0.1625975166 	 0.1625974907 	 281
-0.8492870062 	 0.1931313455 	 -0.1625975166 	 -0.1625974907 	 282
0.1861705323 	 0.5140623516 	 -0.0314303665 	 -0.0314303592 	 283
-0.1861705323 	 -0.5140623516 	 0.0314303662 	 0.0314303589 	 284
-0.8155796509 	 0.4009379314 	 -0.3604044616 	 -0.3604044272 	 285
0.8155796509 	 -0.4009379314 	 0.3604044617 	 0.3604044273 	 286
-0.6731470339 	 0.7026858352 	 -0.7131565252 	 -0.7131565221 	 287
0.6731470339 	 -0.7026858353 	 0.7131565253 	 0.7131565221 	 288
-0.2577927207 	 -0.3690202086 	 0.0037408366 	 0.0037408335 	 289
0.2577927207 	 0.3690202086 	 -0.0037408372 	 -0.0037408342 	 290
0.8472541060 	 -0.2400290524 	 0.2074336249 	 0.2074335970 	 291
-0.8472541060 	 0.2400290524 	 -0.2074336249 	 -0.2074335969 	 292
-0.1449846379 	 -0.5736912427 	 0.0313661021 	 0.0313661010 	 293
0.1449846379 	 0.5736912427 	 -0.0313661024 	 -0.0313661013 	 294
0.0978096450 	 0.6715045349 	 -0.0530173078 	 -0.0530173086 	 295
-0.0978096450 	 -0.6715045349 	 0.0530173086 	 0.0530173093 	 296
0.0608453653 	 0.6856506961 	 -0.0096340572 	 -0.0096340561 	 297
-0.0608453653 	 -0.6856506961 	 0.0096340590 	 0.0096340580 	 298
-0.3571671486 	 -0.5249497961 	 0.1627568415 	 0.1627567884 	 299
0.3571671486 	 0.5249497961 	 -0.1627568415 	 -0.1627567883 	 300
0.0990918804 	 -0.4898769311 	 -0.0005307970 	 -0.0005307926 	 301
-0.0990918804 	 0.4898769311 	 0.0005307969 	 0.0005307925 	 302
-0.1167243305 	 0.4533931140 	 -0.0003480350 	 -0.0003480399 	 303
0.1167243305 	 -0.4533931140 	 0.0003480344 	 0.0003480393 	 304
-0.2312859545 	 -0.3820512726 	 0.0024157434 	 0.0024157420 	 305
0.2312859545 	 0.3820512726 	 -0.0024157441 	 -0.0024157427 	 306
0.1288579913 	 0.1787735851 	 0.0062900785 	 0.0062900846 	 307
-0.1288579913 	 -0.1787735851 	 -0.0062900789 	 -0.0062900850 	 308
-0.1673305481 	 -0.5576174191 	 0.0393270784 	 0.0393270735 	 309
0.1673305481 	 0.5576174191 	 -0.0393270787 	 -0.0393270738 	 310
0.1091561991 	 -0.6981276048 	 0.1642361109 	 0.1642361301 	 311
-0.1091561991 	 0.6981276048 	 -0.1642361083 	 -0.1642361275 	 312
0.2103923059 	 -0.6701519933 	 0.2277729018 	 0.2277728874 	 313
-0.2103923059 	 0.6701519933 	 -0.2277729005 	 -0.2277728862 	 314
-0.0985670594 	 -0.5329211609 	 0.0026491747 	 0.0026491763 	 315
0.0985670594 	 0.5329211609 	 -0.0026491752 	 -0.0026491768 	 316
-0.0725352936 	 0.3742629977 	 0.0006727042 	 0.0006727031 	 317
0.0725352936 	 -0.3742629977 	 -0.0006727043 	 -0.0006727033 	 318
-0.5457680770 	 0.2752084570 	 -0.0863576488 	 -0.0863576285 	 319
0.5457680770 	 -0.2752084570 	 0.0863576485 	 0.0863576282 	 320
0.1096269886 	 0.4781025776 	 -0.0010974061 	 -0.0010974065 	 321
-0.1096269886 	 -0.4781025776 	 0.0010974058 	 0.0010974062 	 322
0.2174835064 	 0.5552764727 	 -0.0779171822 	 -0.0779171631 	 323
-0.2174835064 	 -0.5552764727 	 0.0779171821 	 0.0779171630 	 324
-0.3034897016 	 -0.8161330410 	 0.6838738568 	 0.6838738520 	 325
0.3034897016 	 0.8161330410 	 -0.6838738560 	 -0.6838738512 	 326
0.5732755606 	 0.5807229187 	 -0.4150366044 	 -0.4150365483 	 327
