time = 4	Re = 90
0.132558	0.115075	0
0.158451	0.083229	1
0.213459	0.072545	2
0.239107	0.028975	3
0.248295	-0.006174	4
0.257482	-0.041323	5
0.237091	-0.014492	6
0.215815	0.014870	7
0.213015	-0.023694	8
0.221337	-0.055897	9
0.235876	-0.103544	10
0.244880	-0.140676	11
0.252813	-0.172752	12
0.258576	-0.205429	13
0.262278	-0.239658	14
0.260319	-0.279870	15
0.251017	-0.334141	16
0.240773	-0.385166	17
0.231763	-0.426279	18
0.225394	-0.448997	19
0.223843	-0.466945	20
0.214795	-0.490036	21
0.219870	-0.505130	22
0.224047	-0.523170	23
0.225762	-0.563697	24
0.260289	-0.588867	25
0.295588	-0.584288	26
0.330888	-0.579709	27
0.376875	-0.570261	28
0.431585	-0.563798	29
0.463179	-0.556143	30
0.497466	-0.534648	31
0.519471	-0.504736	32
0.538441	-0.478812	33
0.573302	-0.437999	34
0.594258	-0.396577	35
0.613881	-0.364365	36
0.631733	-0.333519	37
0.650574	-0.305320	38
0.667141	-0.264278	39
0.686749	-0.228476	40
0.702215	-0.184965	41
0.715610	-0.135926	42
0.720095	-0.103461	43
0.723715	-0.073009	44
0.721970	-0.029681	45
0.720664	0.000995	46
0.720444	0.027730	47
0.721093	0.022401	48
0.714609	0.070285	49
0.716009	0.048656	50
0.707704	0.079035	51
0.695344	0.097859	52
0.676718	0.147643	53
0.653758	0.199870	54
0.636311	0.231362	55
0.629130	0.259499	56
0.633014	0.215133	57
0.651491	0.164023	58
0.663110	0.112921	59
0.666016	0.081351	60
0.666771	0.040180	61
0.661872	0.010706	62
0.643084	-0.043669	63
0.649709	-0.017278	64
0.662651	0.028098	65
0.656435	0.087080	66
0.641903	0.127951	67
0.632837	0.158636	68
0.616772	0.190988	69
0.603359	0.220273	70
0.581752	0.248285	71
0.560169	0.283644	72
0.530340	0.299354	73
0.509013	0.321368	74
0.485779	0.318224	75
0.467445	0.321802	76
0.456061	0.308144	77
0.446459	0.304790	78
0.447143	0.270194	79
0.441285	0.243364	80
0.440352	0.233522	81
0.440885	0.209691	82
0.441066	0.178579	83
0.443366	0.148446	84
0.451884	0.111107	85
0.471517	0.066285	86
0.478898	0.047138	87
0.495430	0.016353	88
0.504095	-0.008843	89
0.513857	-0.030097	90
0.523016	-0.048182	91
0.530603	-0.060326	92
0.541627	-0.073602	93
0.545194	-0.087236	94
0.552128	-0.101567	95
0.559367	-0.118547	96
0.526892	-0.134883	97
0.512582	-0.167137	98
0.498054	-0.194970	99
0.487359	-0.208801	100
0.485576	-0.183703	101
0.483297	-0.158222	102
0.483110	-0.160298	103
0.477711	-0.158869	104
0.456423	-0.155660	105
0.441087	-0.150493	106
0.421583	-0.143113	107
0.410212	-0.126841	108
0.396355	-0.102510	109
0.386673	-0.078040	110
0.377044	-0.048947	111
0.366199	-0.012240	112
0.338627	0.037205	113
0.320616	0.067980	114
0.303828	0.105599	115
0.290615	0.152839	116
0.287220	0.178676	117
0.287145	0.212235	118
0.285365	0.237541	119
0.280801	0.278683	120
0.286108	0.230186	121
0.284558	0.196562	122
0.281072	0.168690	123
0.281208	0.145877	124
0.277112	0.173173	125
0.273120	0.196666	126
0.268549	0.235750	127
0.264252	0.283942	128
0.254612	0.327817	129
0.237648	0.368849	130
0.224733	0.402021	131
0.207693	0.427555	132
0.185721	0.456499	133
0.167341	0.482777	134
0.140099	0.514144	135
0.114973	0.563382	136
0.095739	0.601043	137
0.076506	0.638705	138
0.064158	0.651709	139
0.065667	0.651525	140
0.069300	0.651585	141
0.070036	0.650982	142
0.068265	0.651445	143
0.069429	0.650681	144
0.078143	0.650563	145
0.073423	0.648473	146
0.069255	0.651862	147
0.072110	0.657727	148
0.049297	0.701725	149
0.033026	0.737308	150
-0.010126	0.738275	151
-0.040276	0.738172	152
-0.082642	0.738368	153
-0.124562	0.733156	154
-0.154442	0.736087	155
-0.177850	0.739898	156
-0.205670	0.743120	157
-0.235505	0.746611	158
-0.271604	0.749856	159
-0.301728	0.735109	160
-0.332346	0.725298	161
-0.367645	0.704554	162
-0.408825	0.693130	163
-0.456142	0.667139	164
-0.496124	0.639340	165
-0.524783	0.619329	166
-0.551488	0.600605	167
-0.577296	0.578234	168
-0.601867	0.556375	169
-0.626062	0.531269	170
-0.647745	0.508479	171
-0.682614	0.465011	172
-0.715746	0.416800	173
-0.734637	0.385361	174
-0.752173	0.355256	175
-0.775095	0.302665	176
-0.787745	0.271551	177
-0.800320	0.239814	178
-0.811503	0.203987	179
-0.821693	0.170159	180
-0.831056	0.127847	181
-0.839106	0.085742	182
-0.840468	0.052023	183
-0.846376	-0.001422	184
-0.843655	-0.055029	185
-0.840923	-0.097741	186
-0.835622	-0.149520	187
-0.828821	-0.189996	188
-0.821871	-0.226850	189
-0.812602	-0.257259	190
-0.803320	-0.286855	191
-0.790779	-0.314586	192
-0.777762	-0.343219	193
-0.763335	-0.375041	194
-0.747954	-0.406916	195
-0.726400	-0.439643	196
-0.710714	-0.468073	197
-0.695540	-0.495279	198
-0.672838	-0.522423	199
-0.638675	-0.570523	200
-0.605966	-0.612785	201
-0.573026	-0.651689	202
-0.535077	-0.691260	203
-0.498898	-0.725502	204
-0.466811	-0.750539	205
-0.435746	-0.773633	206
-0.397889	-0.802128	207
-0.364104	-0.827806	208
-0.332687	-0.851946	209
-0.309796	-0.870831	210
-0.275240	-0.901903	211
-0.250037	-0.928056	212
-0.231343	-0.950412	213
-0.214249	-0.971919	214
