Time	U_x	U_y	P	Max.Res.	Omega_1(Wall)
0	0	0	0	0	-1
0.0001	9.935958043e-06	-2.142642134e-05	0.01078529243	1	-1
0.0002	9.704689588e-05	-4.664093451e-05	0.02655562902	14.84610687	-1
0.0003	0.0001859274011	-4.526971466e-05	0.01290411405	3.863459715	-1
0.0004	0.0002520267017	-3.21502226e-05	-0.01281582562	4.224043998	-1
0.0005	0.0002941542652	-1.444280691e-05	-0.03814607159	12.82886061	-1
0.0006	0.0003158305053	3.493604e-06	-0.05568793974	4.708952519	-1
0.0007	0.0003210828849	1.879250496e-05	-0.06291670901	4.524956612	-1
0.0008	0.0003138614103	3.002493237e-05	-0.06025126776	3.432896731	-1
0.0009	0.000297624866	3.666526838e-05	-0.04977428769	3.37240446	-1
0.001	0.0002752615048	3.886981063e-05	-0.0341907581	3.769673818	-1
0.0011	0.0002490216063	3.71894338e-05	-0.01619722812	128.0141423	-1
0.0012	0.0002205545473	3.2404945e-05	0.001882102848	19.36189307	-1
0.0013	0.0001909796388	2.53857912e-05	0.01826122284	7.038392322	-1
0.0014	0.0001609880567	1.700021906e-05	0.03173041429	16.41117709	-1
0.0015	0.0001309480275	8.049596581e-06	0.04161757171	23.7071153	-1
0.0016	0.000101002529	-7.721739603e-07	0.0477071086	14.78884736	-1
0.0017	7.115081317e-05	-8.902605343e-06	0.05014132629	36.1654187	-1
0.0018	4.131130234e-05	-1.592019304e-05	0.04931944787	36.29282412	-1
0.0019	1.136603505e-05	-2.15433912e-05	0.04580427041	69.57851859	-1
0.002	-1.88107058e-05	-2.562133085e-05	0.0402416346	50.12599846	-1
0.0021	-4.933623361e-05	-2.811869217e-05	0.03329506493	31.75104323	-1
0.0022	-8.031223763e-05	-2.909675592e-05	0.02559585645	5.326537138	-1
0.0023	-0.0001118233268	-2.86924668e-05	0.01770768832	6.681509904	-1
0.0024	-0.0001439388012	-2.709704923e-05	0.0101040924	6.849311448	-1
0.0025	-0.0001767157674	-2.453544776e-05	0.003156817093	8.694886769	-1
0.0026	-0.0002102023691	-2.124758631e-05	-0.002866960187	3.717500459	-1
0.0027	-0.0002444404416	-1.747216404e-05	-0.007800537301	2.907915873	-1
0.0028	-0.0002794673011	-1.343342425e-05	-0.01156852666	1.029750793	-1
0.0029	-0.0003153166774	-9.331108725e-06	-0.01417425603	16.2708056	-1
0.003	-0.0003520189562	-5.333579353e-06	-0.01568514431	2.007026061	-1
0.0031	-0.0003896009591	-1.573912257e-06	-0.01621726831	2.903855792	-1
0.0032	-0.0004280854959	1.851325084e-06	-0.01592009702	3.54756393	-1
0.0033	-0.0004674908952	4.881039734e-06	-0.01496218358	0.8414862513	-1
0.0034	-0.0005078306552	7.48677359e-06	-0.01351840299	1.30242208	-1
0.0035	-0.0005491133058	9.668535221e-06	-0.0117591345	1.445847233	-1
0.0036	-0.0005913425101	1.144976712e-05	-0.009841615111	1.280249816	-1
0.0037	-0.0006345173995	1.287188512e-05	-0.007903550152	0.9380155977	-1
0.0038	-0.0006786331051	1.398876794e-05	-0.006058928067	1.442531761	-1
