time = 2.0002	Re = 25	rotation = 3.33476e-05
-0.729551	0.544530	2797	
-0.729370	0.544938	2797	
-0.729296	0.545049	2797	
-0.729527	0.544612	2797	
-0.727624	0.548345	3670	
-0.727219	0.549164	3670	
-0.726715	0.550040	3670	
-0.723057	0.556855	3670	
-0.721444	0.559749	3670	
-0.719935	0.562359	3670	
-0.716251	0.568776	5235	
-0.713637	0.573280	5235	
-0.708360	0.581921	8368	
-0.704655	0.587873	8368	
-0.704738	0.587761	8368	
-0.693305	0.605165	9317	
-0.679141	0.624338	9933	
-0.676237	0.628200	9933	
-0.668096	0.638616	9933	
-0.656613	0.652431	6762	
-0.644942	0.665735	6542	
-0.630686	0.681171	1632	
-0.623959	0.688069	1632	
-0.614433	0.697580	1632	
-0.604308	0.707582	5196	
-0.591810	0.719498	5196	
-0.575505	0.734101	5880	
-0.563928	0.743808	791	
-0.553385	0.752628	677	
-0.539632	0.763382	677	
-0.527394	0.772255	8403	
-0.488418	0.799884	7081	
-0.474777	0.808586	665	
-0.455106	0.820830	665	
-0.433805	0.833199	987	
-0.387766	0.857043	2211	
-0.366167	0.866882	2211	
-0.336095	0.879822	8500	
-0.298700	0.893875	6030	
-0.277178	0.901148	3525	
-0.229757	0.915060	882	
-0.195882	0.923333	6243	
-0.163915	0.929733	9529	
-0.107995	0.937997	10159	
-0.030514	0.943703	9447	
0.034055	0.943371	8273	
0.078747	0.940140	9151	
0.120609	0.934955	9209	
0.180408	0.924079	5865	
0.212234	0.916680	377	
0.248331	0.906640	461	
0.270889	0.899750	9439	
0.301515	0.888965	10026	
0.315306	0.883617	9606	
0.337397	0.874711	9659	
0.356586	0.866366	1340	
0.380728	0.855012	7049	
0.403006	0.843895	1395	
0.423115	0.833005	1432	
0.436156	0.825359	8228	
0.452294	0.815783	1254	
0.455055	0.814010	1254	
0.459430	0.811072	1254	
0.456947	0.812436	1254	
0.450283	0.816151	1254	
0.448395	0.817122	1254	
0.440033	0.821730	8228	
0.408902	0.838885	1432	
0.384564	0.850852	7049	
0.325280	0.877086	9931	
0.290732	0.889943	9439	
0.233761	0.907699	461	
0.149493	0.926733	2077	
0.031631	0.939580	8273	
-0.121033	0.932191	1246	
-0.238198	0.907846	882	
-0.389955	0.849503	477	
-0.556775	0.739446	5880	
-0.630732	0.667380	9818	
-0.695204	0.578223	8368	
-0.721556	0.519540	9363	
-0.727346	0.476240	7866	
-0.703640	0.434521	5822	
-0.606348	0.414613	2150	
-0.484406	0.415128	7725	
-0.246560	0.439741	7975	
-0.043621	0.483340	3855	
0.061173	0.518420	3808	
0.122097	0.542305	7205	
0.198075	0.851650	5832	
0.816967	0.202731	7091	
0.851955	0.136557	1700	
0.877701	0.075766	4598	
0.885150	-0.015267	9889	
0.867065	-0.059631	9518	
0.874113	0.006130	7340	
0.599815	0.566754	2677	
0.393854	0.694399	8229	
0.530132	0.548504	2478	
0.565054	0.512485	845	
0.588340	0.493680	7683	
0.606229	0.479180	7767	
0.627442	0.457739	5571	
0.644325	0.435143	4008	
0.662285	0.404011	8853	
0.674706	0.377889	7763	
0.686177	0.348046	6490	
0.690484	0.330393	5189	
0.688817	0.329319	5189	
0.687508	0.329840	5189	
0.682660	0.333787	6490	
0.676254	0.333385	6490	
0.673443	0.313571	2596	
0.672260	0.286599	1923	
0.668190	0.263589	1499	
0.649785	0.241680	7388	
0.608563	0.243357	4047	
0.499751	0.269658	1899	
-0.542869	-0.239695	2373	
-0.635959	-0.149664	732	
-0.596252	-0.136976	2561	
-0.545027	-0.147403	3924	
-0.495043	-0.168025	3956	
-0.427184	-0.195111	8355	
-0.284791	-0.176093	6485	
-0.184498	0.086584	5732	
-0.338322	0.057066	854	
-0.823055	-0.217561	7092	
-0.217922	-0.849344	6443	
0.318440	-0.803606	1440	
0.458533	-0.695870	8750	
0.507855	-0.620430	9069	
0.516127	-0.595619	5993	
0.520367	-0.576490	2435	
0.524724	-0.562579	2435	
0.528412	-0.556624	9334	
0.531052	-0.554617	9334	
0.534495	-0.553476	9334	
0.538997	-0.552836	9672	
0.543720	-0.553966	9672	
0.549841	-0.557141	9672	
0.557088	-0.562153	3288	
0.560608	-0.567289	3288	
0.563665	-0.574846	3827	
0.564836	-0.579055	3827	
0.565761	-0.585628	3827	
0.566047	-0.592139	5072	
0.565770	-0.599734	5072	
0.564866	-0.606930	5072	
0.562502	-0.616886	6271	
0.559876	-0.625602	6271	
0.555553	-0.637213	6271	
0.550971	-0.646816	1094	
0.544688	-0.658324	1094	
0.538005	-0.668746	1094	
0.531153	-0.678263	7502	
0.521691	-0.690667	7502	
0.512825	-0.701125	4063	
0.502785	-0.712180	5107	
0.491103	-0.724009	5595	
0.477122	-0.737403	4452	
0.460080	-0.752297	5077	
0.445879	-0.763810	5695	
0.432764	-0.773757	5695	
0.417442	-0.784581	7109	
0.396351	-0.798449	7203	
0.380784	-0.807870	7203	
0.368324	-0.815027	8618	
0.357083	-0.821044	5952	
0.338224	-0.830837	5535	
0.324944	-0.837291	5535	
0.313390	-0.842573	8799	
0.301397	-0.847697	8665	
0.285804	-0.854046	5974	
0.273169	-0.858889	5974	
0.262439	-0.862711	6021	
0.258204	-0.864092	6021	
0.251882	-0.866172	7153	
0.248413	-0.867225	7153	
0.242977	-0.868885	7153	
0.236289	-0.870911	8928	
0.224956	-0.874330	8769	
0.219131	-0.875844	7007	
0.215355	-0.876748	7007	
0.218515	-0.875571	7007	
0.220555	-0.874624	7007	
0.226196	-0.872755	8928	
0.229242	-0.871476	8928	
0.229907	-0.870882	8928	
0.233287	-0.869360	7153	
0.236884	-0.867624	7153	
0.239929	-0.866217	7153	
0.243965	-0.864410	7153	
0.249231	-0.862178	7153	
0.254580	-0.859819	6021	
0.259778	-0.857428	6021	
0.262873	-0.855638	6021	
0.266772	-0.853467	6021	
0.269039	-0.851892	6021	
0.266709	-0.852256	6021	
0.265566	-0.852166	6021	
0.262254	-0.853123	6021	
0.262107	-0.852714	6021	
0.259473	-0.853236	6021	
0.254672	-0.854512	6021	
0.249103	-0.855967	7153	
0.241860	-0.857965	7153	
0.240672	-0.858226	7153	
0.239084	-0.858623	7153	
0.234056	-0.859967	7153	
0.229371	-0.861127	7153	
0.210531	-0.865862	7146	
0.189645	-0.870901	7146	
0.169199	-0.875230	7094	
0.146556	-0.879534	8152	
0.122191	-0.883357	8152	
0.087962	-0.887552	6977	
0.052550	-0.890351	7062	
0.008398	-0.891603	8013	
-0.034036	-0.890317	5620	
-0.088481	-0.885379	8312	
-0.132383	-0.878498	1967	
-0.170639	-0.870606	5544	
-0.228518	-0.854928	6443	
-0.348447	-0.806908	6181	
-0.434030	-0.757629	6184	
-0.512954	-0.699066	9658	
-0.575378	-0.638125	6518	
-0.636568	-0.566459	5040	
-0.680270	-0.504674	7183	
-0.718304	-0.439348	976	
-0.751506	-0.375390	7263	
-0.795625	-0.289642	2214	
-0.846351	-0.195748	2842	
-0.894092	0.025036	9501	
-0.603417	0.042144	8308	
-0.506052	0.057918	8304	
-0.435549	0.070090	8412	
-0.377373	0.080546	3547	
-0.335903	0.089595	1918	
-0.310643	0.096808	8490	
-0.280157	0.111230	9778	
-0.240615	0.135334	6203	
-0.186569	0.160002	3660	
-0.138094	0.170250	3874	
-0.097332	0.168305	6831	
-0.073916	0.159546	5862	
-0.063937	0.150851	4893	
-0.058455	0.140264	3149	
-0.056695	0.131821	1177	
-0.055123	0.124635	507	
-0.051960	0.120921	507	
-0.045682	0.119958	507	
-0.035812	0.121630	4892	
-0.026032	0.124514	820	
-0.013316	0.128899	669	
0.006199	0.135892	9425	
0.029316	0.144272	9557	
0.052092	0.152582	3775	
0.073695	0.160352	4742	
0.092616	0.167194	2411	
0.114433	0.175989	2493	
0.134514	0.185544	3870	
0.152694	0.195591	2476	
0.174608	0.209573	2305	
0.198850	0.226593	5841	
0.223183	0.244802	8583	
0.244078	0.261333	9099	
0.263601	0.277815	6128	
0.280061	0.292442	7678	
0.297730	0.309598	9533	
0.310413	0.323761	1995	
0.319740	0.335820	4258	
0.329355	0.350281	4258	
0.337010	0.364184	6240	
0.343295	0.378045	5642	
0.348489	0.391873	8505	
0.352622	0.405820	7696	
0.355939	0.419738	8470	
0.358522	0.432931	8245	
0.360316	0.445585	8245	
0.361786	0.460574	9879	
0.362630	0.471633	9879	
0.363221	0.485395	10064	
0.363228	0.496736	8544	
0.362828	0.509651	5649	
0.362002	0.523279	5649	
0.360985	0.536457	493	
0.358910	0.549647	493	
0.355807	0.562857	561	
