time = 0.1252	Re = 25	rotation = -0.138951
-0.684099	0.613034	6238	
-0.684096	0.613038	6238	
-0.684089	0.613046	6238	
-0.684075	0.613059	6238	
-0.684060	0.613076	6238	
-0.684043	0.613096	6238	
-0.684021	0.613120	6238	
-0.683996	0.613149	6238	
-0.683970	0.613179	6238	
-0.683940	0.613214	6238	
-0.683904	0.613258	6238	
-0.683867	0.613304	6238	
-0.683826	0.613354	6238	
-0.683777	0.613411	6238	
-0.683721	0.613471	6238	
-0.683668	0.613536	6238	
-0.683611	0.613604	6238	
-0.683549	0.613676	6238	
-0.683482	0.613759	6238	
-0.683410	0.613838	6238	
-0.683333	0.613927	6238	
-0.683255	0.614021	6238	
-0.683168	0.614116	6238	
-0.683082	0.614218	6238	
-0.682991	0.614326	6238	
-0.682888	0.614440	6238	
-0.682789	0.614555	6238	
-0.682683	0.614675	6238	
-0.682575	0.614800	6238	
-0.682461	0.614926	6238	
-0.682341	0.615062	6238	
-0.682222	0.615197	6238	
-0.682095	0.615340	6238	
-0.681965	0.615487	6238	
-0.681828	0.615642	6238	
-0.681692	0.615798	6238	
-0.681544	0.615965	6238	
-0.681393	0.616145	6238	
-0.681234	0.616328	6238	
-0.681074	0.616518	6238	
-0.680911	0.616711	6238	
-0.680737	0.616914	6238	
-0.680563	0.617124	6238	
-0.680385	0.617335	6238	
-0.680200	0.617554	6238	
-0.680016	0.617777	6238	
-0.679828	0.618000	6238	
-0.679634	0.618231	6238	
-0.679437	0.618466	6238	
-0.679231	0.618701	6238	
-0.679024	0.618942	6238	
-0.678812	0.619188	6238	
-0.678597	0.619436	6238	
-0.678377	0.619690	6238	
-0.678154	0.619948	6238	
-0.677925	0.620215	6238	
-0.677686	0.620492	6238	
-0.677452	0.620769	6238	
-0.677211	0.621054	6238	
-0.676962	0.621346	6238	
-0.676705	0.621643	6238	
-0.676446	0.621936	6238	
-0.676180	0.622234	6238	
-0.675910	0.622534	6238	
-0.675637	0.622838	6238	
-0.675359	0.623146	6238	
-0.675079	0.623459	6238	
-0.674792	0.623783	6238	
-0.674492	0.624109	6238	
-0.674191	0.624442	6238	
-0.673883	0.624772	6238	
-0.673572	0.625104	6238	
-0.673261	0.625443	8800	
-0.672951	0.625793	8800	
-0.672628	0.626147	8800	
-0.672300	0.626513	8800	
-0.671968	0.626883	8800	
-0.671631	0.627261	8800	
-0.671292	0.627632	8800	
-0.670946	0.628002	8800	
-0.670599	0.628376	8800	
-0.670248	0.628750	8800	
-0.669900	0.629126	8800	
-0.669543	0.629509	8800	
-0.669189	0.629904	8800	
-0.668816	0.630322	8800	
-0.668446	0.630735	8800	
-0.668076	0.631151	8800	
-0.667701	0.631572	8800	
-0.667325	0.631998	8800	
-0.666939	0.632430	8800	
-0.666550	0.632865	8800	
-0.666147	0.633306	8800	
-0.665733	0.633750	8800	
-0.665320	0.634196	8800	
-0.664899	0.634645	8800	
-0.664473	0.635096	8800	
-0.664047	0.635550	8800	
-0.663610	0.636016	8800	
-0.663187	0.636476	8800	
-0.662757	0.636942	8800	
-0.662323	0.637414	8800	
-0.661883	0.637891	8800	
-0.661438	0.638372	8800	
-0.660986	0.638860	8800	
-0.660512	0.639350	8800	
-0.660032	0.639843	8800	
-0.659549	0.640339	8800	
-0.659057	0.640839	8800	
-0.658570	0.641343	8800	
-0.658077	0.641853	8800	
-0.657568	0.642363	8800	
-0.657079	0.642872	8800	
-0.656588	0.643391	8800	
-0.656090	0.643920	8800	
-0.655578	0.644458	8800	
-0.655042	0.645000	8940	
-0.654497	0.645546	8940	
-0.653965	0.646091	8940	
-0.653425	0.646639	8940	
-0.652869	0.647192	8940	
-0.652308	0.647744	6030	
-0.651735	0.648302	6030	
-0.651154	0.648863	6162	
-0.650578	0.649424	6162	
-0.650000	0.650000	6162	
