time = 1.0002	Re = 25	rotation = 8.33733e-06
0.148999	0.724184	920	
0.149025	0.724163	920	
0.149040	0.724149	920	
0.148997	0.724185	920	
0.149316	0.723908	920	
0.149406	0.723833	920	
0.149513	0.723739	920	
0.150344	0.723050	920	
0.150678	0.722781	920	
0.151003	0.722514	920	
0.151782	0.721877	920	
0.152283	0.721445	920	
0.153248	0.720641	920	
0.153901	0.720121	920	
0.153893	0.720124	920	
0.155810	0.718906	920	
0.157831	0.717412	920	
0.158232	0.717106	920	
0.159261	0.716377	920	
0.160612	0.715348	920	
0.161883	0.714350	920	
0.163367	0.713125	920	
0.164004	0.712588	920	
0.164847	0.711822	920	
0.165741	0.710958	920	
0.166756	0.709922	1150	
0.167995	0.708621	1150	
0.168856	0.707698	1150	
0.169590	0.706917	1150	
0.170515	0.705930	1150	
0.171334	0.705037	1150	
0.173923	0.702355	1150	
0.174731	0.701504	1150	
0.175889	0.700109	7244	
0.177096	0.698851	7244	
0.179017	0.696355	7244	
0.179755	0.695294	7244	
0.180966	0.693472	7244	
0.182384	0.691366	7244	
0.183187	0.690276	7244	
0.184896	0.687691	7244	
0.186049	0.685669	7244	
0.187087	0.683761	7244	
0.188859	0.681107	5894	
0.191437	0.677635	5894	
0.193355	0.674188	5894	
0.194475	0.671630	4795	
0.195451	0.668833	4795	
0.196638	0.664818	4795	
0.197492	0.662659	4795	
0.198147	0.659109	4795	
0.198427	0.656964	4795	
0.198831	0.653933	4795	
0.198926	0.652336	4795	
0.199011	0.649214	4795	
0.199274	0.646773	4795	
0.199484	0.642924	3628	
0.199677	0.639312	3628	
0.199489	0.635438	3628	
0.199146	0.632212	3628	
0.198517	0.627405	3628	
0.197977	0.625179	3628	
0.196512	0.619661	3628	
0.195878	0.617547	3628	
0.194472	0.613062	606	
0.193705	0.610511	606	
0.192064	0.606665	606	
0.189693	0.601892	748	
0.188114	0.598927	748	
0.185240	0.594625	748	
0.183645	0.591575	748	
0.181270	0.588260	748	
0.177944	0.584024	9968	
0.174308	0.579964	9968	
0.170035	0.575533	9968	
0.167064	0.572152	9968	
0.162917	0.568280	9968	
0.157638	0.563818	8818	
0.154146	0.560839	8818	
0.149552	0.556389	5751	
0.146136	0.553347	5751	
0.142694	0.550595	5751	
0.137739	0.546764	8087	
0.131980	0.542862	8087	
0.127591	0.540074	7205	
0.121232	0.535658	8539	
0.113837	0.531336	8570	
0.106911	0.527329	8570	
0.100803	0.524112	7162	
0.091317	0.518228	7162	
0.083334	0.513889	4406	
0.073645	0.508937	3808	
0.065686	0.505244	3250	
0.058257	0.501617	3250	
0.049640	0.497931	3768	
0.042077	0.494803	3058	
0.034007	0.491613	2473	
0.026238	0.488372	2473	
0.015402	0.483625	2741	
0.005187	0.479695	9207	
-0.005101	0.476048	1921	
-0.014912	0.472851	1701	
-0.027092	0.468621	1701	
-0.037871	0.465298	2113	
-0.050213	0.461744	1671	
-0.061389	0.458651	1919	
-0.073502	0.454948	7320	
-0.089356	0.450635	7299	
-0.099012	0.448249	6179	
-0.103213	0.447242	6179	
-0.112805	0.444803	7347	
-0.125222	0.441488	7167	
-0.139600	0.438021	7399	
-0.152578	0.435064	6481	
-0.163524	0.432605	6481	
-0.178485	0.429133	5627	
-0.192250	0.426087	5627	
-0.205543	0.423105	5633	
-0.228388	0.417713	4786	
-0.249828	0.412960	4767	
-0.269101	0.408656	4751	
-0.285350	0.405435	3929	
-0.300378	0.402639	3759	
-0.317099	0.399353	3759	
-0.331660	0.396801	3524	
-0.347055	0.394255	3890	
-0.364124	0.391515	5472	
-0.380563	0.388789	4857	
-0.395392	0.386502	4901	
-0.408550	0.384457	4901	
-0.421347	0.382399	4895	
-0.436126	0.380182	2881	
-0.444632	0.379010	2881	
-0.455650	0.377521	3371	
-0.467717	0.375599	3371	
-0.476297	0.374214	3881	
-0.481283	0.373451	5503	
-0.488442	0.372393	5503	
-0.495969	0.371285	5503	
-0.503644	0.370041	6529	
-0.513995	0.368494	8850	
-0.524558	0.366745	8850	
-0.532043	0.365502	8874	
-0.541202	0.363682	8541	
-0.545665	0.362904	8541	
-0.551748	0.361824	6668	
-0.557291	0.360962	6668	
-0.563326	0.359857	6668	
-0.568722	0.358927	6668	
-0.575632	0.357681	5614	
-0.581558	0.356588	6841	
-0.588450	0.354943	6841	
-0.593800	0.353657	6841	
-0.600015	0.352261	6841	
-0.605699	0.351043	4934	
-0.610786	0.350052	4934	
-0.616933	0.348538	4934	
-0.622435	0.347279	4934	
-0.628077	0.346010	8064	
-0.633911	0.344643	3785	
-0.639722	0.342912	3785	
-0.646024	0.341029	3785	
-0.651296	0.339307	5657	
-0.656644	0.337752	5657	
-0.662842	0.335944	5657	
-0.671124	0.333509	9413	
-0.677340	0.331563	9005	
-0.682004	0.330088	9005	
-0.686353	0.328804	9005	
-0.691838	0.326562	9005	
-0.695780	0.325036	9232	
-0.700670	0.323502	7508	
-0.705326	0.321792	7481	
-0.711515	0.319518	7481	
-0.715989	0.317780	7481	
-0.720861	0.316080	5875	
-0.723602	0.315104	5875	
-0.727084	0.313821	5875	
-0.729733	0.313003	7582	
-0.733271	0.311829	7582	
-0.736649	0.310656	7582	
-0.740860	0.308638	7582	
-0.744027	0.307268	7582	
-0.747634	0.305654	10034	
-0.751137	0.304277	10034	
-0.754545	0.303115	10034	
-0.757093	0.302295	10034	
-0.760357	0.301206	9515	
-0.764345	0.299694	9515	
-0.767820	0.298482	9645	
-0.771081	0.297507	9645	
-0.773263	0.296884	9645	
-0.775652	0.296199	2095	
-0.777426	0.295749	2095	
-0.779389	0.295250	2095	
-0.781377	0.294787	2095	
-0.783362	0.294288	2095	
-0.785537	0.293717	2187	
-0.787393	0.293305	2187	
-0.788992	0.293093	2187	
-0.790616	0.292943	2187	
-0.792851	0.291662	2187	
-0.794486	0.291139	2187	
-0.795910	0.290736	2187	
-0.797619	0.290166	2187	
-0.799283	0.289704	2187	
-0.800588	0.289368	2187	
-0.800214	0.289957	2187	
-0.799977	0.290402	2187	
-0.800475	0.290482	2187	
-0.800882	0.290657	2187	
-0.803170	0.289994	2187	
-0.805279	0.289267	4374	
-0.806860	0.288851	4374	
-0.808235	0.288611	4374	
-0.809556	0.288410	4374	
-0.811110	0.288091	4374	
-0.812161	0.288062	4374	
-0.813683	0.287827	4374	
-0.814947	0.287664	4374	
-0.816232	0.287601	4374	
-0.816913	0.287763	4374	
-0.817307	0.288064	4374	
-0.817973	0.288247	4374	
-0.819829	0.288096	4548	
-0.821059	0.288155	4548	
-0.822286	0.288211	4548	
-0.823196	0.288365	4548	
-0.824220	0.288448	4548	
-0.824923	0.288698	4548	
-0.825607	0.288912	4548	
-0.826172	0.289210	4548	
-0.827121	0.289328	4548	
-0.827808	0.289612	4548	
-0.828353	0.289992	4548	
-0.828989	0.290341	4548	
-0.829705	0.290613	4548	
-0.830479	0.290860	4548	
-0.831357	0.291134	4548	
-0.832122	0.291355	4548	
-0.832567	0.291772	4548	
-0.833242	0.292078	4548	
-0.833726	0.292486	4548	
-0.834372	0.292807	4548	
-0.835007	0.293204	4548	
-0.835736	0.293532	4548	
-0.836609	0.293870	4548	
-0.837277	0.294286	4548	
-0.838323	0.294618	4548	
-0.839022	0.295066	4548	
-0.839784	0.295479	4548	
-0.840296	0.296030	4548	
-0.840769	0.296598	4548	
-0.841185	0.297156	4548	
-0.841241	0.297917	4548	
-0.841212	0.298759	4548	
-0.841527	0.299516	4548	
-0.841759	0.300330	4999	
-0.841909	0.301060	4999	
-0.842101	0.301765	4999	
-0.842161	0.302566	4999	
-0.842393	0.303307	4999	
-0.843049	0.303504	4999	
-0.843208	0.304195	4999	
-0.843604	0.304821	4999	
-0.843948	0.305518	6163	
-0.844138	0.306358	6163	
-0.844435	0.307107	6163	
-0.844714	0.307910	6163	
-0.844974	0.308752	6163	
-0.845401	0.309519	6163	
-0.845793	0.310247	6163	
-0.846092	0.310997	6163	
-0.846555	0.311762	6163	
-0.846929	0.312601	6163	
-0.847190	0.313497	6163	
-0.847561	0.314272	6163	
-0.847938	0.315162	6163	
-0.848288	0.316059	6163	
-0.848378	0.317221	6163	
-0.848597	0.318128	6163	
-0.849040	0.319085	6163	
-0.849110	0.320292	6163	
-0.849456	0.321341	6163	
-0.849682	0.322378	6163	
-0.850003	0.323486	6163	
-0.850254	0.324683	6163	
-0.850381	0.325993	6163	
-0.850841	0.327009	6163	
-0.851292	0.327984	6163	
-0.851554	0.329099	7059	
-0.851675	0.330304	7059	
-0.851780	0.331449	7059	
-0.851969	0.332548	7059	
-0.852040	0.333830	7059	
-0.852138	0.335005	7059	
-0.852587	0.336133	7059	
-0.852958	0.337304	7059	
-0.853016	0.338739	7059	
-0.853188	0.340112	7059	
-0.853372	0.341318	7059	
-0.853488	0.342497	7059	
-0.853396	0.343860	7059	
-0.853044	0.345386	7059	
-0.852869	0.346754	7059	
-0.852689	0.348103	7059	
-0.852341	0.349610	7059	
-0.852254	0.351088	7059	
-0.852118	0.352443	7059	
-0.851950	0.353873	7059	
-0.851753	0.355314	10089	
-0.851450	0.356820	10089	
-0.851178	0.358219	10103	
-0.850627	0.359605	10049	
-0.850086	0.360870	10049	
-0.849686	0.362171	10049	
-0.849332	0.363430	10049	
-0.848850	0.364715	10049	
-0.848558	0.365817	10049	
-0.848257	0.366906	10049	
-0.847704	0.368107	10049	
-0.847256	0.369193	10049	
-0.846779	0.370238	10049	
-0.846338	0.371241	10049	
-0.845862	0.372477	10049	
-0.845386	0.373503	10049	
-0.844757	0.374504	10049	
-0.844210	0.375370	10049	
-0.843794	0.376048	10049	
-0.843262	0.376811	10049	
-0.842753	0.377560	10049	
-0.842351	0.378234	10049	
-0.841810	0.378992	10049	
-0.841292	0.379773	10049	
-0.840835	0.380499	10049	
-0.840276	0.381253	10049	
-0.839744	0.382027	10049	
-0.839382	0.382720	10049	
-0.839012	0.383477	10049	
-0.838697	0.384135	10049	
-0.838364	0.384826	10049	
-0.837948	0.385508	10049	
-0.837596	0.386142	10049	
-0.837262	0.386733	10049	
-0.836951	0.387441	10151	
-0.836703	0.388155	10151	
-0.836407	0.388964	10151	
-0.836176	0.389669	10151	
-0.835995	0.390447	10151	
-0.835712	0.391291	10081	
-0.835423	0.392178	10081	
-0.835198	0.392956	10081	
-0.834893	0.393801	10081	
-0.834470	0.394603	10081	
-0.834069	0.395430	10081	
-0.833758	0.396262	10081	
-0.833436	0.397065	10081	
-0.833100	0.397875	10081	
-0.832787	0.398704	10081	
-0.832456	0.399540	10081	
-0.832095	0.400373	10081	
-0.831771	0.401133	10081	
-0.831423	0.401965	10081	
-0.831065	0.402901	10081	
-0.830816	0.403935	10081	
-0.830425	0.405074	10081	
-0.830134	0.406058	10081	
-0.829833	0.406940	10081	
-0.829583	0.407820	10081	
-0.829232	0.408833	10081	
-0.829040	0.409729	10081	
-0.828705	0.410711	10081	
-0.828393	0.411705	10081	
-0.827964	0.412789	10081	
-0.827692	0.413735	10081	
-0.827388	0.414681	10081	
-0.827017	0.415643	10081	
-0.826631	0.416701	10081	
-0.826293	0.417685	10081	
-0.825834	0.418663	9034	
-0.825465	0.419569	9034	
-0.825040	0.420548	9034	
-0.824673	0.421521	9034	
-0.824254	0.422553	9034	
-0.823809	0.423547	9034	
-0.823421	0.424487	9034	
-0.823075	0.425375	9034	
-0.822654	0.426401	7589	
-0.822229	0.427439	7589	
-0.821824	0.428474	7589	
-0.821430	0.429482	7589	
-0.820979	0.430547	7589	
-0.820556	0.431508	7589	
-0.820135	0.432475	7589	
-0.819759	0.433373	7589	
-0.819464	0.434083	7589	
-0.819022	0.435051	7589	
-0.818594	0.436089	7589	
-0.818148	0.437156	7589	
-0.817576	0.438351	7589	
-0.817118	0.439491	7589	
-0.816681	0.440604	7589	
-0.816161	0.441761	7589	
-0.815669	0.442888	7589	
-0.815192	0.444006	7589	
-0.814688	0.445107	7589	
-0.814130	0.446136	7589	
-0.813650	0.447180	7589	
-0.813023	0.448293	7589	
-0.812545	0.449331	7589	
-0.812010	0.450346	7589	
-0.811505	0.451337	9105	
-0.810989	0.452267	9105	
-0.810439	0.453442	9105	
-0.809969	0.454583	9105	
-0.809403	0.455715	9105	
-0.808943	0.456846	9105	
-0.808379	0.458007	9105	
-0.807922	0.459069	9105	
-0.807525	0.460104	10129	
-0.807125	0.461178	10129	
-0.806564	0.462320	10129	
-0.806013	0.463421	10129	
-0.805496	0.464499	10129	
-0.804952	0.465582	10129	
-0.804407	0.466598	10129	
-0.803905	0.467578	10129	
-0.803358	0.468585	10129	
-0.802812	0.469642	10129	
-0.802264	0.470716	10129	
-0.801698	0.471748	10129	
-0.801134	0.472808	10129	
-0.800597	0.473841	10129	
-0.800050	0.474873	10129	
-0.799503	0.475841	10129	
-0.799007	0.476713	10129	
-0.798551	0.477561	10129	
-0.798031	0.478483	10129	
-0.797476	0.479442	10129	
-0.796829	0.480419	7225	
-0.796264	0.481404	7225	
