time = 0.102	Re = 25	rotation = -0.0932522
-0.895073	0.213496	9818	
-0.893564	0.220259	1632	
-0.888369	0.235871	9594	
-0.879958	0.262746	5196	
-0.868050	0.300958	5165	
-0.850127	0.348818	9007	
-0.826608	0.401576	6217	
-0.795646	0.460246	8215	
-0.756650	0.521837	9899	
-0.708049	0.586388	6162	
-0.650000	0.650000	6057	
