Time	U_x	U_y	P	Max.Res.
0	0	0	0	0
0.001	4.292287147e-07	7.154187845e-06	0.004223165327	1
0.002	2.282239586e-06	2.449900701e-05	0.1078979245	16.71070364
0.003	3.965976226e-06	2.800891513e-05	0.2335215377	15.90137912
0.004	4.155030673e-06	2.640784808e-05	0.2236487909	9.178458816
0.005	3.264250461e-06	2.663368132e-05	0.06464815257	14.08675993
0.006	2.305472366e-06	2.816673228e-05	-0.1734496422	98.54381784
0.007	2.009931369e-06	3.021645231e-05	-0.4084161058	16.1262453
0.008	2.506871358e-06	3.219659966e-05	-0.5843748471	5.950369499
0.009	3.589263438e-06	3.374917891e-05	-0.6792930018	13.51802721
0.01	4.943118635e-06	3.47264719e-05	-0.6976480544	1.722855897
0.011	6.287251093e-06	3.514347026e-05	-0.6590079264	3.701870967
0.012	7.42910452e-06	3.515074231e-05	-0.5879498563	17.57483611
0.013	8.276237284e-06	3.499927806e-05	-0.507135134	2.364978822
0.014	8.823480469e-06	3.498058138e-05	-0.433584609	1.579259774
0.015	9.128204296e-06	3.535756352e-05	-0.3774999296	0.7416802977
0.016	9.281970185e-06	3.630893629e-05	-0.3427953949	1.591503152
0.017	9.384512321e-06	3.790189456e-05	-0.3285643256	0.535038173
0.018	9.523782634e-06	4.009535124e-05	-0.3308640384	0.6718596901
0.019	9.763706289e-06	4.276646285e-05	-0.3443942485	0.7686215373
0.02	1.013953053e-05	4.574883592e-05	-0.3638237047	1.012832084
0.021	1.065939203e-05	4.887105601e-05	-0.3846690116	11.14522358
0.022	1.131005723e-05	5.19872706e-05	-0.4037374493	2.279692894
0.023	1.206466602e-05	5.499563028e-05	-0.4192121134	1.060268733
0.024	1.289059176e-05	5.784419409e-05	-0.4304879541	1.997115873
0.025	1.375606638e-05	6.052656928e-05	-0.4378695635	1.012922185
0.026	1.463482141e-05	6.307094533e-05	-0.4422255955	0.7747916799
0.027	1.550855621e-05	6.552638527e-05	-0.4446692743	2.912847854
0.028	1.636746495e-05	6.794959887e-05	-0.4463067011	2.313748022
0.029	1.720930839e-05	7.039437287e-05	-0.4480698713	1.008664959
0.03	1.803560105e-05	7.287070203e-05	-0.4505096395	3.448533872
0.031	1.885285821e-05	7.545910725e-05	-0.4542177302	1.98093557
0.032	1.967621181e-05	7.822154391e-05	-0.4595253758	0.4986812593
0.033	2.051429188e-05	8.108925083e-05	-0.4660101922	0.8811853575
0.034	2.137083381e-05	8.405870578e-05	-0.4736282852	4.233948938
0.035	2.225193478e-05	8.713800047e-05	-0.4822122601	0.8311910794
0.036	2.316138584e-05	9.032425715e-05	-0.4915677627	0.5142118858
0.037	2.410182761e-05	9.361421155e-05	-0.5015210165	0.7911070248
0.038	2.507464797e-05	9.700551853e-05	-0.5119420305	4.014240276
0.039	2.608041828e-05	0.0001004976964	-0.5227506719	0.7701548804
0.04	2.711930153e-05	0.0001040921806	-0.5339117253	1.352748604
0.041	2.819136465e-05	0.0001077918957	-0.5454239948	0.3701876374
0.042	2.929678635e-05	0.0001116006452	-0.5573074102	0.5558508544
0.043	3.043595903e-05	0.0001155224857	-0.5695909681	0.412464541
0.044	3.160950608e-05	0.0001195611944	-0.5823031559	0.3788999402
0.045	3.281824022e-05	0.0001237198915	-0.5954655508	0.6575520813
0.046	3.406308875e-05	0.000128000836	-0.609089563	1.13838477
0.047	3.534500947e-05	0.0001324053722	-0.6231757838	0.4362852826
0.048	3.666491362e-05	0.0001369339964	-0.6377151957	0.8770813702
0.049	3.802360672e-05	0.0001415864948	-0.652691445	4.308339106
0.05	3.942175159e-05	0.000146362113	-0.6680834767	0.8105025798
0.051	4.08598527e-05	0.0001512597231	-0.6838680258	0.516974311
0.052	4.233825835e-05	0.0001562779653	-0.7000216276	0.3547114926
0.053	4.385717534e-05	0.0001614153533	-0.7165220062	0.4531585235
0.054	4.541669037e-05	0.000166670342	-0.7333488384	0.7389429476
0.055	4.701679355e-05	0.0001720413606	-0.7504839987	1.943202595
0.056	4.865740018e-05	0.0001775268217	-0.7679114227	0.5584028599
0.057	5.033836899e-05	0.000183125114	-0.7856167375	0.6992443536
0.058	5.205951554e-05	0.0001888345887	-0.8035868068	2.53643071
0.059	5.382062115e-05	0.0001946535449	-0.82180929	0.4871385459
0.06	5.562143788e-05	0.0002005802211	-0.8402722913	0.5952329196
0.061	5.746169116e-05	0.0002066127904	-0.8589641067	0.3861198
0.062	5.934108043e-05	0.0002127493635	-0.8778730884	0.2947484964
0.063	6.125927921e-05	0.000218987995	-0.8969876134	0.3210886025
0.064	6.321593503e-05	0.0002253266961	-0.916296121	0.4167865295
0.065	6.521066999e-05	0.0002317634479	-0.9357871909	0.5910856309
0.066	6.724308185e-05	0.0002382962126	-0.9554496318	1.622667277
0.067	6.931274575e-05	0.000244922946	-0.97527257	0.5559554424
0.068	7.141921614e-05	0.0002516416081	-0.9952455226	0.7162533716
0.069	7.356202937e-05	0.0002584501702	-1.015358442	0.5129491151
0.07	7.574070597e-05	0.0002653466215	-1.03560174	0.8290386529
0.071	7.795475318e-05	0.0002723289722	-1.055966285	0.9525088381
0.072	8.020366696e-05	0.0002793952547	-1.076443387	0.479949008
0.073	8.248693365e-05	0.0002865435265	-1.097024773	0.4873621087
0.074	8.480403158e-05	0.0002937718699	-1.117702564	0.3620753492
0.075	8.715443219e-05	0.0003010783916	-1.138469233	0.2773373685
