time = 0.001	Re = 1	rotation = 0
0.593533	0.687938	5914	
0.623332	-0.231860	3715	
0.296648	-0.886871	5457	
0.272611	-0.044942	4726	
0.812128	-0.040858	6976	
0.393457	0.671764	2198	
0.337692	0.296006	8378	
0.141091	0.740034	2158	
0.474210	0.601348	5448	
0.520835	0.357238	2468	
0.720796	0.163319	1577	
0.537890	0.516694	2639	
0.105855	-0.052905	7011	
0.186806	0.473650	3273	
0.215821	-0.729780	4124	
0.323440	-0.700974	271	
0.222094	-0.227244	5322	
0.902498	-0.101003	5576	
0.100220	0.939518	534	
0.652482	-0.658834	5323	
0.358653	0.501014	750	
0.607480	-0.350513	2992	
0.581679	-0.171845	4139	
0.474944	0.246545	4233	
0.338357	0.349166	8243	
0.317758	0.556373	3345	
0.878212	0.018371	2821	
0.055617	-0.097737	6413	
0.481271	0.376841	1157	
0.216952	0.130161	5699	
0.865120	0.017073	2821	
0.082668	-0.444646	1563	
0.010041	0.684674	3429	
0.647857	0.682125	6384	
0.264526	-0.204623	2909	
0.552151	-0.670672	2961	
0.369101	-0.707486	7991	
0.570026	0.406905	6694	
0.288343	-0.133712	8470	
0.755899	-0.208559	4874	
0.896316	0.276946	8535	
0.891914	0.359219	6539	
0.116736	0.533931	893	
0.412171	0.350466	1709	
0.249423	-0.373813	630	
0.965593	0.175965	7326	
0.659734	0.065753	6857	
0.230323	-0.210492	4741	
0.618758	-0.050884	1158	
0.470564	0.431679	2773	
0.287758	-0.233363	5137	
0.102048	-0.815355	4956	
0.354150	0.103278	285	
0.034563	0.937889	626	
0.320440	-0.557795	7706	
0.140458	-0.805621	3522	
0.536918	-0.104685	5157	
0.099274	-0.295476	6992	
0.469931	0.681811	6293	
0.507649	-0.666813	3838	
0.410676	-0.720466	5546	
0.034188	0.965116	3553	
0.373131	-0.160222	1487	
0.050319	-0.269058	667	
0.016089	-0.538532	3295	
0.749678	-0.321942	4863	
0.489227	-0.322519	6130	
0.178832	-0.658206	275	
0.464200	0.748682	429	
0.944336	0.215562	4851	
0.597222	0.566692	3169	
0.267621	0.357914	2595	
0.964598	0.107520	6278	
0.211835	-0.555326	5934	
0.218888	0.138928	5699	
0.617743	0.084380	1829	
0.478950	0.353684	3518	
0.607474	0.428787	741	
0.469409	-0.088440	4288	
0.229982	0.762941	3385	
0.904716	0.290665	8115	
0.324722	0.039098	6662	
-0.000321	-0.376279	716	
0.426222	0.770249	7433	
0.679791	-0.088420	3536	
0.483986	0.576995	1107	
0.230202	0.760365	3385	
0.314607	0.914588	2351	
0.472175	0.422696	2773	
0.154155	0.460730	4696	
0.645694	-0.570885	5719	
0.187073	0.614974	4900	
0.747429	0.348947	3506	
0.276243	-0.650459	1039	
0.704400	-0.074404	4353	
0.164208	-0.750498	3369	
0.217949	0.498291	6758	
0.208731	-0.426379	1347	
0.702858	-0.637441	2621	
0.512554	0.160382	4262	
0.787755	0.212163	2704	
0.218313	-0.089881	1191	
0.878854	-0.016342	3998	
0.715533	-0.028396	3834	
0.708544	-0.004428	3953	
0.003587	-0.461045	7797	
0.410348	-0.143963	2465	
0.297644	-0.198033	4080	
0.121618	0.961278	590	
0.406259	0.138015	3592	
0.344183	0.577402	5114	
0.411091	-0.281868	5181	
0.399102	-0.396738	4108	
0.326216	0.905416	8199	
0.305348	0.765415	4474	
0.250977	0.354573	908	
0.810288	-0.136514	4056	
0.378227	-0.807279	6112	
0.256323	0.183614	4003	
0.476453	-0.024607	4556	
0.458564	0.048727	4307	
0.442720	0.704827	6359	
0.434093	0.653307	4043	
0.508515	-0.827755	5741	
0.659453	-0.587471	5719	
0.847638	0.361871	7063	
0.177507	-0.860460	3449	
0.010472	0.784089	898	
0.134024	0.558250	3294	
0.490757	-0.061494	5192	
0.882686	-0.024063	3998	
0.413915	-0.652190	5233	
0.475857	0.566820	6126	
0.555749	-0.680822	4049	
0.144128	0.298782	1933	
0.538875	-0.349170	7489	
0.146334	-0.680407	1085	
0.129570	0.157715	7932	
0.093081	0.820997	5130	
0.083572	0.600674	3933	
0.426252	-0.053985	3030	
0.580629	0.431908	6490	
0.027532	0.462767	7784	
0.307752	-0.534577	6829	
0.557006	-0.805620	4007	
0.622404	0.725423	3357	
0.158617	0.984701	6537	
0.084190	-0.811169	5498	
0.936641	-0.106180	6251	
0.728180	0.483748	6239	
0.306225	-0.760764	5136	
0.443662	-0.216895	6273	
0.532540	0.690183	6036	
0.536635	0.360004	2674	
0.091139	-0.888160	5603	
0.086007	-0.525740	911	
0.839557	0.043902	8135	
0.513374	0.299151	842	
0.580694	0.541598	2541	
0.376208	-0.018327	6636	
