time = 1	Re = 10
0.199305	0.010913	0
0.222481	-0.030521	1
0.242784	-0.064003	2
0.289015	-0.093224	3
0.342459	-0.094189	4
0.398146	-0.073829	5
0.425431	-0.055127	6
0.452355	-0.035216	7
0.477618	-0.009294	8
0.501877	0.018152	9
0.523528	0.049892	10
0.543969	0.082772	11
0.561890	0.119982	12
0.578143	0.158138	13
0.591323	0.198522	14
0.602833	0.239917	15
0.610962	0.282835	16
0.617319	0.326531	17
0.620631	0.371184	18
0.622034	0.416202	19
0.620432	0.461741	20
0.616969	0.507415	21
0.610323	0.553466	22
0.601974	0.599475	23
0.590837	0.644841	24
0.577443	0.690298	25
0.561961	0.734511	26
0.542824	0.779640	27
0.524810	0.821448	28
0.508201	0.860802	29
