time = 3.5	Re = 10
0.196275	0.037819	0
0.202879	0.002910	1
0.207531	-0.035544	2
0.204140	-0.070486	3
0.198626	-0.107759	4
0.188428	-0.152263	5
0.182259	-0.192848	6
0.195298	-0.240676	7
0.218150	-0.277203	8
0.253383	-0.285572	9
0.292774	-0.283264	10
0.336461	-0.258547	11
0.382019	-0.221117	12
0.402936	-0.194762	13
0.424199	-0.167048	14
0.442664	-0.134400	15
0.460742	-0.099348	16
0.474106	-0.060685	17
0.486671	-0.018819	18
0.493535	0.023630	19
0.497986	0.068630	20
0.496540	0.112313	21
0.492288	0.158141	22
0.483248	0.201972	23
0.470501	0.247131	24
0.453188	0.288998	25
0.432579	0.331907	26
0.408980	0.371159	27
0.382481	0.411189	28
0.354202	0.446926	29
0.323098	0.484793	30
0.290444	0.521209	31
0.254350	0.561879	32
0.216144	0.603446	33
0.193495	0.629052	34
0.169919	0.655997	35
0.140198	0.687761	36
0.102581	0.721946	37
0.071229	0.739846	38
0.038073	0.753272	39
0.002575	0.757082	40
-0.032357	0.759906	41
-0.063182	0.753880	42
-0.094783	0.748151	43
-0.143784	0.731346	44
-0.164330	0.721254	45
-0.189947	0.713847	46
-0.230989	0.698583	47
-0.270229	0.683792	48
-0.308240	0.670054	49
-0.346805	0.654775	50
-0.385460	0.639292	51
-0.418775	0.623105	52
-0.453694	0.606341	53
-0.486188	0.587969	54
-0.521656	0.567721	55
-0.550739	0.547504	56
-0.582764	0.525045	57
-0.609542	0.502731	58
-0.640505	0.476942	59
-0.663378	0.453504	60
-0.689970	0.426157	61
-0.713641	0.398340	62
-0.737151	0.369230	63
-0.756510	0.341393	64
-0.775863	0.312848	65
-0.794300	0.282229	66
-0.812450	0.250757	67
-0.826365	0.221516	68
-0.840152	0.191851	69
-0.852631	0.161286	70
-0.864910	0.130195	71
-0.874835	0.099311	72
-0.884504	0.067940	73
-0.892472	0.035827	74
-0.900161	0.003246	75
-0.905096	-0.027888	76
-0.910175	-0.059382	77
-0.913548	-0.090090	78
-0.916891	-0.120945	79
-0.918115	-0.151442	80
-0.919224	-0.182046	81
-0.918647	-0.214375	82
-0.917646	-0.247226	83
-0.912767	-0.303686	84
-0.905842	-0.360552	85
-0.898299	-0.410400	86
-0.889210	-0.459924	87
