Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_y	Time: 3.5900	Mesh (Number of cells): 5089
-0.6197499927 	 -0.5910256375 	 -0.4978191737 	 -0.4978191738 	 236
0.1527973173 	 0.6983163161 	 0.2439313500 	 0.2439313485 	 237
-0.0458982353 	 0.7043441383 	 -0.0433588377 	 -0.0433588374 	 238
-0.5418454861 	 0.2259388996 	 -0.1904076855 	 -0.1904076820 	 239
-0.1965276782 	 -0.8927420812 	 -0.1740535612 	 -0.1740535612 	 240
0.0937272790 	 0.6488849496 	 0.0769777843 	 0.0769777833 	 241
0.1302905186 	 0.6655221913 	 0.1684486764 	 0.1684486751 	 242
-0.1117115766 	 0.9055403548 	 -0.1585578593 	 -0.1585578585 	 243
0.7311613374 	 -0.5686622558 	 0.6594732317 	 0.6594732320 	 244
0.5767018919 	 -0.1690608778 	 0.2200357072 	 0.2200357085 	 245
0.3581616425 	 0.2349383260 	 0.0141857058 	 0.0141857065 	 246
-0.0724301266 	 0.3966322819 	 0.0124567363 	 0.0124567359 	 247
0.3499555447 	 0.1268039214 	 -0.0186725343 	 -0.0186725333 	 248
-0.5535344845 	 -0.7146771304 	 -0.4822611211 	 -0.4822611213 	 249
0.1114167834 	 -0.2018871790 	 -0.0140761968 	 -0.0140761967 	 250
-0.3683169461 	 0.2625510659 	 -0.0302588110 	 -0.0302588078 	 251
-0.4035364984 	 0.8204962950 	 -0.3902923255 	 -0.3902923243 	 252
0.3680453248 	 0.2517557850 	 0.0262892839 	 0.0262892847 	 253
-0.1488722492 	 -0.2985334984 	 0.0178748830 	 0.0178748835 	 254
-0.2640449262 	 0.1358147412 	 0.0386916520 	 0.0386916533 	 255
0.3169975847 	 -0.3001224838 	 0.0199661441 	 0.0199661449 	 256
-0.2762355872 	 0.1461390057 	 0.0371317484 	 0.0371317500 	 257
0.2460617047 	 0.0310098371 	 -0.0371357667 	 -0.0371357663 	 258
0.2772451050 	 -0.0718000394 	 -0.0455099151 	 -0.0455099143 	 259
0.2283971465 	 -0.6220793891 	 0.1124272441 	 0.1124272447 	 260
0.3417717649 	 0.1105385054 	 -0.0252494982 	 -0.0252494972 	 261
0.0533642986 	 0.9574522743 	 0.0650276740 	 0.0650276739 	 262
-0.1379110441 	 0.8974242456 	 -0.1925415098 	 -0.1925415087 	 263
0.2554834932 	 -0.6258864933 	 0.1316981370 	 0.1316981377 	 264
-0.2662418873 	 -0.0603301112 	 0.0446843958 	 0.0446843968 	 265
-0.7918529362 	 -0.4542928205 	 -0.6999473671 	 -0.6999473675 	 266
0.3666603037 	 -0.5542179611 	 0.1817530271 	 0.1817530280 	 267
0.1359244916 	 0.7282776877 	 0.2686672535 	 0.2686672519 	 268
-0.2374754240 	 0.8623964448 	 -0.2875361137 	 -0.2875361121 	 269
-0.0840154180 	 0.3976873144 	 0.0169614099 	 0.0169614097 	 270
0.3853649545 	 -0.5364950665 	 0.1882746624 	 0.1882746633 	 271
-0.0592237667 	 -0.5542543131 	 -0.0176229766 	 -0.0176229760 	 272
-0.2548111601 	 -0.0705701031 	 0.0424285193 	 0.0424285201 	 273
0.0777669642 	 0.5898410518 	 0.0054032581 	 0.0054032573 	 274
0.5102368324 	 0.7507940499 	 0.4616352852 	 0.4616352848 	 275
0.4022772961 	 -0.7077779254 	 0.2974243633 	 0.2974243640 	 276
0.1010429799 	 -0.2113727038 	 -0.0135460119 	 -0.0135460118 	 277
0.5535533845 	 0.0191971551 	 0.1617428685 	 0.1617428698 	 278
0.4330299503 	 -0.7114007946 	 0.3324648819 	 0.3324648825 	 279
-0.5002003092 	 -0.4825338569 	 -0.2742399446 	 -0.2742399436 	 280
-0.5804984396 	 0.1115006510 	 -0.2094140590 	 -0.2094140556 	 281
0.2962244303 	 -0.3038429039 	 0.0117087538 	 0.0117087545 	 282
0.8107058281 	 0.2822954450 	 0.6516945765 	 0.6516945764 	 283
-0.7956890473 	 0.4279749067 	 -0.6912916869 	 -0.6912916866 	 284
0.0557509520 	 0.6221482598 	 0.0010702989 	 0.0010702983 	 285
-0.3875346190 	 0.2663596283 	 -0.0458713252 	 -0.0458713219 	 286
0.0976653825 	 -0.8992050572 	 0.0849947455 	 0.0849947457 	 287
-0.7578673177 	 0.5930442605 	 -0.7204548625 	 -0.7204548624 	 288
-0.4211752702 	 0.1302923830 	 -0.0301919658 	 -0.0301919623 	 289
-0.1357908442 	 0.3341279685 	 0.0265008531 	 0.0265008535 	 290
-0.5584839344 	 0.2429895276 	 -0.2189812950 	 -0.2189812916 	 291
-0.0724577979 	 0.2608528248 	 0.0069082877 	 0.0069082873 	 292
0.0206523069 	 0.7188524585 	 0.0162775084 	 0.0162775083 	 293
-0.1569319177 	 -0.2284875273 	 0.0265311286 	 0.0265311288 	 294
