time = 500	Re = 1	rotation = 79.5774
-0.499672	0.760226	907	
0.701357	0.025442	5055	
-0.635990	0.683468	1227	
-0.054773	0.813337	4895	
0.045441	0.814381	1238	
0.364040	0.429632	3562	
-0.652595	0.320610	3703	
-0.781691	0.117603	1091	
0.158806	0.249592	3652	
-0.376145	0.620483	1165	
0.734024	-0.220846	5891	
0.211775	0.314687	2328	
0.331918	-0.679994	1318	
-0.685563	-0.340177	867	
0.269342	-0.185156	5548	
0.907931	0.039105	724	
-0.908366	0.229199	4331	
0.294917	0.886789	4514	
0.267072	0.538849	1804	
-0.375034	-0.586350	2825	
0.261458	-0.168688	5010	
0.489667	0.265780	1604	
0.356322	0.342217	1112	
0.450246	0.064789	1053	
-0.206351	0.845659	1495	
0.415836	0.181769	3746	
0.541032	0.341645	4548	
-0.844197	-0.192633	6753	
0.259315	-0.116581	2292	
0.567875	0.741918	5052	
0.149411	-0.442641	2818	
0.879722	-0.054281	4458	
0.655553	-0.457413	5670	
0.165665	-0.699132	4992	
0.360095	-0.110300	1333	
-0.067456	0.797083	3579	
-0.083994	-0.933330	2073	
0.818751	-0.498043	2912	
0.194975	0.203882	3265	
0.343393	0.321567	3086	
0.335625	-0.459360	2084	
0.642076	0.734868	4046	
0.048076	0.700603	4899	
0.533128	-0.317789	1766	
0.149539	0.227204	2610	
0.524781	-0.252132	2426	
0.827865	0.017681	4164	
0.442120	0.098230	637	
0.519886	-0.775549	4662	
0.691985	-0.048773	4901	
0.822241	0.073699	6296	
0.422837	-0.103607	1784	
0.105229	-0.294883	560	
-0.780032	-0.291150	2185	
-0.507082	0.673326	4563	
-0.777052	0.301001	5367	
-0.954795	0.113093	2029	
0.177325	-0.307945	1440	
-0.735565	0.363498	4659	
0.245555	-0.503095	6304	
-0.727827	0.045129	6210	
-0.057936	0.900880	4241	
0.665850	0.706132	3244	
0.446741	-0.692810	5706	
0.280196	0.349024	3948	
0.548982	-0.205134	6408	
0.619933	0.110728	5851	
0.595133	0.076624	741	
-0.529490	0.820296	2851	
0.505019	0.305564	1522	
0.495412	-0.545808	1280	
0.307500	-0.102413	2219	
-0.221226	-0.772454	6047	
-0.001904	0.946852	1362	
0.655691	0.606832	5232	
0.042460	0.697802	4899	
-0.771750	-0.128620	4933	
-0.568403	-0.539732	3267	
0.902902	0.349826	1840	
0.341857	0.124735	2877	
0.529734	0.160605	3428	
0.668542	0.546016	736	
0.051255	0.691764	3739	
-0.607034	-0.556874	5455	
-0.525574	-0.456712	6541	
0.700075	0.017042	5055	
0.496251	-0.566506	482	
0.444257	0.407199	4908	
0.377543	-0.215640	2404	
0.883487	0.333235	1050	
0.339229	0.183039	3068	
0.025310	-0.827680	5101	
0.057641	-0.507160	5642	
-0.249952	0.831677	2101	
0.697017	0.049173	487	
0.566535	-0.183256	6550	
0.173370	-0.385083	1416	
-0.378901	0.893562	1873	
0.210552	0.575345	3897	
0.673786	0.141848	1802	
0.422948	-0.367980	3916	
0.307423	-0.317921	4020	
0.427164	0.700085	4026	
0.371404	0.449004	5576	
-0.661335	0.449363	5669	
0.039456	-0.902360	5434	
0.457717	0.127626	3014	
-0.525084	0.646037	3985	
-0.167912	-0.785532	4461	
-0.358585	0.820771	6001	
0.277851	-0.891816	5400	
0.867804	-0.136873	6006	
0.434781	0.579998	5442	
0.216474	0.578437	3897	
0.118129	-0.179231	3077	
0.458707	0.738122	6200	
-0.590773	0.489135	4671	
-0.052128	-0.770341	6023	
-0.484831	0.747493	505	
0.472523	0.425086	4092	
0.418544	-0.067577	5906	
0.121111	-0.686566	1534	
-0.252705	-0.766865	1514	
0.209420	0.598909	3387	
0.049041	0.691694	4899	
-0.219566	0.704448	1085	
0.488014	-0.386017	4760	
-0.523943	-0.800753	5915	
0.955226	0.211648	3396	
-0.667817	0.426972	6665	
0.731604	-0.580656	894	
0.099394	-0.875425	6138	
-0.833040	-0.099280	6621	
0.377869	-0.220046	2404	
-0.643277	0.583661	1451	
0.044583	0.694958	4899	
0.243407	0.864305	3796	
0.124717	-0.616111	6394	
0.110485	-0.830772	6018	
0.182885	0.420962	3790	
0.043198	0.820780	1238	
-0.774098	-0.025992	5757	
0.573856	-0.639768	3960	
0.381350	-0.355637	420	
0.012742	0.774825	6411	
-0.250005	0.801605	5159	
0.725309	0.275088	1588	
0.571445	-0.397469	5184	
0.263923	0.203791	3849	
-0.751626	0.622928	4839	
0.245635	-0.251118	2424	
0.575742	-0.135667	2541	
-0.910090	-0.216844	3971	
0.616243	0.694440	786	
0.399075	0.087012	1021	
0.265040	-0.124672	2819	
0.326010	0.406206	1484	
-0.577414	0.484309	4439	
-0.583008	-0.578774	4609	
0.313713	0.239365	1654	
-0.749388	-0.336713	1685	
0.729547	-0.165679	1455	
0.439343	0.692470	3116	
0.273114	-0.644710	5616	
0.381803	0.212350	2266	
-0.297092	0.846129	4809	
0.317699	-0.903016	2850	
0.234889	-0.557206	3800	
0.403581	0.100489	2161	
-0.659514	0.508099	4495	
0.743838	0.306050	1952	
0.852387	-0.142043	6194	
0.116551	0.635227	6497	
-0.266186	0.681552	1249	
-0.607820	-0.340690	4713	
0.594360	-0.362514	5348	
0.087306	0.784058	5856	
0.126019	-0.372235	2934	
-0.872293	0.058137	4457	
0.796428	-0.472457	1170	
0.373977	-0.855957	954	
0.072666	0.327058	4871	
0.414728	0.614646	972	
