Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_x	Time: 6.1630	Mesh (Number of cells): 2483
0.2061709779 	 0.4735899093 	 -0.0258831395 	 -0.0258826689 	 259
-0.2061709779 	 -0.4735899093 	 0.0258837585 	 0.0258832879 	 260
0.6347388938 	 -0.5227291011 	 0.3965587114 	 0.3965580848 	 261
-0.6347388938 	 0.5227291011 	 -0.3965599215 	 -0.3965592946 	 262
0.1786834336 	 0.4865406982 	 -0.0205801992 	 -0.0205798318 	 263
-0.1786834336 	 -0.4865406981 	 0.0205809984 	 0.0205806309 	 264
-0.8025007497 	 0.3586999733 	 -0.3174328717 	 -0.3174326472 	 265
0.8025007497 	 -0.3586999733 	 0.3174325093 	 0.3174322849 	 266
0.1885806413 	 -0.5126076050 	 0.0037642295 	 0.0037642321 	 267
-0.1885806413 	 0.5126076050 	 -0.0037652778 	 -0.0037652802 	 268
-0.1194065680 	 0.4767718191 	 0.0041314581 	 0.0041314366 	 269
0.1194065680 	 -0.4767718191 	 -0.0041319344 	 -0.0041319128 	 270
0.1982932788 	 0.4451041369 	 -0.0107183119 	 -0.0107180269 	 271
-0.1982932788 	 -0.4451041369 	 0.0107185013 	 0.0107182163 	 272
0.3468671831 	 0.8305830831 	 -0.7333159699 	 -0.7333154101 	 273
-0.3468671831 	 -0.8305830831 	 0.7333168731 	 0.7333163131 	 274
0.2126718815 	 -0.5290477689 	 0.0205577236 	 0.0205576748 	 275
-0.2126718815 	 0.5290477689 	 -0.0205589575 	 -0.0205589085 	 276
0.3752745199 	 0.7971208858 	 -0.6795396842 	 -0.6795390041 	 277
-0.3752745199 	 -0.7971208858 	 0.6795405868 	 0.6795399066 	 278
0.0873609744 	 -0.7130265280 	 0.1708983934 	 0.1708979399 	 279
-0.0873609744 	 0.7130265280 	 -0.1709049491 	 -0.1709044946 	 280
0.8492870062 	 -0.1931313455 	 0.1715298892 	 0.1715297510 	 281
-0.8492870062 	 0.1931313455 	 -0.1715299780 	 -0.1715298397 	 282
0.1861705323 	 0.5140623516 	 -0.0373508253 	 -0.0373502891 	 283
-0.1861705323 	 -0.5140623516 	 0.0373516137 	 0.0373510773 	 284
-0.8155796509 	 0.4009379314 	 -0.3701859337 	 -0.3701857539 	 285
0.8155796509 	 -0.4009379314 	 0.3701856182 	 0.3701854384 	 286
-0.6731470339 	 0.7026858352 	 -0.7194591512 	 -0.7194591505 	 287
0.6731470339 	 -0.7026858353 	 0.7194591479 	 0.7194591471 	 288
-0.2577927207 	 -0.3690202086 	 -0.0117414768 	 -0.0117414326 	 289
0.2577927207 	 0.3690202086 	 0.0117405796 	 0.0117405356 	 290
0.8472541060 	 -0.2400290524 	 0.2159567239 	 0.2159565803 	 291
-0.8472541060 	 0.2400290524 	 -0.2159568478 	 -0.2159567042 	 292
-0.1449846379 	 -0.5736912427 	 0.0414897244 	 0.0414892956 	 293
0.1449846379 	 0.5736912427 	 -0.0414893097 	 -0.0414888809 	 294
0.0978096450 	 0.6715045349 	 -0.0267432057 	 -0.0267430675 	 295
-0.0978096450 	 -0.6715045349 	 0.0267436915 	 0.0267435532 	 296
0.0608453653 	 0.6856506961 	 -0.0013737280 	 -0.0013737196 	 297
-0.0608453653 	 -0.6856506961 	 0.0013736109 	 0.0013736025 	 298
-0.3571671486 	 -0.5249497961 	 0.1823113236 	 0.1823097330 	 299
0.3571671486 	 0.5249497961 	 -0.1823105886 	 -0.1823089982 	 300
0.0990918804 	 -0.4898769311 	 -0.0034304289 	 -0.0034304157 	 301
-0.0990918804 	 0.4898769311 	 0.0034285628 	 0.0034285499 	 302
-0.1167243305 	 0.4533931140 	 0.0027995162 	 0.0027994974 	 303
0.1167243305 	 -0.4533931140 	 -0.0027985461 	 -0.0027985276 	 304
-0.2312859545 	 -0.3820512726 	 -0.0098797938 	 -0.0098797758 	 305
0.2312859545 	 0.3820512726 	 0.0098789828 	 0.0098789650 	 306
0.1288579913 	 0.1787735851 	 0.0093769231 	 0.0093767826 	 307
-0.1288579913 	 -0.1787735851 	 -0.0093798033 	 -0.0093796623 	 308
-0.1673305481 	 -0.5576174191 	 0.0498171056 	 0.0498165311 	 309
0.1673305481 	 0.5576174191 	 -0.0498164620 	 -0.0498158876 	 310
0.1091561991 	 -0.6981276048 	 0.1336325616 	 0.1336322007 	 311
-0.1091561991 	 0.6981276048 	 -0.1336378021 	 -0.1336374403 	 312
0.2103923059 	 -0.6701519933 	 0.2084470059 	 0.2084464175 	 313
