time = 5.302	Re = 10	rotation = 0.843681
0.736366	0.460964	10276	
-0.321666	0.226089	3836	
-0.158820	-0.314278	9610	
0.675826	0.141271	10529	
0.538088	-0.587246	2011	
0.374868	0.800710	9152	
0.676781	0.301091	7085	
0.715508	0.382788	6198	
0.473113	-0.557221	6535	
0.339486	-0.668927	5958	
0.782127	0.019264	5549	
-0.594243	0.704379	5902	
-0.538416	0.805157	10072	
0.320248	-0.616007	840	
-0.218182	-0.531986	4566	
0.611217	0.263444	9459	
0.921258	0.019081	8106	
0.553377	0.757284	7193	
-0.527990	0.186182	2828	
0.569253	0.606771	9769	
-0.352995	0.284661	6491	
-0.261688	0.289491	2175	
-0.340123	-0.368933	1255	
0.647789	0.398331	10047	
0.199912	0.847587	9516	
0.911408	0.040388	9896	
0.657815	-0.337422	584	
0.218486	0.786501	8371	
0.887952	-0.073739	6241	
-0.450802	0.737512	5759	
0.742073	0.498862	8022	
0.681968	-0.091015	390	
-0.357792	0.462253	10193	
-0.056266	-0.620258	5013	
0.643143	-0.393622	2349	
0.640162	-0.286904	6700	
-0.381268	-0.214927	1749	
0.737791	-0.033613	2409	
0.632652	-0.278545	6169	
-0.306569	-0.117410	8488	
0.627175	0.229291	4576	
-0.271897	0.146732	3472	
0.749074	-0.077098	5835	
-0.295290	-0.630225	4671	
0.500089	0.325567	896	
0.557042	-0.446091	10894	
-0.133542	-0.399409	3116	
0.615378	-0.000910	5991	
-0.188689	0.324446	7846	
-0.415454	0.762550	888	
0.627344	0.585132	8609	
-0.484914	-0.325883	895	
-0.124505	0.580451	10498	
-0.046009	-0.604414	5016	
-0.060760	0.209839	4571	
-0.860240	0.448678	6021	
-0.393912	-0.092864	687	
-0.151768	0.473054	3208	
0.628711	0.028792	816	
0.481477	0.759266	9729	
0.804994	0.142572	10732	
0.233409	0.808077	6805	
0.655424	-0.085848	10690	
0.221152	0.786546	10304	
-0.249558	0.614883	1510	
-0.268424	-0.003650	4006	
0.594931	-0.429568	8896	
0.718639	-0.284695	1675	
-0.097308	0.349230	7414	
0.019651	-0.761939	6682	
0.662161	-0.254726	1677	
0.289829	0.858817	2939	
-0.320569	0.000101	6401	
0.742585	0.296769	8664	
0.741848	-0.115476	4364	
-0.480440	0.195584	5264	
0.841782	-0.060275	7600	
-0.095644	-0.294727	1886	
-0.336374	-0.109709	4452	
-0.450372	-0.307681	1612	
0.629749	-0.043680	6292	
0.308291	0.520400	10750	
-0.501692	0.422210	4867	
-0.364680	0.867352	1544	
0.291243	0.604815	3274	
0.633292	0.125409	7237	
0.141182	0.638800	2746	
0.079003	0.576530	2572	
-0.534118	0.092869	5316	
-0.211714	0.015088	2166	
0.822057	-0.186781	7867	
0.555277	0.460009	10348	
0.903365	-0.026383	7993	
-0.357545	-0.239633	1429	
-0.354509	-0.242126	452	
-0.453551	-0.307791	1612	
-0.041196	0.325717	6258	
-0.343059	-0.419911	9180	
-0.287624	-0.268771	4210	
0.317888	0.808455	8079	
0.002441	0.428985	7271	
0.046897	0.433923	1092	
-0.264454	0.929500	5888	
0.112535	0.843678	6641	
0.242760	-0.720690	10381	
0.636382	0.734896	2480	
0.071906	-0.637164	9496	
0.505083	0.641801	1830	
-0.114448	0.291648	3967	
-0.135554	0.182289	4320	
0.513874	0.722601	10135	
0.588121	0.626604	2625	
-0.496235	0.166056	1478	
0.796480	0.559067	4080	
0.511250	-0.451120	5594	
-0.124606	0.327431	2048	
