Time	U_x	U_y	P	Max.Res.
0	0	0	0	0
0.001	1.003273283e-06	7.320079396e-06	-0.1266492746	1
0.002	1.301087965e-06	2.939298508e-05	-0.6478399131	53.75836237
0.003	-4.255360443e-06	4.90232727e-05	-0.6146092122	38.94139478
0.004	-1.335569464e-05	3.497645676e-05	0.5841541211	14.60454394
0.005	-1.626439941e-05	3.061599062e-06	2.394553605	17.9672164
0.006	-1.261712171e-05	-2.520360869e-05	4.038053337	29.24087168
0.007	-5.53699261e-06	-4.095858499e-05	5.045942138	18.73183145
0.008	1.744479531e-06	-4.509750501e-05	5.306747349	21.77917611
0.009	7.387275808e-06	-4.206236851e-05	4.942097166	3.823929228
0.01	1.088304333e-05	-3.618377272e-05	4.170188937	2.409514461
0.011	1.248811834e-05	-3.038782722e-05	3.211834941	4.689850615
0.012	1.274805738e-05	-2.615570425e-05	2.243245376	2.71195357
0.013	1.222243325e-05	-2.390908377e-05	1.382273236	2.684553896
0.014	1.135920257e-05	-2.344156687e-05	0.6935084294	30.04963655
0.015	1.045952072e-05	-2.426546171e-05	0.2011542089	9.826670527
0.016	9.690481944e-06	-2.584591265e-05	-0.09709217365	6.299128466
0.017	9.118442545e-06	-2.773329896e-05	-0.2185047499	8.481655192
0.018	8.746367461e-06	-2.961766476e-05	-0.1872161945	10.14950383
0.019	8.546085944e-06	-3.133117674e-05	-0.02932305909	6.328991443
0.02	8.481532319e-06	-3.282173655e-05	0.2295647064	9.885727849
0.021	8.522470996e-06	-3.411565373e-05	0.5652262824	2.599385852
0.022	8.650205552e-06	-3.528136336e-05	0.9549605007	4.904508222
0.023	8.857647544e-06	-3.640073367e-05	1.377497746	3.179670728
0.024	9.146201869e-06	-3.755022256e-05	1.813011141	3.032989377
0.025	9.521522232e-06	-3.879126375e-05	2.243346481	3.018599172
0.026	9.989570131e-06	-4.016772096e-05	2.652450676	4.11542386
0.027	1.055377092e-05	-4.170777626e-05	3.026900394	0.9868280402
0.028	1.121352643e-05	-4.34278559e-05	3.356407135	7.823611384
0.029	1.196396945e-05	-4.533680899e-05	3.634187634	6.9902239
0.03	1.279663764e-05	-4.743927152e-05	3.857123288	1.085232472
0.031	1.370067758e-05	-4.973778648e-05	4.02567534	3.051701082
0.032	1.466422079e-05	-5.223371727e-05	4.143563117	3.674657946
0.033	1.567565958e-05	-5.492726149e-05	4.217244161	1.024549382
0.034	1.672465509e-05	-5.781697197e-05	4.255254855	2.804503684
0.035	1.780280641e-05	-6.089916607e-05	4.267478089	1.110291256
0.036	1.890398444e-05	-6.416750613e-05	4.264402602	0.7807138772
0.037	2.002438169e-05	-6.761291015e-05	4.256429778	2.073924138
0.038	2.116235145e-05	-7.122383435e-05	4.25327072	9.007238778
0.039	2.231811288e-05	-7.498687991e-05	4.263462138	0.9084574427
0.04	2.349338841e-05	-7.888762063e-05	4.294015777	1.26237557
0.041	2.469102427e-05	-8.291152726e-05	4.350204126	6.368233985
0.042	2.591462805e-05	-8.704486781e-05	4.435475573	0.8472326992
0.043	2.716824265e-05	-9.127548549e-05	4.551485134	0.5625932868
0.044	2.845606471e-05	-9.559338664e-05	4.698222272	0.9766561074
0.045	2.978220901e-05	-9.999110407e-05	4.874214756	0.9842315881
0.046	3.115051645e-05	-0.0001044638301	5.076786627	13.17575221
0.047	3.256440228e-05	-0.0001090093373	5.302348773	6.149562328
0.048	3.40267412e-05	-0.0001136277222	5.546702053	0.8842128987
0.049	3.553978709e-05	-0.0001183210141	5.805335095	1.342239421
0.05	3.71051253e-05	-0.0001230926989	6.07370158	0.9846317123
0.051	3.87236562e-05	-0.0001279472024	6.347464869	1.387702862
0.052	4.039560819e-05	-0.0001328893754	6.622701054	1.715644458
0.053	4.212057774e-05	-0.0001379240163	6.896054761	1.768765017
0.054	4.389759342e-05	-0.0001430554566	7.164845176	1.050756536
0.055	4.572519949e-05	-0.0001482872297	7.427122681	1.553244308
0.056	4.760155433e-05	-0.0001536218334	7.681679016	3.132616097
0.057	4.952453792e-05	-0.0001590605877	7.928016037	0.7101180131
0.058	5.149186281e-05	-0.0001646035862	8.166279711	0.9143558694
0.059	5.35011826e-05	-0.0001702497312	8.397167107	0.7247620648
0.06	5.555019292e-05	-0.0001759968397	8.621814654	0.6233352905
0.061	5.763672034e-05	-0.0001818418044	8.841675997	1.251605671
0.062	5.975879554e-05	-0.0001877807937	9.058397342	2.062852187
0.063	6.191470859e-05	-0.0001938094715	9.273697407	3.168143122
0.064	6.410304467e-05	-0.0001999232225	9.489257991	1.547251967
0.065	6.632270059e-05	-0.0002061173671	9.706629877	1.679526951
0.066	6.857288258e-05	-0.0002123873552	9.927157409	1.064107989
0.067	7.085308769e-05	-0.0002187289282	10.15192364	0.6894488557
0.068	7.316307092e-05	-0.0002251382451	10.3817166	0.6189940846
0.069	7.550280166e-05	-0.0002316119694	10.61701608	1.32250242
0.07	7.787241273e-05	-0.0002381473153	10.85799913	3.348681439
0.071	8.027214559e-05	-0.0002447420577	11.10456182	1.885949689
