time = 109.65	Re = 90
-0.880765	0.442009	2675	
-0.901486	0.398467	6426	
-0.933912	0.316695	6703	
-0.968719	0.189682	2769	
-0.988197	0.019933	5980	
-0.973476	-0.179642	2684	
0.925258	-0.266572	1206	
0.937962	-0.218146	5572	
0.956281	-0.117424	6497	
0.963799	0.026883	6367	
0.942555	0.207931	5900	
0.868482	0.424266	317	
0.711681	0.656648	576	
0.247979	0.942850	6624	
-0.803089	0.567144	6086	
-0.976172	0.140295	2788	
-0.952058	-0.270291	1053	
-0.788986	0.493788	5809	
-0.815058	0.449723	3902	
-0.856894	0.364685	5694	
-0.903835	0.227229	6811	
-0.932835	0.020768	6753	
-0.914768	-0.188404	5944	
-0.788527	-0.504506	3615	
0.017987	-0.950310	1021	
0.878007	-0.390281	6779	
0.957027	0.113300	805	
0.804728	0.535067	690	
0.349883	0.906635	5979	
-0.932674	0.314473	826	
-0.959616	-0.237606	5987	
-0.776602	-0.617721	6329	
0.263580	-0.867612	6744	
0.349368	-0.838285	5565	
0.533798	-0.733242	5271	
0.768744	-0.477899	6115	
0.906679	-0.038222	5864	
0.665976	0.629479	3732	
0.151106	0.909263	4436	
-0.355767	0.854409	6494	
-0.764984	0.527660	4439	
-0.926370	0.100581	3958	
-0.866065	-0.350565	5348	
0.036521	-0.948424	726	
0.960472	-0.056670	6798	
0.808626	0.528169	5518	
0.178728	0.956760	6336	
-0.983797	0.058910	5989	
-0.834515	-0.534198	6325	
-0.421803	0.768116	5006	
-0.487434	0.728909	3152	
-0.622735	0.619829	3003	
-0.781596	0.405989	2236	
-0.868556	0.152910	5008	
-0.865568	-0.181219	4075	
-0.700296	-0.544493	4813	
-0.308228	-0.835503	4378	
0.235505	-0.873728	1307	
0.865149	-0.262949	4334	
0.342132	0.852899	2925	
-0.477570	0.793075	4460	
-0.905906	0.212755	6311	
-0.853517	-0.379391	5349	
0.427027	-0.854740	278	
0.925276	0.269373	692	
0.496759	0.831244	607	
-0.971240	0.160838	6031	
-0.223239	-0.819474	2543	
-0.165207	-0.834005	2387	
-0.028805	-0.853784	1744	
0.279682	-0.827150	4852	
0.652796	-0.571393	5154	
0.851006	-0.143496	1111	
0.752094	0.427894	4385	
0.187421	0.850455	2576	
-0.439561	0.756265	5006	
-0.868183	0.150463	5008	
-0.722322	-0.513497	5889	
-0.106594	-0.886457	5607	
0.743815	-0.511896	5778	
0.287699	0.872555	3263	
-0.694132	0.615318	6520	
-0.920745	-0.147570	4518	
-0.266041	-0.902848	573	
0.942120	0.199035	5900	
0.467465	0.847829	6787	
-0.984439	0.029597	6019	
-0.733420	-0.666851	2815	
0.599943	0.570870	5364	
0.532259	0.634822	5544	
0.324477	0.763747	3679	
0.028333	0.831385	2312	
-0.338233	0.761658	5359	
-0.707770	0.447537	2911	
