time = 0.102	Re = 1	rotation = 4.9825e-05
0.185953	0.844208	6447	
0.247249	0.384304	1913	
-0.404913	0.056841	3482	
-0.454536	0.477809	7186	
0.624489	0.479780	8781	
-0.214170	0.836146	7450	
-0.325003	0.648275	6828	
-0.052531	0.800927	3756	
0.041170	0.678867	5499	
0.441449	0.581880	9035	
0.074986	0.758592	3250	
-0.788043	0.473836	10693	
-0.627140	0.737084	5635	
-0.566856	0.135397	10646	
-0.351671	0.149786	10786	
-0.555235	0.386665	10416	
0.805332	0.449709	10503	
0.226392	0.902283	9760	
0.306334	0.170813	3415	
-0.283459	0.750776	5850	
0.215764	0.324979	6038	
0.163832	0.414317	5869	
-0.050408	0.623526	440	
-0.323771	0.674855	4363	
-0.365353	0.778459	1555	
0.756541	0.509396	8018	
-0.037995	0.688673	9473	
-0.566177	0.565368	10407	
0.730362	0.508744	7375	
-0.833688	0.277978	7509	
0.294607	0.841296	5178	
-0.470414	0.397969	1523	
0.105695	0.164907	1238	
-0.260337	0.146524	8041	
0.139459	0.703693	4021	
-0.422910	0.433422	7691	
0.512339	0.395936	5334	
-0.176146	0.675495	1280	
-0.500308	0.313377	8306	
0.319505	0.533105	7393	
-0.538809	0.395040	4575	
0.237767	0.474792	4250	
-0.059509	0.716093	537	
-0.423897	0.383596	5695	
-0.794244	0.092625	10688	
-0.291732	0.551908	6195	
-0.357936	0.221376	7588	
-0.717441	0.097487	10444	
0.074187	0.447903	8032	
-0.800752	0.352561	10003	
-0.061238	0.841159	5234	
0.809307	0.037304	1901	
0.016684	0.166842	5380	
-0.177162	0.140029	5415	
-0.253286	0.420155	4809	
-0.898728	0.365732	4079	
0.500106	0.339246	7544	
-0.020795	0.338992	6676	
-0.640965	0.171189	5960	
-0.072827	0.874595	10346	
0.193558	0.783583	2012	
-0.465261	0.679237	6873	
-0.575149	0.222625	3003	
-0.562321	0.569751	10407	
0.361116	0.085181	5768	
0.235487	0.542424	5007	
-0.042593	0.677095	4595	
0.214316	0.714629	917	
-0.060861	0.456034	849	
0.812880	0.136964	2721	
-0.350470	0.519822	425	
-0.148827	0.885383	6672	
0.359903	0.456016	6941	
-0.032934	0.788750	2472	
-0.056272	0.711602	437	
0.292597	0.214788	6475	
0.494371	0.674692	5476	
-0.446157	0.175050	3268	
0.409095	0.463021	5329	
0.680922	0.204650	2763	
-0.670043	0.125045	6925	
0.444171	0.030313	1686	
0.494018	0.092440	5634	
-0.564882	0.749418	10429	
0.463402	0.045468	558	
-0.581595	0.287099	7104	
0.354547	0.062926	2973	
0.111301	0.009205	1339	
0.407047	0.181503	1798	
0.024970	0.580439	1322	
0.575275	0.606295	11063	
-0.563050	0.455347	3328	
0.757889	0.492038	8370	
0.431276	0.486023	601	
0.417254	0.498008	3643	
0.689162	0.194124	3345	
-0.178880	0.428280	6880	
-0.404189	0.401260	5694	
-0.187579	0.569270	6080	
-0.312542	0.788971	7868	
-0.177142	0.359327	2863	
-0.200907	0.301894	9796	
-0.390600	0.882964	1864	
-0.498542	0.677568	5685	
0.620985	0.431952	5847	
0.504487	0.829470	3813	
-0.241902	0.096626	9279	
-0.487534	0.592089	2272	
-0.046891	0.487949	5097	
-0.082805	0.524619	4720	
-0.115703	0.852671	7430	
-0.132862	0.826912	5156	
0.320145	0.206493	5610	
0.694726	0.681180	5555	
-0.643243	0.070062	577	
-0.018214	0.469504	623	
0.765566	0.488178	1578	
-0.170810	0.174166	9120	
-0.049174	0.783664	3756	
0.112909	0.159831	9368	
-0.712167	0.649655	2534	
0.078550	0.325660	9684	
-0.705922	0.160093	9847	
-0.741008	0.579136	448	
0.754292	0.093221	8794	
-0.147239	0.473267	2263	
0.160621	0.716193	1727	
-0.383354	0.232987	1308	
0.007120	0.953719	5052	
0.115653	0.097432	3492	
0.243621	0.862948	6832	
-0.829968	0.094719	1619	
0.267445	0.949233	8584	
0.455623	0.742096	8733	
-0.385990	0.119893	4474	
-0.112119	0.391810	3926	
0.063964	0.845338	7635	
0.072764	0.680247	7466	
0.218386	0.098409	923	
-0.815927	0.056223	2457	
-0.826861	0.237432	8729	
0.679189	0.522158	7660	
0.026355	0.649824	3774	
0.160547	0.771038	2150	
-0.247392	0.491103	1834	
-0.251339	0.045739	8682	
-0.379613	0.831634	6312	
0.614243	0.639835	10485	
-0.263696	0.312837	8461	
0.603695	0.070256	2088	
0.367266	0.380613	7408	
0.268109	0.926807	582	
0.708035	0.497457	6507	
-0.144073	0.822605	4613	
0.476595	0.446993	7202	
-0.204700	0.738747	4213	
-0.101565	0.937313	9586	
-0.485412	0.381913	1333	
-0.757804	0.241785	2588	
-0.543318	0.489681	3576	
0.783157	0.357863	8004	
-0.229262	0.916793	9118	
-0.734252	0.374476	6178	
-0.350975	0.680226	6503	
0.591229	0.503747	6626	
-0.407288	0.886067	1434	
-0.296026	0.738484	5850	
0.110786	0.201483	3500	
0.097202	0.519612	3477	
-0.302427	0.024716	4844	
