time = 5.2	Re = 0.1
0.183037	0.080916	0
0.236255	0.093025	1
0.287904	0.105022	2
0.332149	0.119023	3
0.370339	0.135366	4
0.409814	0.179764	5
0.403813	0.238928	6
0.384209	0.271629	7
0.362512	0.304914	8
0.331027	0.338117	9
0.298322	0.371941	10
0.259224	0.407040	11
0.218064	0.447258	12
0.194675	0.471440	13
0.171873	0.498182	14
0.146613	0.531859	15
0.119750	0.574982	16
0.102585	0.606100	17
0.084965	0.639843	18
0.071532	0.670692	19
0.040557	0.702918	20
0.009168	0.687001	21
-0.035078	0.701928	22
-0.081165	0.688812	23
-0.104803	0.669246	24
-0.138356	0.656235	25
-0.141130	0.649018	26
-0.192494	0.633132	27
-0.197888	0.625829	28
-0.239897	0.611381	29
-0.267956	0.599469	30
-0.295970	0.587498	31
-0.338192	0.565035	32
-0.386583	0.538426	33
-0.422957	0.514533	34
-0.448243	0.497773	35
-0.473552	0.480955	36
-0.496961	0.460317	37
-0.540155	0.424686	38
-0.565792	0.399133	39
-0.605369	0.360445	40
-0.632383	0.329766	41
-0.660000	0.296812	42
-0.686389	0.262518	43
-0.713713	0.224667	44
-0.737314	0.187221	45
-0.761158	0.144073	46
-0.782179	0.092542	47
-0.789237	0.063366	48
-0.796292	0.034194	49
-0.800498	-0.015492	50
-0.799939	-0.064952	51
-0.793695	-0.117121	52
-0.784408	-0.166880	53
-0.774159	-0.206311	54
-0.763843	-0.244961	55
-0.751321	-0.286361	56
-0.738222	-0.328015	57
-0.725530	-0.362017	58
-0.712675	-0.396568	59
-0.697925	-0.430209	60
-0.682511	-0.464861	61
-0.666253	-0.496403	62
-0.649117	-0.529090	63
-0.630556	-0.559348	64
-0.610811	-0.591008	65
-0.591330	-0.617556	66
-0.570231	-0.646421	67
-0.548279	-0.672667	68
-0.524195	-0.700974	69
-0.500393	-0.725378	70
-0.475579	-0.750038	71
-0.449397	-0.773366	72
-0.422108	-0.796896	73
-0.395002	-0.817449	74
-0.366993	-0.837934	75
-0.336869	-0.857433	76
-0.305466	-0.876841	77
-0.274443	-0.893773	78
-0.242817	-0.910327	79
-0.210080	-0.924286	80
-0.176365	-0.937915	81
-0.144696	-0.948761	82
-0.113330	-0.959369	83
-0.058369	-0.976619	84
-0.024241	-0.989034	85
0.007166	-1.000708	86
