time = 3.25	Re = 0.1
0.173212	0.099378	0
0.207631	0.111347	1
0.242051	0.123543	2
0.273040	0.137689	3
0.302792	0.152431	4
0.343667	0.190076	5
0.359127	0.239569	6
0.353932	0.270582	7
0.348153	0.302038	8
0.332123	0.338565	9
0.314392	0.376611	10
0.289212	0.418334	11
0.260910	0.463423	12
0.243508	0.488592	13
0.226140	0.513895	14
0.206164	0.542561	15
0.185548	0.572708	16
0.160249	0.607568	17
0.131786	0.647111	18
0.111610	0.671951	19
0.089054	0.697704	20
0.044797	0.721415	21
0.000027	0.728156	22
-0.046448	0.729664	23
-0.089256	0.722343	24
-0.121128	0.709557	25
-0.154952	0.700547	26
-0.178715	0.689718	27
-0.211416	0.681051	28
-0.236078	0.671899	29
-0.268293	0.663957	30
-0.320222	0.646328	31
-0.372066	0.627745	32
-0.419612	0.608076	33
-0.468611	0.586467	34
-0.510509	0.564091	35
-0.555997	0.538765	36
-0.595187	0.513305	37
-0.638065	0.483562	38
-0.674651	0.454622	39
-0.711340	0.422417	40
-0.745869	0.388847	41
-0.779453	0.352635	42
-0.809748	0.315484	43
-0.838988	0.275394	44
-0.864977	0.233884	45
-0.889168	0.189940	46
-0.909540	0.145609	47
-0.927850	0.099572	48
-0.942248	0.054120	49
-0.955150	0.009138	50
-0.965733	-0.027702	51
-0.976237	-0.061286	52
-0.995147	-0.110302	53
