time = 2.15	Re = 0.1
0.164903	0.112563	0
0.192050	0.125587	1
0.219193	0.138626	2
0.269058	0.168226	3
0.307904	0.204141	4
0.331705	0.248952	5
0.337999	0.304822	6
0.333000	0.338389	7
0.327301	0.372683	8
0.314784	0.411457	9
0.300024	0.452249	10
0.279236	0.496896	11
0.254717	0.544585	12
0.238813	0.570626	13
0.222843	0.596775	14
0.203027	0.624998	15
0.182455	0.653970	16
0.155382	0.685089	17
0.123192	0.716930	18
0.078815	0.745629	19
0.028035	0.763104	20
-0.022643	0.771503	21
-0.071549	0.774794	22
-0.116262	0.771952	23
-0.157607	0.768662	24
-0.194504	0.763591	25
-0.231716	0.760209	26
-0.265554	0.756035	27
-0.301237	0.753019	28
-0.333339	0.749295	29
-0.366180	0.745268	30
-0.397783	0.741132	31
-0.429372	0.736631	32
-0.459594	0.731269	33
-0.489875	0.725877	34
-0.519298	0.719654	35
-0.548722	0.713416	36
-0.605809	0.698305	37
-0.661031	0.681625	38
-0.706427	0.673068	39
-0.748562	0.664402	40
