time = 6.2	Re = 0.1
0.186324	0.073655	0
0.219820	0.080435	1
0.252843	0.086609	2
0.284021	0.092617	3
0.315017	0.098666	4
0.366166	0.113351	5
0.407596	0.131471	6
0.425523	0.156235	7
0.441108	0.182525	8
0.431620	0.214816	9
0.420572	0.247824	10
0.394589	0.279295	11
0.366557	0.310315	12
0.330785	0.337554	13
0.294211	0.364905	14
0.252662	0.391843	15
0.208607	0.425367	16
0.184062	0.446934	17
0.160151	0.472598	18
0.133654	0.507772	19
0.105565	0.557504	20
0.087691	0.597357	21
0.068298	0.646515	22
0.059243	0.680906	23
0.008790	0.700093	24
-0.034901	0.696358	25
-0.054618	0.691225	26
-0.070061	0.681858	27
-0.038958	0.688149	28
-0.091190	0.661767	29
-0.124089	0.648775	30
-0.155133	0.636491	31
-0.182484	0.621115	32
-0.235648	0.600210	33
-0.233129	0.597024	34
-0.271186	0.581482	35
-0.307567	0.565294	36
-0.309376	0.560332	37
-0.336095	0.546385	38
-0.362813	0.532415	39
-0.394867	0.512164	40
-0.425984	0.491107	41
-0.468245	0.456391	42
-0.491932	0.435352	43
-0.515865	0.413931	44
-0.549285	0.378933	45
-0.573077	0.353585	46
-0.597623	0.327094	47
-0.617654	0.300199	48
-0.638199	0.274480	49
-0.659539	0.247711	50
-0.684222	0.212422	51
-0.705215	0.182145	52
-0.726997	0.148768	53
-0.741031	0.120705	54
-0.754497	0.092029	55
-0.764211	0.056216	56
-0.770397	0.021004	57
-0.771332	-0.014710	58
-0.771210	-0.049231	59
-0.765746	-0.084422	60
-0.759316	-0.117177	61
-0.750548	-0.142642	62
-0.743455	-0.169410	63
-0.733867	-0.193031	64
-0.726164	-0.219413	65
-0.716317	-0.242222	66
-0.707954	-0.268742	67
-0.697801	-0.291754	68
-0.688396	-0.318870	69
-0.670881	-0.358232	70
-0.652082	-0.398436	71
-0.629523	-0.441384	72
-0.604417	-0.485304	73
-0.581403	-0.519598	74
-0.556108	-0.555316	75
-0.525986	-0.593011	76
-0.492666	-0.631243	77
-0.463143	-0.660764	78
-0.430869	-0.691317	79
-0.397096	-0.719289	80
-0.359622	-0.748447	81
-0.322808	-0.773511	82
-0.281527	-0.799628	83
-0.240016	-0.821993	84
-0.192772	-0.844438	85
-0.149692	-0.860277	86
-0.099387	-0.875632	87
-0.050781	-0.885735	88
0.003561	-0.893375	89
0.051886	-0.895921	90
0.101070	-0.896012	91
0.147978	-0.892988	92
0.194828	-0.888174	93
0.236479	-0.881533	94
0.278055	-0.874061	95
0.318894	-0.864747	96
0.360160	-0.854331	97
0.397531	-0.843116	98
0.434952	-0.831508	99
0.470161	-0.817972	100
0.505896	-0.803787	101
0.538456	-0.789325	102
0.570297	-0.775453	103
0.624506	-0.750545	104
0.662033	-0.734773	105
0.697021	-0.720192	106
