time = 4.9	Re = 0.1
0.181845	0.083318	0
0.231589	0.095295	1
0.280274	0.107278	2
0.322384	0.121200	3
0.359402	0.137145	4
0.399816	0.180071	5
0.397627	0.237660	6
0.380244	0.270304	7
0.360856	0.303726	8
0.331145	0.338246	9
0.300121	0.373509	10
0.262383	0.410523	11
0.222306	0.452416	12
0.199552	0.477048	13
0.177183	0.503908	14
0.152230	0.537102	15
0.125850	0.578225	16
0.109188	0.606860	17
0.092343	0.636731	18
0.067309	0.687221	19
0.036944	0.693272	20
0.007129	0.701475	21
-0.045215	0.709921	22
-0.083156	0.687057	23
-0.111872	0.674080	24
-0.117073	0.664785	25
-0.160395	0.652026	26
-0.167194	0.643548	27
-0.204325	0.631880	28
-0.256185	0.611692	29
-0.296818	0.592169	30
-0.343628	0.569922	31
-0.379726	0.549405	32
-0.429681	0.521554	33
-0.453850	0.503144	34
-0.497366	0.472812	35
-0.523833	0.450202	36
-0.563793	0.416970	37
-0.591358	0.389979	38
-0.619237	0.361358	39
-0.645607	0.331618	40
-0.672543	0.299810	41
-0.695919	0.269081	42
-0.720058	0.235687	43
-0.744561	0.197740	44
-0.768896	0.154644	45
-0.786234	0.113891	46
-0.800198	0.069314	47
-0.809487	0.017330	48
-0.813462	-0.035817	49
-0.811637	-0.080350	50
-0.807400	-0.123245	51
-0.799694	-0.168334	52
-0.790959	-0.212042	53
-0.781820	-0.247654	54
-0.772929	-0.282878	55
-0.762289	-0.317473	56
-0.751594	-0.352400	57
-0.739963	-0.384729	58
-0.728243	-0.417888	59
-0.715003	-0.449252	60
-0.701475	-0.481702	61
-0.687326	-0.509645	62
-0.672550	-0.539596	63
-0.656458	-0.567466	64
-0.639189	-0.597285	65
-0.621444	-0.623688	66
-0.603202	-0.650303	67
-0.583491	-0.676011	68
-0.563254	-0.701944	69
-0.542509	-0.725270	70
-0.521452	-0.748618	71
-0.498391	-0.771506	72
-0.474793	-0.794402	73
-0.450948	-0.814904	74
-0.426842	-0.835401	75
-0.401596	-0.854521	76
-0.376042	-0.873627	77
-0.326314	-0.906730	78
-0.282407	-0.935464	79
-0.254686	-0.955791	80
-0.228429	-0.974861	81
