time = 5.8	Re = 0.1
0.185162	0.076505	0
0.215627	0.082795	1
0.246001	0.088974	2
0.303872	0.100994	3
0.352288	0.115333	4
0.392578	0.132679	5
0.411227	0.156409	6
0.429097	0.180660	7
0.422310	0.211806	8
0.414606	0.243470	9
0.391025	0.275615	10
0.365217	0.307906	11
0.330853	0.337802	12
0.295493	0.368036	13
0.254574	0.398507	14
0.211508	0.434956	15
0.187362	0.457670	16
0.163865	0.483863	17
0.137852	0.518552	18
0.110291	0.565611	19
0.092478	0.602001	20
0.073905	0.644150	21
0.056601	0.694403	22
0.014391	0.695804	23
-0.043770	0.702253	24
-0.039670	0.688935	25
-0.075819	0.675716	26
-0.124427	0.655372	27
-0.149160	0.639986	28
-0.194727	0.623036	29
-0.194069	0.618517	30
-0.227485	0.606570	31
-0.260311	0.594222	32
-0.263453	0.588467	33
-0.313452	0.566622	34
-0.344606	0.550104	35
-0.375244	0.532976	36
-0.418486	0.503327	37
-0.442919	0.485262	38
-0.467391	0.467114	39
-0.502527	0.436267	40
-0.527161	0.414097	41
-0.552178	0.391342	42
-0.573450	0.366656	43
-0.594266	0.343886	44
-0.615290	0.320862	45
-0.639551	0.289842	46
-0.659344	0.265004	47
-0.679457	0.239472	48
-0.707197	0.199386	49
-0.736320	0.152495	50
-0.749251	0.125206	51
-0.762088	0.097835	52
-0.771487	0.064424	53
-0.778576	0.031407	54
-0.780120	0.001337	55
-0.781982	-0.028976	56
-0.779080	-0.059390	57
-0.776402	-0.089944	58
-0.769475	-0.118328	59
-0.763756	-0.147036	60
-0.755297	-0.173093	61
-0.748528	-0.200616	62
-0.734528	-0.241480	63
-0.720335	-0.282401	64
-0.703573	-0.326193	65
-0.685622	-0.370856	66
-0.668732	-0.406609	67
-0.650728	-0.443674	68
-0.628962	-0.483423	69
-0.604960	-0.523865	70
-0.582925	-0.555834	71
-0.559227	-0.588806	72
-0.533704	-0.619725	73
-0.505856	-0.651851	74
-0.478089	-0.680080	75
-0.447711	-0.709589	76
-0.416908	-0.735806	77
-0.382886	-0.763456	78
-0.351469	-0.785443	79
-0.315629	-0.809576	80
-0.279821	-0.830426	81
-0.238979	-0.852641	82
-0.200118	-0.869798	83
-0.158233	-0.885913	84
-0.115291	-0.899105	85
-0.070146	-0.910497	86
-0.027628	-0.917920	87
0.015791	-0.923600	88
0.059789	-0.926468	89
0.104252	-0.927642	90
0.144782	-0.926357	91
0.184803	-0.924308	92
0.222942	-0.920510	93
0.260971	-0.916368	94
0.295939	-0.910615	95
0.329302	-0.905728	96
0.385639	-0.896840	97
0.422266	-0.893335	98
0.455313	-0.892028	99
