time = 5.5	Re = 0.1
0.184141	0.078647	0
0.241054	0.090917	1
0.295786	0.102924	2
0.342107	0.117066	3
0.381419	0.133869	4
0.419601	0.179956	5
0.414744	0.210285	6
0.409454	0.240920	7
0.387815	0.273401	8
0.363945	0.306335	9
0.330929	0.337969	10
0.296775	0.370113	11
0.256581	0.403056	12
0.214461	0.441430	13
0.190653	0.464935	14
0.167518	0.491429	15
0.141838	0.525664	16
0.114647	0.570719	17
0.097070	0.604464	18
0.078940	0.642245	19
0.065771	0.679773	20
0.049055	0.697921	21
-0.001411	0.701305	22
-0.020947	0.685996	23
-0.065561	0.688710	24
-0.103028	0.670625	25
-0.126280	0.654143	26
-0.165765	0.639516	27
-0.166732	0.633823	28
-0.196319	0.624009	29
-0.225817	0.614129	30
-0.230039	0.607698	31
-0.276411	0.589828	32
-0.306287	0.575785	33
-0.335855	0.561399	34
-0.378942	0.535491	35
-0.428044	0.504151	36
-0.464055	0.476753	37
-0.489185	0.457223	38
-0.514476	0.437408	39
-0.536840	0.414614	40
-0.579371	0.373837	41
-0.604174	0.345535	42
-0.643506	0.301265	43
-0.670436	0.266612	44
-0.698509	0.228421	45
-0.725571	0.187401	46
-0.753151	0.139059	47
-0.773816	0.088582	48
-0.786767	0.030000	49
-0.788504	-0.000803	50
-0.790611	-0.031621	51
-0.788331	-0.062414	52
-0.786260	-0.093129	53
-0.776823	-0.139802	54
-0.765766	-0.183871	55
-0.752268	-0.229763	56
-0.738189	-0.275311	57
-0.724775	-0.311996	58
-0.711028	-0.349362	59
-0.694466	-0.389864	60
-0.676571	-0.431120	61
-0.659694	-0.464335	62
-0.641902	-0.498414	63
-0.622097	-0.530973	64
-0.600772	-0.564722	65
-0.578950	-0.594915	66
-0.555428	-0.626405	67
-0.530937	-0.654937	68
-0.504390	-0.684955	69
-0.479280	-0.709477	70
-0.451358	-0.736358	71
-0.423122	-0.760211	72
-0.391518	-0.786011	73
-0.361041	-0.807605	74
-0.328693	-0.829350	75
-0.294965	-0.849374	76
-0.259406	-0.869353	77
-0.224784	-0.885742	78
-0.188365	-0.901246	79
-0.149579	-0.914769	80
-0.109041	-0.927167	81
-0.070337	-0.936299	82
-0.031196	-0.944301	83
0.007417	-0.949780	84
0.046019	-0.954491	85
0.082160	-0.956711	86
0.116642	-0.959023	87
0.174384	-0.962107	88
0.209919	-0.966418	89
0.241998	-0.971574	90
