time = 2.75	Re = 0.1
0.169653	0.105174	0
0.200598	0.117479	1
0.231480	0.129955	2
0.259475	0.144379	3
0.287044	0.159025	4
0.327107	0.195750	5
0.346610	0.243118	6
0.343611	0.302953	7
0.332506	0.338524	8
0.320070	0.375377	9
0.300198	0.416473	10
0.277583	0.460235	11
0.248369	0.508649	12
0.231338	0.535389	13
0.214156	0.562496	14
0.192667	0.592935	15
0.169897	0.625141	16
0.141059	0.661771	17
0.103116	0.702990	18
0.071149	0.723758	19
0.035253	0.735989	20
-0.000936	0.739406	21
-0.035837	0.745384	22
-0.068826	0.741721	23
-0.102878	0.737354	24
-0.129066	0.729170	25
-0.157357	0.724090	26
-0.205254	0.711032	27
-0.252388	0.699749	28
-0.296152	0.688249	29
-0.341001	0.677085	30
-0.380732	0.664726	31
-0.423390	0.651952	32
-0.461250	0.638227	33
-0.502565	0.622946	34
-0.538699	0.607424	35
-0.575510	0.590045	36
-0.610747	0.571846	37
-0.645710	0.552290	38
-0.678369	0.531928	39
-0.711017	0.510256	40
-0.741886	0.487515	41
-0.772585	0.463623	42
-0.801124	0.438560	43
-0.829513	0.412336	44
-0.855933	0.385350	45
-0.881815	0.357450	46
-0.903742	0.335141	47
-0.925549	0.312834	48
-0.961986	0.277330	49
