time = 4.85	Re = 0.1
0.181638	0.083731	0
0.230824	0.095690	1
0.279025	0.107673	2
0.320778	0.121592	3
0.357594	0.137470	4
0.398129	0.180173	5
0.396563	0.237501	6
0.379554	0.270121	7
0.360559	0.303551	8
0.331167	0.338265	9
0.300444	0.373745	10
0.262962	0.411047	11
0.223112	0.453184	12
0.200454	0.477888	13
0.178162	0.504760	14
0.153298	0.537843	15
0.127025	0.578613	16
0.110403	0.606894	17
0.093676	0.636174	18
0.069062	0.684635	19
0.014153	0.701580	20
-0.036264	0.710240	21
-0.079191	0.690488	22
-0.107471	0.677293	23
-0.113156	0.667573	24
-0.155085	0.655236	25
-0.162213	0.646515	26
-0.198502	0.635240	27
-0.249602	0.615588	28
-0.289901	0.596487	29
-0.336367	0.574914	30
-0.372359	0.554934	31
-0.422101	0.528010	32
-0.446374	0.509984	33
-0.489882	0.480537	34
-0.516474	0.458426	35
-0.556490	0.426102	36
-0.584159	0.399727	37
-0.612104	0.371798	38
-0.638537	0.342759	39
-0.665486	0.311779	40
-0.688826	0.281888	41
-0.712929	0.249624	42
-0.737444	0.213182	43
-0.762103	0.172199	44
-0.780386	0.133604	45
-0.796261	0.091072	46
-0.808212	0.040418	47
-0.814796	-0.012187	48
-0.815136	-0.056967	49
-0.812705	-0.100470	50
-0.806445	-0.146483	51
-0.798716	-0.190887	52
-0.790239	-0.227001	53
-0.781985	-0.262496	54
-0.771960	-0.297370	55
-0.761994	-0.332397	56
-0.751040	-0.364840	57
-0.740102	-0.398011	58
-0.727623	-0.429492	59
-0.715006	-0.462014	60
-0.701667	-0.490124	61
-0.687904	-0.520203	62
-0.672746	-0.548262	63
-0.656593	-0.578243	64
-0.639820	-0.604881	65
-0.622619	-0.631715	66
-0.603931	-0.657732	67
-0.584809	-0.683945	68
-0.565093	-0.707649	69
-0.545127	-0.731355	70
-0.523128	-0.754657	71
-0.500708	-0.778020	72
-0.477943	-0.799017	73
-0.455000	-0.820036	74
-0.430897	-0.839774	75
-0.406568	-0.859496	76
-0.359020	-0.894113	77
-0.316894	-0.923772	78
-0.290195	-0.944993	79
-0.264749	-0.965944	80
