time = 5.45	Re = 0.1
0.183963	0.079016	0
0.240244	0.091257	1
0.294459	0.103263	2
0.340432	0.117378	3
0.379567	0.134098	4
0.417987	0.179889	5
0.413439	0.210095	6
0.408542	0.240555	7
0.387240	0.273075	8
0.363722	0.306083	9
0.330944	0.337995	10
0.297015	0.370435	11
0.256986	0.403752	12
0.215017	0.442447	13
0.191273	0.466072	14
0.168185	0.492620	15
0.142579	0.526761	16
0.115445	0.571487	17
0.097923	0.604792	18
0.079860	0.641912	19
0.066845	0.678104	20
0.046720	0.693444	21
0.006179	0.701288	22
-0.017460	0.686391	23
-0.062008	0.691592	24
-0.099482	0.673364	25
-0.122612	0.656542	26
-0.161063	0.642277	27
-0.162306	0.636354	28
-0.191266	0.626856	29
-0.220171	0.617338	30
-0.224598	0.610769	31
-0.270273	0.593521	32
-0.299867	0.579862	33
-0.329218	0.565903	34
-0.372208	0.540598	35
-0.421259	0.510061	36
-0.457377	0.483241	37
-0.482555	0.464166	38
-0.507878	0.444858	39
-0.530425	0.422401	40
-0.573076	0.382481	41
-0.598007	0.354615	42
-0.637342	0.311303	43
-0.664235	0.277351	44
-0.692183	0.240186	45
-0.719066	0.200549	46
-0.746838	0.154570	47
-0.768843	0.106864	48
-0.784948	0.050318	49
-0.788259	0.019664	50
-0.791827	-0.010778	51
-0.791092	-0.041758	52
-0.790522	-0.072753	53
-0.782873	-0.120700	54
-0.772724	-0.165811	55
-0.759863	-0.212441	56
-0.746368	-0.258337	57
-0.733445	-0.295292	58
-0.720331	-0.332764	59
-0.704501	-0.373345	60
-0.687486	-0.414658	61
-0.671388	-0.448031	62
-0.654509	-0.482234	63
-0.635617	-0.515017	64
-0.615337	-0.548963	65
-0.594473	-0.579420	66
-0.572044	-0.611160	67
-0.548558	-0.640027	68
-0.523173	-0.670377	69
-0.499032	-0.695285	70
-0.472288	-0.722545	71
-0.445150	-0.746836	72
-0.414881	-0.773122	73
-0.385589	-0.795250	74
-0.354650	-0.817543	75
-0.322312	-0.838159	76
-0.288185	-0.858810	77
-0.254865	-0.876329	78
-0.220166	-0.893133	79
-0.182922	-0.907899	80
-0.143722	-0.921726	81
-0.105980	-0.932457	82
-0.067753	-0.942198	83
-0.029724	-0.949400	84
0.008451	-0.955715	85
0.044251	-0.959335	86
0.078788	-0.963023	87
0.136524	-0.968521	88
0.172230	-0.974037	89
0.204220	-0.980256	90
