time = 3.65	Re = 0.1
0.175806	0.094970	0
0.213279	0.106865	1
0.250780	0.118946	2
0.284321	0.132943	3
0.315886	0.147835	4
0.357203	0.186405	5
0.368970	0.237719	6
0.360816	0.269374	7
0.351642	0.301742	8
0.331842	0.338551	9
0.310176	0.376910	10
0.281274	0.418373	11
0.249201	0.463660	12
0.230002	0.489127	13
0.210862	0.515205	14
0.188999	0.545227	15
0.166349	0.577899	16
0.138497	0.617088	17
0.104849	0.665249	18
0.074857	0.700283	19
0.019570	0.719518	20
-0.037251	0.722056	21
-0.087395	0.712886	22
-0.123618	0.695668	23
-0.158311	0.682876	24
-0.188256	0.670620	25
-0.226176	0.659974	26
-0.249876	0.648958	27
-0.286711	0.637360	28
-0.312752	0.626261	29
-0.348801	0.613997	30
-0.376496	0.601683	31
-0.404185	0.589300	32
-0.431367	0.575639	33
-0.458556	0.561894	34
-0.507598	0.533234	35
-0.558003	0.501010	36
-0.599866	0.469052	37
-0.645467	0.431807	38
-0.684021	0.395297	39
-0.705064	0.373498	40
-0.726119	0.351638	41
-0.761266	0.309355	42
-0.795557	0.261622	43
-0.826209	0.211019	44
-0.839934	0.183348	45
-0.853537	0.155591	46
-0.874641	0.099617	47
-0.882775	0.070157	48
-0.890970	0.040722	49
-0.901893	-0.016661	50
-0.909251	-0.073426	51
-0.912607	-0.126762	52
-0.914032	-0.179619	53
-0.913285	-0.228838	54
-0.911369	-0.276794	55
-0.910204	-0.317260	56
-0.910552	-0.353389	57
-0.913935	-0.408748	58
