time = 1.05	Re = 0.1
0.153477	0.127749	0
0.197279	0.157074	1
0.238524	0.188707	2
0.275180	0.223862	3
0.305389	0.264004	4
0.327434	0.310645	5
0.341080	0.364504	6
0.343503	0.395078	7
0.345744	0.425821	8
0.343819	0.459624	9
0.341132	0.493952	10
0.334531	0.530420	11
0.326531	0.567439	12
0.314596	0.605656	13
0.300645	0.644221	14
0.282641	0.682820	15
0.261941	0.721037	16
0.237375	0.757945	17
0.210403	0.793362	18
0.180771	0.825819	19
0.150029	0.855901	20
0.118462	0.883191	21
0.087387	0.908859	22
0.056489	0.932697	23
0.027249	0.955716	24
-0.009547	0.999666	25
