time = 7.05	Re = 0.1
0.188145	0.067870	0
0.229341	0.076138	1
0.268392	0.082311	2
0.304643	0.088334	3
0.339921	0.094557	4
0.396574	0.110337	5
0.439251	0.130688	6
0.454378	0.158544	7
0.463385	0.190258	8
0.447635	0.225308	9
0.429293	0.260872	10
0.399273	0.289718	11
0.367723	0.316725	12
0.330775	0.336944	13
0.293164	0.357060	14
0.251465	0.375810	15
0.206255	0.402196	16
0.180679	0.421054	17
0.155749	0.445245	18
0.128058	0.481009	19
0.113282	0.508333	20
0.098801	0.536015	21
0.080613	0.583226	22
0.070175	0.616242	23
0.060115	0.651470	24
0.054753	0.684450	25
0.012913	0.689268	26
-0.017670	0.699167	27
-0.040672	0.690048	28
-0.066737	0.679617	29
-0.039140	0.688191	30
-0.038376	0.687451	31
-0.067804	0.668325	32
-0.103470	0.652265	33
-0.069123	0.668890	34
-0.038976	0.688106	35
-0.082493	0.656996	36
-0.133589	0.634320	37
-0.186978	0.613310	38
-0.231158	0.594641	39
-0.263666	0.576405	40
-0.297056	0.560017	41
-0.329445	0.543063	42
-0.323276	0.542916	43
-0.367490	0.517474	44
-0.407556	0.491445	45
-0.406676	0.488226	46
-0.434274	0.467390	47
-0.461697	0.445910	48
-0.492450	0.417685	49
-0.521839	0.388770	50
-0.559373	0.345137	51
-0.580498	0.319182	52
-0.602707	0.292011	53
-0.633168	0.250440	54
-0.656664	0.218907	55
-0.682993	0.183867	56
-0.704269	0.150199	57
-0.728287	0.110692	58
-0.749193	0.058081	59
-0.752970	0.022862	60
-0.755763	-0.009974	61
-0.751735	-0.065905	62
-0.738718	-0.116983	63
-0.726817	-0.147353	64
-0.716581	-0.176519	65
-0.704525	-0.204792	66
-0.693896	-0.233644	67
-0.682119	-0.258457	68
-0.671269	-0.286432	69
-0.658762	-0.312168	70
-0.646469	-0.340917	71
-0.635017	-0.360631	72
-0.622780	-0.387220	73
-0.610102	-0.407203	74
-0.595901	-0.434417	75
-0.581822	-0.454503	76
-0.565424	-0.481909	77
-0.549481	-0.502713	78
-0.530474	-0.529893	79
-0.499840	-0.566039	80
-0.465950	-0.602799	81
-0.426251	-0.640914	82
-0.381640	-0.679666	83
-0.343127	-0.708601	84
-0.299334	-0.739225	85
-0.273505	-0.754961	86
-0.247580	-0.770712	87
-0.218018	-0.786431	88
-0.187521	-0.801822	89
-0.133975	-0.822638	90
-0.103093	-0.831521	91
-0.072100	-0.839796	92
-0.040979	-0.844335	93
-0.010029	-0.848632	94
0.023769	-0.850132	95
0.057048	-0.851039	96
0.115967	-0.846606	97
0.146306	-0.841831	98
0.176306	-0.837482	99
0.228998	-0.825587	100
0.255984	-0.817997	101
0.283576	-0.811219	102
0.327171	-0.797162	103
0.375375	-0.780659	104
0.418197	-0.763358	105
0.465276	-0.742638	106
0.504966	-0.722157	107
0.545710	-0.699506	108
0.583738	-0.675407	109
0.622703	-0.648831	110
0.656524	-0.622649	111
0.691241	-0.594230	112
0.724314	-0.563655	113
0.757526	-0.530295	114
0.786212	-0.497821	115
0.815183	-0.463030	116
0.841008	-0.428154	117
0.866818	-0.390453	118
0.888624	-0.354463	119
0.910858	-0.316029	120
0.928380	-0.282899	121
0.945180	-0.249662	122
0.968157	-0.205493	123
0.989027	-0.165182	124
