time = 2.5	Re = 0.1
0.167740	0.108199	0
0.197064	0.120772	1
0.226327	0.133441	2
0.252930	0.148037	3
0.279436	0.162684	4
0.319015	0.199029	5
0.340376	0.245338	6
0.341287	0.303632	7
0.332708	0.338479	8
0.323040	0.374411	9
0.306108	0.414752	10
0.286618	0.457487	11
0.260704	0.504491	12
0.230289	0.555806	13
0.211034	0.584303	14
0.191044	0.613764	15
0.166232	0.646221	16
0.137695	0.681175	17
0.095396	0.719184	18
0.064868	0.733911	19
0.034727	0.745196	20
0.003431	0.748216	21
-0.028511	0.754082	22
-0.088472	0.752697	23
-0.139541	0.742865	24
-0.185572	0.733747	25
-0.227763	0.724615	26
-0.270094	0.716925	27
-0.308156	0.708169	28
-0.348502	0.700181	29
-0.384759	0.691198	30
-0.424054	0.681914	31
-0.458832	0.672022	32
-0.494454	0.660868	33
-0.528750	0.649175	34
-0.562917	0.636529	35
-0.595176	0.623001	36
-0.627580	0.608732	37
-0.658646	0.593516	38
-0.689692	0.577677	39
-0.719169	0.560527	40
-0.748710	0.542781	41
-0.776725	0.524163	42
-0.804616	0.505128	43
-0.851745	0.476805	44
-0.892010	0.454453	45
