time = 3.6	Re = 0.1
0.175494	0.095511	0
0.212574	0.107404	1
0.249675	0.119496	2
0.282886	0.133508	3
0.314224	0.148379	4
0.355510	0.186814	5
0.367753	0.237900	6
0.359967	0.269488	7
0.351215	0.301758	8
0.331875	0.338555	9
0.310685	0.376907	10
0.282221	0.418438	11
0.250587	0.463736	12
0.231591	0.489184	13
0.212653	0.515175	14
0.191000	0.545039	15
0.168568	0.577393	16
0.141011	0.616002	17
0.108116	0.662857	18
0.080479	0.696199	19
0.029302	0.719568	20
-0.026886	0.722328	21
-0.078065	0.717653	22
-0.115964	0.700309	23
-0.150567	0.687532	24
-0.180315	0.675272	25
-0.217545	0.664931	26
-0.241170	0.654023	27
-0.277520	0.642899	28
-0.303374	0.632119	29
-0.339007	0.620498	30
-0.394041	0.596824	31
-0.421116	0.583729	32
-0.448185	0.570615	33
-0.497143	0.543157	34
-0.547474	0.512336	35
-0.589422	0.481620	36
-0.635080	0.445945	37
-0.673767	0.410923	38
-0.716028	0.369175	39
-0.751444	0.328772	40
-0.786228	0.283365	41
-0.817710	0.235323	42
-0.846439	0.182723	43
-0.869594	0.129163	44
-0.888508	0.072310	45
-0.901871	0.016055	46
-0.911753	-0.040123	47
-0.917320	-0.093245	48
-0.920697	-0.146065	49
-0.921699	-0.195331	50
-0.921455	-0.243266	51
-0.921582	-0.283546	52
-0.923188	-0.319248	53
-0.929327	-0.372783	54
