time = 2.2	Re = 0.1
0.165323	0.111945	0
0.192771	0.124884	1
0.220206	0.137864	2
0.270519	0.167406	3
0.309472	0.203374	4
0.332939	0.248399	5
0.338471	0.304635	6
0.332958	0.338404	7
0.326687	0.372956	8
0.313519	0.411990	9
0.298056	0.453098	10
0.276503	0.498111	11
0.251109	0.546325	12
0.234711	0.572702	13
0.218139	0.599300	14
0.197638	0.628052	15
0.176116	0.657738	16
0.147558	0.689727	17
0.112575	0.722275	18
0.063880	0.749334	19
0.011219	0.763849	20
-0.040657	0.770193	21
-0.090008	0.770611	22
-0.134060	0.765947	23
-0.175139	0.761661	24
-0.211953	0.756019	25
-0.249504	0.752078	26
-0.283614	0.747330	27
-0.319840	0.743598	28
-0.352351	0.739156	29
-0.385619	0.734254	30
-0.417669	0.729175	31
-0.449712	0.723622	32
-0.480345	0.717206	33
-0.511036	0.710682	34
-0.540803	0.703289	35
-0.570592	0.695805	36
-0.599407	0.686939	37
-0.628225	0.678057	38
-0.683894	0.658645	39
-0.729996	0.647377	40
-0.771928	0.636742	41
