time = 2.3	Re = 0.1
0.166143	0.110682	0
0.194209	0.123493	1
0.222239	0.136361	2
0.273462	0.165794	3
0.312631	0.201874	4
0.335412	0.247330	5
0.339412	0.304278	6
0.332874	0.338431	7
0.325463	0.373476	8
0.311014	0.412994	9
0.294158	0.454703	10
0.271123	0.500408	11
0.243990	0.549674	12
0.226631	0.576727	13
0.208906	0.604235	14
0.187023	0.634135	15
0.163468	0.665327	16
0.131539	0.699242	17
0.089643	0.732653	18
0.061209	0.743153	19
0.032966	0.753665	20
-0.022293	0.763478	21
-0.076159	0.764394	22
-0.124665	0.759747	23
-0.167455	0.752755	24
-0.208434	0.747130	25
-0.245443	0.740515	26
-0.283820	0.735389	27
-0.318628	0.729412	28
-0.355916	0.724065	29
-0.389215	0.718011	30
-0.423336	0.711194	31
-0.456235	0.704056	32
-0.489123	0.696298	33
-0.520427	0.687672	34
-0.551864	0.678748	35
-0.582221	0.668883	36
-0.612596	0.658736	37
-0.641821	0.647239	38
-0.671120	0.635575	39
-0.699252	0.623065	40
-0.727387	0.610436	41
-0.774280	0.593575	42
-0.815179	0.580148	43
