time = 1.75	Re = 0.1
0.161136	0.117797	0
0.211153	0.144979	1
0.257597	0.175139	2
0.295596	0.210684	3
0.321910	0.253813	4
0.334122	0.306629	5
0.333343	0.338249	6
0.332258	0.370197	7
0.324971	0.406608	8
0.316180	0.444347	9
0.301870	0.485676	10
0.284839	0.528933	11
0.261834	0.575291	12
0.233868	0.624067	13
0.215646	0.649760	14
0.197045	0.675571	15
0.173687	0.701927	16
0.148396	0.728026	17
0.116376	0.751944	18
0.081266	0.772698	19
0.043053	0.787203	20
0.005771	0.799046	21
-0.030927	0.805867	22
-0.066930	0.812053	23
-0.100256	0.814857	24
-0.133249	0.818119	25
-0.192968	0.821490	26
-0.248920	0.825006	27
-0.301873	0.828300	28
-0.353090	0.831832	29
-0.402968	0.834652	30
-0.450961	0.837141	31
-0.486439	0.846026	32
-0.517846	0.855495	33
