time = 6.4	Re = 0.1
0.186797	0.072183	0
0.221982	0.079348	1
0.256378	0.085511	2
0.288719	0.091522	3
0.320734	0.097605	4
0.373210	0.112499	5
0.415068	0.131086	6
0.432543	0.156440	7
0.446799	0.183854	8
0.435905	0.216751	9
0.423148	0.250403	10
0.396050	0.281438	11
0.367039	0.311675	12
0.330766	0.337420	13
0.293759	0.363195	14
0.252022	0.388288	15
0.207655	0.420174	16
0.182863	0.441162	17
0.158745	0.466504	18
0.131964	0.501905	19
0.103622	0.552923	20
0.085842	0.594423	21
0.065890	0.647656	22
0.057134	0.690278	23
0.015005	0.689970	24
-0.019241	0.699863	25
-0.042042	0.691632	26
-0.052564	0.682982	27
-0.077139	0.673714	28
-0.038825	0.688078	29
-0.068505	0.670760	30
-0.099923	0.655182	31
-0.137415	0.640648	32
-0.171720	0.627070	33
-0.200397	0.611336	34
-0.228823	0.599690	35
-0.257107	0.588006	36
-0.253682	0.585497	37
-0.293634	0.567867	38
-0.331406	0.549546	39
-0.332557	0.544970	40
-0.359854	0.529464	41
-0.387098	0.513737	42
-0.419196	0.491550	43
-0.450178	0.468507	44
-0.491583	0.431392	45
-0.514715	0.408969	46
-0.538225	0.386051	47
-0.570735	0.349235	48
-0.594140	0.322423	49
-0.618559	0.294139	50
-0.638274	0.266229	51
-0.659046	0.238855	52
-0.681034	0.209813	53
-0.706672	0.170937	54
-0.728620	0.135693	55
-0.749667	0.093733	56
-0.759557	0.058427	57
-0.765816	0.023651	58
-0.767296	-0.014414	59
-0.766728	-0.051040	60
-0.760525	-0.085719	61
-0.753680	-0.118046	62
-0.743343	-0.148460	63
-0.734415	-0.177857	64
-0.724744	-0.200289	65
-0.716782	-0.226021	66
-0.706751	-0.248008	67
-0.698070	-0.274295	68
-0.687603	-0.296169	69
-0.677973	-0.323011	70
-0.666867	-0.345587	71
-0.655700	-0.372959	72
-0.635661	-0.411933	73
-0.613776	-0.451763	74
-0.587521	-0.493993	75
-0.558124	-0.537083	76
-0.531653	-0.570294	77
-0.502383	-0.604930	78
-0.467850	-0.641196	79
-0.429576	-0.677957	80
-0.396019	-0.706050	81
-0.359011	-0.735239	82
-0.320493	-0.761653	83
-0.277031	-0.789143	84
-0.234318	-0.812208	85
-0.185547	-0.835188	86
-0.136439	-0.852934	87
-0.080620	-0.868482	88
-0.031599	-0.876852	89
0.023692	-0.882597	90
0.074672	-0.883360	91
0.129610	-0.881056	92
0.176489	-0.875557	93
0.223476	-0.868372	94
0.267772	-0.859337	95
0.312188	-0.849166	96
0.351725	-0.838011	97
0.391814	-0.826241	98
0.431052	-0.812498	99
0.470771	-0.796871	100
0.506590	-0.780654	101
0.542878	-0.763671	102
0.576714	-0.745680	103
0.611087	-0.726496	104
0.642042	-0.707153	105
0.672698	-0.688114	106
0.698882	-0.670857	107
0.725130	-0.653354	108
0.761201	-0.630752	109
0.794044	-0.610578	110
