time = 7.6	Re = 0.1
0.189076	0.064721	0
0.235991	0.073779	1
0.279210	0.079972	2
0.318847	0.086011	3
0.356882	0.092487	4
0.387024	0.100772	5
0.416730	0.109158	6
0.459110	0.131543	7
0.471204	0.162286	8
0.474670	0.198429	9
0.454594	0.235344	10
0.431685	0.272010	11
0.400023	0.298165	12
0.367241	0.321630	13
0.330864	0.336504	14
0.293694	0.351310	15
0.252652	0.364533	16
0.206942	0.386120	17
0.180780	0.402905	18
0.154989	0.425937	19
0.126321	0.461725	20
0.110944	0.490202	21
0.096128	0.519784	22
0.077380	0.572017	23
0.066747	0.610429	24
0.056544	0.655619	25
0.036804	0.677450	26
0.009649	0.699129	27
-0.019255	0.689483	28
-0.041473	0.691086	29
-0.055853	0.683806	30
-0.039146	0.688195	31
-0.080714	0.663665	32
-0.038936	0.688096	33
-0.038889	0.688066	34
-0.079690	0.657652	35
-0.131995	0.634864	36
-0.081712	0.657368	37
-0.038956	0.688101	38
-0.068540	0.664398	39
-0.100655	0.645367	40
-0.135677	0.629914	41
-0.169557	0.615351	42
-0.203258	0.601261	43
-0.235853	0.587246	44
-0.286918	0.562707	45
-0.321284	0.541032	46
-0.357030	0.519587	47
-0.390768	0.497446	48
-0.382914	0.499441	49
-0.427735	0.466808	50
-0.467197	0.434233	51
-0.464807	0.432392	52
-0.491162	0.407426	53
-0.517406	0.381602	54
-0.545874	0.349399	55
-0.573276	0.316669	56
-0.607795	0.269583	57
-0.627974	0.241444	58
-0.650507	0.211334	59
-0.682713	0.164897	60
-0.710248	0.124965	61
-0.725211	0.097118	62
-0.739074	0.067934	63
-0.746907	0.011282	64
-0.746542	-0.018717	65
-0.745836	-0.048926	66
-0.738494	-0.077600	67
-0.731633	-0.107283	68
-0.719181	-0.134107	69
-0.709266	-0.160728	70
-0.691963	-0.202242	71
-0.674898	-0.243691	72
-0.662330	-0.269882	73
-0.650317	-0.298618	74
-0.636593	-0.325632	75
-0.622748	-0.355300	76
-0.608560	-0.379069	77
-0.593289	-0.407701	78
-0.577061	-0.432472	79
-0.559159	-0.461388	80
-0.544609	-0.479452	81
-0.526323	-0.505899	82
-0.510027	-0.523897	83
-0.489025	-0.550408	84
-0.470895	-0.568288	85
-0.447113	-0.594482	86
-0.426431	-0.612976	87
-0.399681	-0.638497	88
-0.359278	-0.671069	89
-0.314142	-0.704560	90
-0.287795	-0.721895	91
-0.260930	-0.739320	92
-0.230583	-0.756939	93
-0.198509	-0.774627	94
-0.170710	-0.786835	95
-0.142791	-0.798927	96
-0.109390	-0.809906	97
-0.075154	-0.819385	98
-0.036149	-0.825845	99
0.003243	-0.829868	100
0.044944	-0.830348	101
0.085964	-0.828308	102
0.117311	-0.823376	103
0.147959	-0.818613	104
0.179239	-0.811189	105
0.209929	-0.804210	106
0.237073	-0.795381	107
0.264719	-0.787466	108
0.292726	-0.777457	109
0.321490	-0.768242	110
0.370383	-0.748931	111
0.395315	-0.737539	112
0.421952	-0.726429	113
0.467460	-0.703117	114
0.490671	-0.689604	115
0.516012	-0.675832	116
0.554370	-0.650732	117
0.597585	-0.620324	118
0.635369	-0.590026	119
0.677058	-0.553856	120
0.710911	-0.519937	121
0.745457	-0.482332	122
0.776611	-0.443802	123
0.808072	-0.401200	124
0.834061	-0.360540	125
0.860072	-0.315753	126
0.883158	-0.268767	127
0.904778	-0.217268	128
0.921396	-0.168433	129
0.936473	-0.116353	130
0.946422	-0.065367	131
0.954761	-0.012047	132
0.959261	0.037160	133
0.962044	0.087493	134
0.963060	0.128104	135
0.963562	0.167532	136
0.965160	0.218623	137
0.967265	0.262290	138
