time = 2.25	Re = 0.1
0.165735	0.111312	0
0.193491	0.124186	1
0.221222	0.137109	2
0.271987	0.166595	3
0.311048	0.202619	4
0.334175	0.247859	5
0.338941	0.304454	6
0.332916	0.338418	7
0.326074	0.373220	8
0.312262	0.412502	9
0.296101	0.453916	10
0.273797	0.499283	11
0.247533	0.548022	12
0.230644	0.574738	13
0.213489	0.601786	14
0.192287	0.631103	15
0.169792	0.661517	16
0.139611	0.694437	17
0.101477	0.727576	18
0.048496	0.751996	19
-0.005480	0.763957	20
-0.058572	0.767866	21
-0.107743	0.765517	22
-0.151099	0.759498	23
-0.192039	0.754465	24
-0.228911	0.748330	25
-0.266845	0.743803	26
-0.301314	0.738478	27
-0.338064	0.733955	28
-0.370967	0.728730	29
-0.404677	0.722911	30
-0.437147	0.716813	31
-0.469618	0.710166	32
-0.500599	0.702660	33
-0.531692	0.694966	34
-0.561778	0.686366	35
-0.591881	0.677573	36
-0.620921	0.667404	37
-0.650002	0.657141	38
-0.678011	0.646045	39
-0.706018	0.634923	40
-0.752584	0.620893	41
-0.794159	0.608540	42
