time = 1.9	Re = 0.1
0.162686	0.115703	0
0.214151	0.142546	1
0.261854	0.172472	2
0.300164	0.208142	3
0.325554	0.251910	4
0.335598	0.305885	5
0.333213	0.338306	6
0.330393	0.371191	7
0.321146	0.408546	8
0.310031	0.447549	9
0.293264	0.490180	10
0.273300	0.535164	11
0.246898	0.583632	12
0.230694	0.609444	13
0.214410	0.635291	14
0.193347	0.662792	15
0.170708	0.690668	16
0.141798	0.718805	17
0.108358	0.745529	18
0.066905	0.766211	19
0.024396	0.780576	20
-0.017915	0.789043	21
-0.058964	0.795127	22
-0.097223	0.796140	23
-0.134158	0.797196	24
-0.167469	0.796237	25
-0.201074	0.796555	26
-0.231440	0.795982	27
-0.262136	0.795500	28
-0.320708	0.795014	29
-0.376632	0.793981	30
-0.430850	0.792486	31
-0.483773	0.788963	32
-0.535209	0.784925	33
-0.575110	0.788559	34
-0.611437	0.792786	35
