time = 3.3	Re = 0.1
0.173548	0.098816	0
0.208337	0.110772	1
0.243128	0.122943	2
0.274425	0.137068	3
0.304403	0.151826	4
0.345341	0.189580	5
0.360370	0.239287	6
0.354803	0.270393	7
0.348598	0.301980	8
0.332087	0.338566	9
0.313847	0.376683	10
0.288175	0.418409	11
0.259371	0.463561	12
0.241717	0.488787	13
0.224107	0.514198	14
0.203880	0.543043	15
0.182974	0.573496	16
0.157366	0.608861	17
0.128261	0.649316	18
0.107488	0.675010	19
0.082781	0.702051	20
0.034066	0.722258	21
-0.010934	0.728058	22
-0.058598	0.727421	23
-0.099307	0.717233	24
-0.130188	0.704409	25
-0.164274	0.695305	26
-0.187869	0.684527	27
-0.221111	0.675618	28
-0.245902	0.666290	29
-0.278641	0.657917	30
-0.331062	0.639556	31
-0.383311	0.619987	32
-0.431142	0.599283	33
-0.480427	0.576447	34
-0.522407	0.552922	35
-0.567993	0.526175	36
-0.607168	0.499415	37
-0.650022	0.468057	38
-0.686503	0.437630	39
-0.723021	0.403743	40
-0.757291	0.368404	41
-0.790505	0.330196	42
-0.820231	0.290987	43
-0.848650	0.248639	44
-0.873540	0.204800	45
-0.896390	0.158591	46
-0.915085	0.112432	47
-0.931042	0.064388	48
-0.943880	0.017788	49
-0.954857	-0.028111	50
-0.963826	-0.065787	51
-0.972929	-0.099852	52
-0.989930	-0.149499	53
