time = 1.4	Re = 0.1
0.157394	0.122734	0
0.204203	0.150888	1
0.247913	0.181701	2
0.285222	0.216987	3
0.313539	0.258644	4
0.330712	0.308548	5
0.336668	0.367551	6
0.334225	0.401261	7
0.330869	0.435783	8
0.322624	0.473638	9
0.312635	0.512670	10
0.297754	0.554157	11
0.279944	0.596892	12
0.256523	0.641197	13
0.228125	0.686219	14
0.192136	0.730580	15
0.170356	0.751329	16
0.148560	0.772067	17
0.123231	0.789430	18
0.097811	0.806594	19
0.044923	0.833566	20
-0.006908	0.854070	21
-0.056448	0.871043	22
-0.103166	0.885483	23
-0.147148	0.899289	24
-0.189265	0.912240	25
-0.229017	0.925810	26
-0.255863	0.942734	27
-0.281130	0.959865	28
