time = 5.1	Re = 0.1
0.182649	0.081701	0
0.234685	0.093763	1
0.285332	0.105755	2
0.328879	0.119721	3
0.366675	0.135928	4
0.406506	0.179808	5
0.401804	0.238430	6
0.382926	0.271137	7
0.361984	0.304492	8
0.331064	0.338162	9
0.298894	0.372493	10
0.260216	0.408264	11
0.219406	0.449054	12
0.196189	0.473425	13
0.173536	0.500206	14
0.148381	0.533720	15
0.121622	0.576219	16
0.104657	0.606460	17
0.087311	0.638848	18
0.072919	0.667824	19
0.053697	0.699591	20
0.018561	0.687765	21
-0.021303	0.701252	22
-0.072645	0.696101	23
-0.097715	0.674721	24
-0.129489	0.661973	25
-0.132977	0.654177	26
-0.181615	0.639404	27
-0.187463	0.631746	28
-0.227932	0.618295	29
-0.282694	0.595744	30
-0.324441	0.574332	31
-0.372396	0.549229	32
-0.408763	0.526482	33
-0.459243	0.494835	34
-0.482926	0.474922	35
-0.526298	0.441078	36
-0.552220	0.416475	37
-0.591927	0.379597	38
-0.619096	0.350133	39
-0.646752	0.318692	40
-0.673061	0.286059	41
-0.700160	0.250438	42
-0.723713	0.215694	43
-0.747899	0.176564	44
-0.771347	0.130483	45
-0.790939	0.076805	46
-0.800199	0.028611	47
-0.804499	-0.020550	48
-0.803200	-0.074055	49
-0.797268	-0.125937	50
-0.788810	-0.167210	51
-0.779843	-0.206963	52
-0.768526	-0.249092	53
-0.756816	-0.291103	54
-0.745335	-0.325446	55
-0.733870	-0.360097	56
-0.720569	-0.393995	57
-0.706848	-0.428768	58
-0.692265	-0.460639	59
-0.677085	-0.493564	60
-0.660421	-0.524253	61
-0.642849	-0.556259	62
-0.625181	-0.583334	63
-0.606232	-0.612660	64
-0.586250	-0.639530	65
-0.564496	-0.668461	66
-0.542764	-0.693639	67
-0.520210	-0.719055	68
-0.496243	-0.743283	69
-0.471387	-0.767740	70
-0.446465	-0.789323	71
-0.420908	-0.810912	72
-0.393306	-0.831727	73
-0.364709	-0.852387	74
-0.336238	-0.870413	75
-0.307070	-0.888457	76
-0.277037	-0.905032	77
-0.246354	-0.921406	78
-0.217036	-0.934314	79
-0.187531	-0.947082	80
-0.135724	-0.968250	81
-0.103601	-0.983303	82
-0.073900	-0.998479	83
