time = 6.5	Re = 0.1
0.187023	0.071473	0
0.223080	0.078827	1
0.258175	0.084984	2
0.291101	0.090996	3
0.323623	0.097097	4
0.376755	0.112111	5
0.418793	0.130952	6
0.436022	0.156605	7
0.449555	0.184620	8
0.437928	0.217850	9
0.424315	0.251816	10
0.396698	0.282582	11
0.367233	0.312391	12
0.330761	0.337350	13
0.293581	0.362306	14
0.251783	0.386458	15
0.207266	0.417519	16
0.182355	0.438201	17
0.158116	0.463378	18
0.131206	0.498872	19
0.102751	0.550498	20
0.084915	0.592842	21
0.064868	0.648171	22
0.054255	0.697385	23
0.003429	0.689655	24
-0.032096	0.700304	25
-0.040377	0.689839	26
-0.046315	0.680526	27
-0.080791	0.670133	28
-0.038985	0.688116	29
-0.069390	0.668669	30
-0.104498	0.652005	31
-0.144444	0.636560	32
-0.180295	0.622334	33
-0.209644	0.606335	34
-0.238970	0.594055	35
-0.268049	0.581640	36
-0.264105	0.579502	37
-0.304995	0.560748	38
-0.343316	0.541314	39
-0.344144	0.536933	40
-0.371638	0.520616	41
-0.399058	0.503998	42
-0.431087	0.480842	43
-0.461927	0.456822	44
-0.502819	0.418540	45
-0.525645	0.395513	46
-0.548939	0.371861	47
-0.581004	0.334174	48
-0.604254	0.306707	49
-0.628702	0.277517	50
-0.648371	0.249103	51
-0.669321	0.220748	52
-0.691859	0.190160	53
-0.718208	0.148910	54
-0.740002	0.109549	55
-0.757833	0.061597	56
-0.763030	0.024312	57
-0.765889	-0.011192	58
-0.763949	-0.049513	59
-0.759374	-0.085572	60
-0.750144	-0.117845	61
-0.741626	-0.148074	62
-0.730679	-0.176629	63
-0.721375	-0.205263	64
-0.711557	-0.226883	65
-0.703164	-0.252565	66
-0.692885	-0.274089	67
-0.683607	-0.300500	68
-0.672766	-0.322109	69
-0.662332	-0.349146	70
-0.650622	-0.371484	71
-0.638456	-0.398998	72
-0.616979	-0.437722	73
-0.593386	-0.477262	74
-0.565153	-0.519012	75
-0.533524	-0.561560	76
-0.505284	-0.594148	77
-0.473990	-0.628184	78
-0.437160	-0.663669	79
-0.396341	-0.699690	80
-0.360613	-0.727083	81
-0.320939	-0.755556	82
-0.279658	-0.781165	83
-0.232665	-0.807541	84
-0.186309	-0.828843	85
-0.132962	-0.848925	86
-0.080037	-0.862896	87
-0.021019	-0.873240	88
0.029400	-0.876876	89
0.085161	-0.877464	90
0.135390	-0.873779	91
0.188943	-0.867300	92
0.234347	-0.858840	93
0.280010	-0.849086	94
0.323115	-0.837801	95
0.366695	-0.825347	96
0.405370	-0.812319	97
0.444514	-0.798062	98
0.483024	-0.781504	99
0.522189	-0.763401	100
0.557188	-0.744921	101
0.592689	-0.725301	102
0.625670	-0.704804	103
0.659233	-0.682813	104
0.689024	-0.661280	105
0.719079	-0.639435	106
0.744514	-0.619759	107
0.769870	-0.599845	108
0.804318	-0.574643	109
0.835633	-0.552451	110
