time = 1.55	Re = 0.1
0.159019	0.120609	0
0.207183	0.148318	1
0.252018	0.178836	2
0.289622	0.214219	3
0.317108	0.256501	4
0.332152	0.307709	5
0.333517	0.338165	6
0.334775	0.368736	7
0.330249	0.403660	8
0.324524	0.439636	9
0.313662	0.479040	10
0.300618	0.519928	11
0.282201	0.563521	12
0.260072	0.608753	13
0.231242	0.655910	14
0.213318	0.680000	15
0.195385	0.704092	16
0.172447	0.727404	17
0.148511	0.750316	18
0.120142	0.770590	19
0.090791	0.789317	20
0.059200	0.803033	21
0.028046	0.815986	22
-0.002523	0.825172	23
-0.033011	0.834403	24
-0.090213	0.846922	25
-0.143360	0.857112	26
-0.192936	0.866104	27
-0.239983	0.875345	28
-0.285255	0.884132	29
-0.328467	0.893588	30
-0.359679	0.907538	31
-0.389962	0.920520	32
