time = 3.55	Re = 0.1
0.175178	0.096054	0
0.211868	0.107950	1
0.248573	0.120052	2
0.281458	0.134082	3
0.312568	0.148932	4
0.353816	0.187235	5
0.366532	0.238095	6
0.359114	0.269612	7
0.350785	0.301779	8
0.331910	0.338559	9
0.311199	0.376894	10
0.283181	0.418484	11
0.251996	0.463783	12
0.233209	0.489206	13
0.214479	0.515108	14
0.193043	0.544810	15
0.170831	0.576850	16
0.143588	0.614885	17
0.111409	0.660527	18
0.085537	0.692270	19
0.039291	0.719221	20
-0.016771	0.722378	21
-0.067630	0.721787	22
-0.108077	0.705099	23
-0.142673	0.692242	24
-0.172305	0.679955	25
-0.208879	0.669898	26
-0.232454	0.659073	27
-0.268250	0.648400	28
-0.293936	0.637917	29
-0.329127	0.626910	30
-0.383803	0.604228	31
-0.437699	0.579198	32
-0.486521	0.552911	33
-0.536759	0.523479	34
-0.578766	0.493995	35
-0.624482	0.459865	36
-0.663276	0.426284	37
-0.705691	0.386397	38
-0.741354	0.347805	39
-0.776545	0.304568	40
-0.808718	0.258942	41
-0.838576	0.209080	42
-0.863386	0.157999	43
-0.884712	0.103431	44
-0.900416	0.048748	45
-0.912745	-0.006512	46
-0.920632	-0.059229	47
-0.926097	-0.111856	48
-0.928894	-0.161094	49
-0.930375	-0.208966	50
-0.931894	-0.248932	51
-0.934674	-0.284458	52
-0.942919	-0.336356	53
