Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_y	Time: 2.9830	Mesh (Number of cells): 259
0.7777365992 	 -0.1039812750 	 0.7384561304 	 0.7384556813 	 129
-0.7777365992 	 0.1039812750 	 -0.7384561286 	 -0.7384556796 	 130
0.8998733124 	 0.0197918233 	 0.9588804754 	 0.9588804364 	 131
-0.8998733124 	 -0.0197918233 	 -0.9588804471 	 -0.9588804081 	 132
-0.4250648166 	 0.7238791480 	 -0.3819123863 	 -0.3819123937 	 133
0.4250648166 	 -0.7238791480 	 0.3819123228 	 0.3819123301 	 134
0.1879697739 	 0.8442834143 	 0.2025380615 	 0.2025379668 	 135
-0.1879697739 	 -0.8442834143 	 -0.2025397268 	 -0.2025396315 	 136
-0.1879697734 	 0.8442834146 	 -0.1934499420 	 -0.1934498958 	 137
0.1879697734 	 -0.8442834146 	 0.1934510808 	 0.1934510342 	 138
0.0642641004 	 0.9258347050 	 0.0707971142 	 0.0707971495 	 139
-0.0642641004 	 -0.9258347050 	 -0.0707961216 	 -0.0707961572 	 140
-0.0642641002 	 0.9258347052 	 -0.0814334468 	 -0.0814334661 	 141
0.0642641002 	 -0.9258347052 	 0.0814328475 	 0.0814328669 	 142
0.8701983130 	 -0.2521139310 	 0.9355242853 	 0.9355242764 	 143
-0.8701983130 	 0.2521139310 	 -0.9355243022 	 -0.9355242933 	 144
-0.1362810234 	 0.1927668046 	 0.0023815795 	 0.0023816125 	 145
0.1362810234 	 -0.1927668046 	 -0.0023816528 	 -0.0023816859 	 146
-0.1398748117 	 -0.1897558548 	 0.0130510055 	 0.0130509973 	 147
0.1398748117 	 0.1897558548 	 -0.0130510179 	 -0.0130510097 	 148
-0.6184490227 	 -0.5533685875 	 -0.6267712216 	 -0.6267712465 	 149
0.6184490227 	 0.5533685875 	 0.6267710009 	 0.6267710259 	 150
-0.0757594535 	 0.7586547495 	 -0.0366395390 	 -0.0366394739 	 151
0.0757594535 	 -0.7586547495 	 0.0366397993 	 0.0366397342 	 152
0.0757594536 	 0.7586547495 	 0.0289968698 	 0.0289968256 	 153
-0.0757594536 	 -0.7586547495 	 -0.0289963296 	 -0.0289962856 	 154
-0.2994071195 	 0.6229800330 	 -0.0296439704 	 -0.0296438158 	 155
0.2994071195 	 -0.6229800330 	 0.0296422053 	 0.0296420513 	 156
-0.1148257331 	 0.5586033123 	 0.0005363343 	 0.0005363424 	 157
0.1148257331 	 -0.5586033123 	 -0.0005326319 	 -0.0005326413 	 158
0.1147990974 	 0.5584342227 	 -0.0076470027 	 -0.0076469985 	 159
-0.1147990974 	 -0.5584342227 	 0.0076506847 	 0.0076506793 	 160
0.2486844576 	 -0.1993689078 	 -0.1120539119 	 -0.1120542191 	 161
-0.2486844576 	 0.1993689078 	 0.1120533523 	 0.1120536597 	 162
-0.2526740709 	 -0.1899222962 	 0.2250771117 	 0.2250761911 	 163
0.2526740709 	 0.1899222962 	 -0.2250779307 	 -0.2250770098 	 164
0.8081309021 	 0.1552331082 	 0.8530699772 	 0.8530697911 	 165
-0.8081309021 	 -0.1552331082 	 -0.8530700384 	 -0.8530698523 	 166
0.4215789458 	 0.7319939205 	 0.3941253983 	 0.3941253422 	 167
-0.4215789458 	 -0.7319939205 	 -0.3941260882 	 -0.3941260319 	 168
0.7641154881 	 0.4966567190 	 0.8130520101 	 0.8130520127 	 169
-0.7641154881 	 -0.4966567190 	 -0.8130520047 	 -0.8130520073 	 170
0.7538979330 	 -0.3532009735 	 0.7575714472 	 0.7575713223 	 171
-0.7538979330 	 0.3532009734 	 -0.7575715792 	 -0.7575714543 	 172
-0.1111568567 	 -0.3104721436 	 0.0041644998 	 0.0041644871 	 173
0.1111568567 	 0.3104721436 	 -0.0041609794 	 -0.0041609679 	 174
0.1093676696 	 -0.3168123411 	 -0.0002974390 	 -0.0002974497 	 175
-0.1093676696 	 0.3168123411 	 0.0003008610 	 0.0003008706 	 176
-0.2824791210 	 -0.4039061390 	 0.1812561807 	 0.1812554983 	 177
0.2824791210 	 0.4039061390 	 -0.1812575781 	 -0.1812568951 	 178
-0.5625419213 	 0.4253327705 	 -0.3505891986 	 -0.3505890363 	 179
0.5625419213 	 -0.4253327705 	 0.3505888512 	 0.3505886891 	 180
-0.5784276189 	 -0.7045242440 	 -0.6116066721 	 -0.6116066870 	 181
0.5784276189 	 0.7045242440 	 0.6116067244 	 0.6116067392 	 182
-0.5915169002 	 0.6878594522 	 -0.6189398466 	 -0.6189398965 	 183
0.5915169002 	 -0.6878594522 	 0.6189398224 	 0.6189398723 	 184
0.3285655057 	 0.8621764246 	 0.3753613879 	 0.3753613985 	 185
-0.3285655057 	 -0.8621764246 	 -0.3753611943 	 -0.3753612049 	 186
-0.3285655049 	 0.8621764251 	 -0.3970790148 	 -0.3970789995 	 187
0.3285655049 	 -0.8621764251 	 0.3970791209 	 0.3970791057 	 188
