time = 7.8	Re = 10
0.161899	0.120118	0
0.170744	0.114925	1
0.143898	0.148312	2
0.099544	0.180185	3
0.059611	0.195602	4
0.021302	0.205968	5
-0.037385	0.211467	6
-0.096665	0.210447	7
-0.139782	0.211860	8
-0.181875	0.222883	9
-0.219805	0.239388	10
-0.261784	0.260258	11
-0.302832	0.278061	12
-0.340122	0.285372	13
-0.381444	0.284828	14
-0.418990	0.273183	15
-0.452721	0.253348	16
-0.486790	0.228055	17
-0.514830	0.197431	18
-0.542436	0.164377	19
-0.561195	0.131808	20
-0.579422	0.097936	21
-0.593473	0.066691	22
-0.607228	0.034787	23
-0.627425	0.005008	24
-0.636413	0.028994	25
-0.643496	0.057763	26
-0.639918	0.113563	27
-0.634419	0.146515	28
-0.628665	0.178307	29
-0.618283	0.209470	30
-0.607840	0.239830	31
-0.592406	0.274051	32
-0.576021	0.307370	33
-0.555935	0.337754	34
-0.535159	0.367365	35
-0.507995	0.399726	36
-0.478593	0.431257	37
-0.445977	0.459074	38
-0.410949	0.486016	39
-0.368116	0.513300	40
-0.319842	0.539497	41
-0.290658	0.550595	42
-0.261336	0.561587	43
-0.229701	0.571283	44
-0.197737	0.580708	45
-0.155895	0.584456	46
-0.116344	0.585858	47
-0.102363	0.568509	48
-0.075334	0.541767	49
-0.069817	0.518279	50
-0.074888	0.515164	51
-0.048025	0.489807	52
-0.016493	0.484128	53
0.017117	0.493640	54
0.049045	0.504444	55
0.049502	0.492905	56
0.063214	0.526124	57
0.066975	0.557052	58
0.063262	0.614848	59
0.059290	0.645744	60
0.057598	0.677687	61
0.051613	0.696622	62
0.051577	0.696654	63
0.051450	0.696052	64
0.020713	0.697353	65
-0.019441	0.700194	66
-0.004059	0.697154	67
0.023699	0.687211	68
0.012144	0.681652	69
-0.013654	0.678825	70
-0.042720	0.671289	71
-0.071787	0.663754	72
-0.115719	0.641694	73
-0.073387	0.660929	74
-0.034418	0.674428	75
-0.002934	0.679516	76
0.018787	0.683330	77
0.047139	0.684395	78
0.046960	0.687739	79
0.051479	0.696215	80
0.051665	0.696594	81
0.051717	0.696956	82
0.052715	0.669727	83
0.028470	0.645038	84
0.024366	0.644486	85
0.041416	0.668540	86
0.024863	0.655747	87
0.024562	0.662167	88
0.013957	0.671503	89
-0.032537	0.667034	90
-0.062332	0.660228	91
-0.106171	0.636686	92
-0.142951	0.623138	93
-0.180026	0.610099	94
-0.218203	0.597562	95
-0.255381	0.584389	96
-0.254666	0.584444	97
-0.281436	0.572873	98
-0.319466	0.556263	99
-0.355714	0.538707	100
-0.386071	0.521001	101
-0.415850	0.502707	102
-0.463034	0.467202	103
-0.503117	0.431003	104
-0.523904	0.408307	105
-0.544646	0.385450	106
-0.578704	0.340304	107
-0.602935	0.300646	108
-0.624311	0.260450	109
-0.637800	0.228054	110
-0.650835	0.194673	111
-0.659568	0.164496	112
-0.668254	0.133771	113
-0.651702	0.191409	114
-0.639782	0.222264	115
-0.627740	0.252433	116
-0.608689	0.289372	117
-0.587983	0.325396	118
-0.559130	0.366290	119
-0.525760	0.406842	120
-0.544887	0.383352	121
-0.564013	0.359798	122
-0.595279	0.313356	123
-0.617116	0.272887	124
-0.636250	0.231931	125
-0.647780	0.199483	126
-0.658972	0.166049	127
-0.666071	0.135957	128
-0.673139	0.105382	129
-0.678812	0.064894	130
-0.682904	0.023561	131
-0.683293	-0.011374	132
-0.682983	-0.047726	133
-0.677085	-0.103533	134
-0.667440	-0.156227	135
-0.656317	-0.195259	136
-0.643283	-0.234776	137
-0.625431	-0.277191	138
-0.605206	-0.318602	139
-0.586084	-0.350329	140
-0.564928	-0.383134	141
-0.541280	-0.412262	142
-0.515780	-0.441403	143
-0.486843	-0.470226	144
-0.456258	-0.498140	145
-0.430950	-0.517366	146
-0.403689	-0.537768	147
-0.369383	-0.558479	148
-0.347830	-0.570422	149
-0.324661	-0.584503	150
-0.304821	-0.594638	151
-0.283729	-0.607281	152
-0.264462	-0.616248	153
-0.243574	-0.628458	154
-0.207249	-0.649551	155
-0.188532	-0.661252	156
-0.165579	-0.679036	157
-0.145561	-0.693694	158
-0.117983	-0.715559	159
-0.088548	-0.733574	160
-0.040539	-0.752497	161
-0.001869	-0.756983	162
0.034685	-0.757558	163
0.076429	-0.749544	164
0.111050	-0.738745	165
0.147386	-0.723232	166
0.178855	-0.709375	167
0.202720	-0.697064	168
0.229636	-0.686779	169
0.258167	-0.673833	170
0.287641	-0.661956	171
0.322695	-0.645912	172
0.356386	-0.629680	173
0.393469	-0.610464	174
0.429114	-0.590162	175
0.468079	-0.565679	176
0.504931	-0.539449	177
0.542018	-0.509363	178
0.577617	-0.476673	179
0.599441	-0.452674	180
0.624096	-0.425365	181
0.647995	-0.394515	182
0.671819	-0.361468	183
0.693548	-0.326004	184
0.714547	-0.288411	185
0.734136	-0.246740	186
0.751804	-0.203615	187
0.759814	-0.176556	188
0.771274	-0.140859	189
0.778685	-0.107658	190
0.787378	-0.067888	191
0.792270	-0.030120	192
