time = 7.8,Re = 10
0.13765,0.15496,0
0.176942,0.124225,1
0.200049,0.098066,2
0.222059,0.070882,3
0.207307,0.103536,4
0.184059,0.133629,5
0.158404,0.164539,6
0.121599,0.190071,7
0.084009,0.210732,8
0.036909,0.221206,9
-0.021772,0.230014,10
-0.06867,0.228718,11
-0.109688,0.225529,12
-0.161709,0.230127,13
-0.205879,0.248528,14
-0.251183,0.27337,15
-0.302582,0.298948,16
-0.352467,0.312195,17
-0.39774,0.307992,18
-0.443968,0.291608,19
-0.483276,0.263506,20
-0.517807,0.231253,21
-0.548827,0.191442,22
-0.572346,0.153888,23
-0.594812,0.113981,24
-0.622802,0.061639,25
-0.642049,0.069045,26
-0.641298,0.106021,27
-0.638716,0.143533,28
-0.629469,0.18097,29
-0.619126,0.217494,30
-0.602076,0.26129,31
-0.581328,0.305564,32
-0.555514,0.345823,33
-0.52613,0.385711,34
-0.486314,0.429439,35
-0.462111,0.451507,36
-0.43766,0.47318,37
-0.404595,0.495749,38
-0.36981,0.517429,39
-0.328368,0.53879,40
-0.28293,0.559022,41
-0.237738,0.572167,42
-0.191321,0.583714,43
-0.156892,0.583941,44
-0.123171,0.583359,45
-0.101911,0.557582,46
-0.079824,0.515279,47
-0.041102,0.48158,48
-0.007915,0.483761,49
0.023283,0.487214,50
0.044478,0.488203,51
0.072158,0.532787,52
0.074106,0.574656,53
0.068059,0.628189,54
0.058854,0.682631,55
0.055887,0.687425,56
0.055774,0.687592,57
0.053013,0.693493,58
0.040571,0.69722,59
-0.01377,0.705421,60
-0.03044,0.700059,61
-0.078535,0.680511,62
,,63
,,64
,,65
,,66
,,67
,,68
,,69
,,70
,,71
,,72
,,73
,,74
,,75
,,76
,,77
,,78
,,79
,,80
,,81
,,82
,,83
,,84
,,85
,,86
,,87
,,88
,,89
,,90
,,91
,,92
,,93
,,94
,,95
-0.09946,0.64331,96
-0.130257,0.627414,97
-0.178103,0.612595,98
-0.225445,0.597619,99
-0.269433,0.582331,100
-0.310786,0.565769,101
-0.34536,0.549383,102
-0.37873,0.532208,103
-0.406617,0.51476,104
-0.434302,0.496864,105
-0.457058,0.478955,106
-0.482923,0.456575,107
-0.508344,0.433549,108
-0.528911,0.411047,109
-0.549444,0.388462,110
-0.578634,0.348782,111
-0.604163,0.308628,112
-0.621702,0.274888,113
-0.638368,0.240083,114
-0.650005,0.208894,115
-0.661481,0.17682,116
-0.6744,0.125253,117
-0.683268,0.074866,118
-0.676793,0.11096,119
-0.680403,0.085382,120
-0.685806,0.033025,121
-0.687602,-0.018182,122
-0.685429,-0.059515,123
-0.681488,-0.10193,124
-0.675714,-0.132521,125
-0.669498,-0.164533,126
-0.653361,-0.221413,127
-0.637674,-0.260952,128
-0.619734,-0.300626,129
-0.601194,-0.33404,130
-0.580465,-0.368526,131
-0.561359,-0.394709,132
-0.540254,-0.422733,133
-0.51803,-0.446196,134
-0.493678,-0.471018,135
-0.463035,-0.498101,136
-0.430817,-0.52431,137
-0.404317,-0.542336,138
-0.375795,-0.56153,139
-0.357026,-0.570744,140
-0.334211,-0.582762,141
-0.309403,-0.59697,142
-0.289109,-0.606849,143
-0.266964,-0.619637,144
-0.243571,-0.631352,145
-0.21778,-0.647128,146
-0.198041,-0.658564,147
-0.174342,-0.675856,148
-0.146144,-0.695782,149
-0.108291,-0.723551,150
-0.076895,-0.740703,151
-0.043017,-0.753657,152
0.002129,-0.759676,153
0.043852,-0.758344,154
0.082574,-0.749028,155
0.125822,-0.732894,156
0.157224,-0.718398,157
0.186312,-0.706196,158
0.218914,-0.691836,159
0.24984,-0.679104,160
0.282833,-0.664227,161
0.324665,-0.646005,162
0.358763,-0.629473,163
0.40181,-0.607665,164
0.439284,-0.585661,165
0.485079,-0.556332,166
0.521889,-0.52815,167
0.564007,-0.49198,168
0.590026,-0.465319,169
0.616432,-0.43647,170
0.643399,-0.402767,171
0.668869,-0.367408,172
0.692094,-0.329737,173
0.713767,-0.290424,174
0.734579,-0.245919,175
0.752844,-0.200102,176
0.762003,-0.169248,177
0.773206,-0.131617,178
0.781118,-0.094106,179
0.788846,-0.052187,180
0.793132,-0.011344,181
0.796128,0.032298,182
0.796078,0.077541,183
0.793976,0.125296,184
0.79006,0.154133,185
0.785262,0.19329,186
0.778369,0.225668,187
0.769664,0.265948,188
0.75962,0.298087,189
0.747047,0.337566,190
0.732788,0.372834,191
0.715384,0.413329,192
0.700064,0.442623,193
0.683716,0.473129,194
0.664844,0.503485,195
0.644393,0.53506,196
0.624436,0.561505,197
0.603288,0.588818,198
0.579531,0.615922,199
0.553912,0.644138,200
0.531909,0.664993,201
0.509508,0.686185,202
0.48439,0.707386,203
0.45776,0.729412,204
0.432118,0.747796,205
0.405341,0.766848,206
0.37642,0.785032,207
0.345495,0.803972,208
0.318001,0.818286,209
0.290093,0.832723,210
0.259096,0.846716,211
0.226178,0.861046,212
0.193404,0.87265,213
0.158897,0.884118,214
0.1216,0.894028,215
0.08181,0.903169,216
0.048241,0.9081,217
0.014775,0.912305,218
-0.021148,0.914511,219
-0.056718,0.915932,220
-0.090954,0.914842,221
-0.124319,0.91344,222
-0.159305,0.910117,223
-0.193626,0.906443,224
-0.224265,0.901112,225
-0.254351,0.896098,226
-0.285621,0.889286,227
-0.316562,0.882623,228
-0.344711,0.874365,229
-0.372814,0.866434,230
-0.401738,0.856619,231
-0.430637,0.846835,232
-0.477265,0.827518,233
-0.527529,0.804057,234
-0.578092,0.776506,235
-0.626159,0.747004,236
-0.666317,0.719228,237
-0.706903,0.688863,238
-0.742996,0.658744,239
-0.779275,0.626402,240
