time = 7	Re = 10
0.161255	0.121757	0
0.170273	0.118919	1
0.145281	0.150413	2
0.102191	0.179393	3
0.073734	0.192134	4
0.044347	0.204540	5
-0.003315	0.212767	6
-0.057807	0.215525	7
-0.101529	0.215392	8
-0.141684	0.219620	9
-0.175563	0.228984	10
-0.211137	0.245491	11
-0.245341	0.265731	12
-0.277795	0.281619	13
-0.313179	0.297188	14
-0.346585	0.304359	15
-0.378103	0.303965	16
-0.410530	0.300944	17
-0.440115	0.290302	18
-0.469781	0.279283	19
-0.517224	0.246881	20
-0.557605	0.215908	21
-0.581576	0.211956	22
-0.578404	0.243754	23
-0.571499	0.278333	24
-0.546612	0.327543	25
-0.529535	0.354243	26
-0.512380	0.380539	27
-0.473500	0.424029	28
-0.449635	0.446204	29
-0.425499	0.467981	30
-0.376748	0.500803	31
-0.348292	0.516864	32
-0.319496	0.532645	33
-0.264025	0.554700	34
-0.233955	0.564315	35
-0.203635	0.573816	36
-0.173049	0.575781	37
-0.142498	0.577660	38
-0.101943	0.560318	39
-0.091206	0.534983	40
-0.068379	0.511698	41
-0.042350	0.488072	42
-0.036757	0.481658	43
0.021815	0.484530	44
0.050979	0.503500	45
0.069775	0.526754	46
0.068796	0.572550	47
0.064265	0.619543	48
0.056041	0.668505	49
0.051593	0.696639	50
0.051628	0.696608	51
0.031242	0.697898	52
-0.013048	0.701268	53
-0.026663	0.696515	54
-0.054322	0.683741	55
-0.082566	0.670713	56
-0.039654	0.686204	57
-0.012203	0.692985	58
0.010894	0.694100	59
0.055564	0.686375	60
0.053048	0.675343	61
0.046766	0.670825	62
0.032013	0.668919	63
0.027329	0.670474	64
-0.021119	0.677571	65
-0.057745	0.663651	66
-0.085547	0.650256	67
-0.121472	0.634803	68
-0.158139	0.620582	69
-0.157938	0.620236	70
-0.172592	0.612895	71
-0.215169	0.599202	72
-0.255912	0.584852	73
-0.293023	0.569744	74
-0.328517	0.553836	75
-0.370094	0.532259	76
-0.408510	0.509495	77
-0.439815	0.487257	78
-0.469839	0.464125	79
-0.492192	0.443202	80
-0.514504	0.422176	81
-0.551561	0.380134	82
-0.516498	0.419735	83
-0.475440	0.458913	84
-0.448204	0.480252	85
-0.420402	0.500976	86
-0.386450	0.522057	87
-0.350802	0.542191	88
-0.391988	0.518770	89
-0.429876	0.494193	90
-0.460383	0.470396	91
-0.489560	0.445697	92
-0.510801	0.423816	93
-0.532042	0.401824	94
-0.566930	0.358225	95
-0.587758	0.326944	96
-0.607655	0.294798	97
-0.622447	0.265289	98
-0.637086	0.235103	99
-0.655620	0.184755	100
-0.669843	0.135260	101
-0.677215	0.095613	102
-0.683076	0.055129	103
-0.686137	0.009027	104
-0.686695	-0.037210	105
-0.683850	-0.075509	106
-0.679646	-0.115217	107
-0.671230	-0.154841	108
-0.660955	-0.195134	109
-0.646856	-0.237668	110
-0.630363	-0.280095	111
-0.614154	-0.312808	112
-0.596103	-0.346900	113
-0.569215	-0.387016	114
-0.550862	-0.411150	115
-0.531195	-0.436736	116
-0.512224	-0.457515	117
-0.492450	-0.479383	118
-0.471472	-0.498067	119
-0.449099	-0.518204	120
-0.407438	-0.550277	121
-0.384781	-0.565544	122
-0.360460	-0.582668	123
-0.338853	-0.595700	124
-0.315923	-0.610788	125
-0.292554	-0.623313	126
-0.267025	-0.638754	127
-0.232134	-0.660395	128
-0.194155	-0.686583	129
-0.145680	-0.719856	130
-0.096655	-0.749297	131
-0.060703	-0.763546	132
-0.023882	-0.772754	133
0.025755	-0.775487	134
0.071462	-0.770270	135
0.116345	-0.758643	136
0.154982	-0.745159	137
0.194134	-0.730245	138
0.230599	-0.715845	139
0.267915	-0.700622	140
0.304778	-0.685334	141
0.329858	-0.673119	142
0.357086	-0.661394	143
0.386188	-0.646772	144
0.415923	-0.631915	145
0.446192	-0.614445	146
0.476802	-0.596242	147
0.508991	-0.574474	148
0.540711	-0.551468	149
0.559424	-0.534478	150
0.583730	-0.514589	151
0.605004	-0.493278	152
0.629850	-0.469190	153
0.651909	-0.443464	154
0.674992	-0.415771	155
0.697172	-0.385071	156
0.719969	-0.351986	157
0.732853	-0.328504	158
0.749860	-0.299511	159
0.762475	-0.272436	160
0.778118	-0.240220	161
0.788869	-0.211696	162
0.799643	-0.182981	163
0.808084	-0.153917	164
0.818698	-0.118770	165
0.830577	-0.061812	166
0.835091	-0.030682	167
0.839482	0.000945	168
0.843167	0.060540	169
0.843180	0.092578	170
0.842933	0.125117	171
0.838520	0.179072	172
0.830473	0.237088	173
0.818816	0.292221	174
0.803128	0.349741	175
0.785535	0.399790	176
0.764536	0.451240	177
0.740330	0.500507	178
0.712334	0.550847	179
0.685528	0.591972	180
0.655722	0.633845	181
0.623575	0.673285	182
0.587599	0.713803	183
0.551934	0.748732	184
0.512831	0.784151	185
0.473311	0.815663	186
0.430068	0.847163	187
0.390587	0.872171	188
0.345898	0.897851	189
0.297658	0.921720	190
0.248474	0.943317	191
0.207378	0.958928	192
0.164887	0.973650	193
0.124831	0.985496	194
0.083904	0.996578	195
