time = 0.002	Re = 1	rotation = 9.68942e-10
0.592845	0.688531	4546	
0.623564	-0.231237	1748	
0.297535	-0.886574	430	
0.272656	-0.044670	657	
0.812169	-0.040046	2527	
0.392785	0.672158	3342	
0.337396	0.296344	2574	
0.368242	0.914310	2362	
0.140351	0.740175	3892	
0.473608	0.601822	5125	
0.520477	0.357759	2437	
0.720633	0.164040	1940	
0.537373	0.517231	4760	
0.186332	0.473836	374	
0.216550	-0.729564	3551	
0.324141	-0.700650	3199	
0.222321	-0.227022	1342	
0.902598	-0.100100	2329	
0.099280	0.939618	5220	
0.653140	-0.658181	3538	
0.358152	0.501372	3355	
0.607831	-0.349906	3211	
0.038425	0.268548	5612	
0.581850	-0.171263	1109	
0.474698	0.247020	2751	
0.338008	0.349505	4869	
0.317202	0.556691	3221	
0.013572	0.245692	4596	
0.878193	0.019249	759	
0.480894	0.377322	2884	
0.216822	0.130378	1007	
0.865103	0.017938	2348	
0.083112	-0.444563	5016	
0.647174	0.682772	250	
0.264730	-0.204358	5176	
0.552821	-0.670119	4511	
0.369808	-0.707116	4104	
0.569618	0.407475	1724	
0.288476	-0.133424	3988	
0.756107	-0.207803	1920	
0.896038	0.277842	5296	
0.891554	0.360111	883	
0.116202	0.534047	2200	
0.411820	0.350878	1882	
0.249796	-0.373563	1759	
0.965416	0.176930	4843	
0.659668	0.066413	2095	
0.230533	-0.210261	345	
0.618809	-0.050265	3497	
0.470132	0.432149	3024	
0.287991	-0.233076	1254	
0.102863	-0.815252	1490	
0.354047	0.103633	2097	
0.033625	0.937924	1500	
0.320997	-0.557475	3767	
0.141264	-0.805480	1040	
0.537023	-0.104148	1746	
0.099569	-0.295377	5502	
0.469249	0.682280	3656	
0.508315	-0.666305	1901	
0.411397	-0.720055	2057	
0.033222	0.965150	1561	
0.373291	-0.159849	2194	
0.050588	-0.269008	1224	
0.749999	-0.321192	4477	
0.489549	-0.322030	2072	
0.179490	-0.658027	1360	
0.463451	0.749146	3295	
0.944120	0.216506	5418	
0.596655	0.567288	2690	
0.267263	0.358181	5403	
0.964490	0.108485	574	
0.212391	-0.555114	5359	
0.218749	0.139147	1007	
0.617658	0.084998	3711	
0.478596	0.354163	2815	
0.607045	0.429394	2022	
0.469497	-0.087971	3959	
0.229219	0.763171	1369	
0.904425	0.291569	5296	
0.324683	0.039422	2322	
0.000055	-0.376280	4605	
0.425452	0.770675	1787	
0.679879	-0.087740	1775	
0.483409	0.577479	4753	
0.229442	0.760595	1369	
0.471752	0.423168	3328	
0.153694	0.460884	1118	
0.646264	-0.570239	5562	
0.186458	0.615161	449	
0.747079	0.349695	2600	
0.276894	-0.650182	4895	
0.704474	-0.073700	2024	
0.164959	-0.750334	703	
0.217450	0.498509	364	
0.209157	-0.426170	1454	
0.703495	-0.636738	4973	
0.512393	0.160894	2343	
0.787542	0.212951	2478	
0.218403	-0.089662	444	
0.878870	-0.015464	280	
0.715561	-0.027681	2052	
0.708548	-0.003720	1846	
0.004048	-0.461041	1175	
0.410492	-0.143552	5246	
0.297842	-0.197735	1017	
0.120657	0.961399	1744	
0.406120	0.138422	1876	
0.343605	0.577746	4094	
0.411372	-0.281457	3548	
0.399499	-0.396338	1242	
0.325310	0.905741	1222	
0.304582	0.765720	1215	
0.250623	0.354824	5362	
0.810424	-0.135704	805	
0.379034	-0.806901	3838	
0.256140	0.183870	4568	
0.476477	-0.024131	974	
0.458515	0.049185	4339	
0.442015	0.705270	3308	
0.433439	0.653741	3301	
0.509342	-0.827246	3592	
0.660040	-0.586811	4189	
0.847275	0.362718	534	
0.178367	-0.860282	3410	
0.009688	0.784099	952	
0.133465	0.558384	4956	
0.490819	-0.061003	4173	
0.882709	-0.023180	280	
0.414567	-0.651776	3269	
0.475289	0.567296	4753	
0.556429	-0.680266	3110	
0.143829	0.298926	4540	
0.539224	-0.348630	3128	
0.147014	-0.680260	889	
0.092260	0.821089	1626	
0.082972	0.600757	4856	
0.426306	-0.053559	1255	
0.580197	0.432488	1918	
0.027069	0.462795	531	
0.308286	-0.534269	4314	
0.557811	-0.805063	1795	
0.621678	0.726045	5382	
0.085001	-0.811084	1200	
0.936746	-0.105243	292	
0.727696	0.484476	3073	
0.306986	-0.760457	4986	
0.443879	-0.216451	3683	
0.531849	0.690715	4582	
0.536275	0.360540	2633	
0.092028	-0.888068	3964	
0.086532	-0.525653	264	
0.839513	0.044741	2386	
0.513075	0.299664	2530	
0.580152	0.542178	5379	
0.376227	-0.017951	2269	
0.374323	-0.908681	4478	
0.310068	0.663039	5350	
0.807023	0.280048	3663	
0.368102	-0.374493	1408	
0.683573	-0.238542	1812	
0.853940	-0.004644	2365	
0.427834	0.645119	3350	
0.738227	-0.105712	1864	
0.397533	0.477365	3188	
0.449083	0.874569	1414	
0.257233	-0.236480	475	
0.121060	-0.516909	1194	
0.228264	-0.020981	2066	
0.891523	-0.283785	5680	
0.385237	0.833454	3237	
0.113817	0.262251	4195	
0.132815	-0.251511	777	
0.324405	0.360231	640	
0.795535	0.007867	2399	
0.296242	0.771925	1973	
0.351871	0.476781	3709	
0.555361	-0.596965	3227	
0.548519	0.039286	4628	
0.148829	-0.736296	4049	
0.707917	0.418144	3377	
