Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_x	Time: 6.1200	Mesh (Number of cells): 947
0.2506514386 	 0.7370385679 	 -0.4705464954 	 -0.4705472000 	 187
-0.2506514386 	 -0.7370385679 	 0.4705467724 	 0.4705474765 	 188
0.2832954431 	 0.7816758917 	 -0.6151937958 	 -0.6151944252 	 189
-0.2832954431 	 -0.7816758917 	 0.6151940261 	 0.6151946551 	 190
0.6792230428 	 0.6435703169 	 -0.6211122183 	 -0.6211122288 	 191
-0.6792230428 	 -0.6435703169 	 0.6211122406 	 0.6211122510 	 192
-0.9466800414 	 0.1938294370 	 -0.1995923730 	 -0.1995923678 	 193
0.9466800414 	 -0.1938294370 	 0.1995923737 	 0.1995923684 	 194
-0.2944873103 	 -0.0039050012 	 -0.0030314005 	 -0.0030314040 	 195
0.2944873103 	 0.0039050012 	 0.0030313997 	 0.0030314032 	 196
-0.2650065287 	 -0.1251783697 	 -0.0305395915 	 -0.0305396731 	 197
0.2650065287 	 0.1251783697 	 0.0305394637 	 0.0305395455 	 198
0.3816329435 	 0.7417275157 	 -0.5698467583 	 -0.5698471698 	 199
-0.3816329435 	 -0.7417275157 	 0.5698469456 	 0.5698473568 	 200
0.4445086107 	 0.7581534830 	 -0.6435259657 	 -0.6435262353 	 201
-0.4445086107 	 -0.7581534830 	 0.6435260995 	 0.6435263688 	 202
-0.2141059412 	 -0.1021758565 	 -0.0121538566 	 -0.0121539156 	 203
0.2141059412 	 0.1021758565 	 0.0121537866 	 0.0121538458 	 204
-0.2420148221 	 -0.0046907906 	 -0.0029352678 	 -0.0029352780 	 205
0.2420148221 	 0.0046907906 	 0.0029352619 	 0.0029352720 	 206
-0.8048416681 	 0.2561917583 	 -0.2138990547 	 -0.2138990102 	 207
0.8048416681 	 -0.2561917583 	 0.2138990530 	 0.2138990085 	 208
-0.8416353154 	 0.2088530795 	 -0.1853236910 	 -0.1853236455 	 209
0.8416353154 	 -0.2088530795 	 0.1853236907 	 0.1853236451 	 210
-0.3396062580 	 0.6889340926 	 -0.4108220437 	 -0.4108226456 	 211
0.3396062580 	 -0.6889340926 	 0.4108217813 	 0.4108223836 	 212
-0.2780236479 	 0.6936242321 	 -0.3751748336 	 -0.3751755311 	 213
0.2780236479 	 -0.6936242321 	 0.3751745347 	 0.3751752327 	 214
-0.6976725144 	 0.5427049315 	 -0.4686553292 	 -0.4686553570 	 215
0.6976725144 	 -0.5427049315 	 0.4686552832 	 0.4686553111 	 216
0.7383462115 	 0.6257080202 	 -0.6396156073 	 -0.6396156035 	 217
-0.7383462115 	 -0.6257080201 	 0.6396156084 	 0.6396156046 	 218
-0.4256137611 	 0.8676536313 	 -0.8840641202 	 -0.8840641411 	 219
0.4256137611 	 -0.8676536313 	 0.8840641063 	 0.8840641273 	 220
-0.1475003631 	 -0.1801560323 	 -0.0054443366 	 -0.0054443628 	 221
