Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_eps	Time: 6.1200	Mesh (Number of cells): 947
0.2506514386 	 0.7370385679 	 0.1802400047 	 0.7784934131 	 187
-0.2506514386 	 -0.7370385679 	 0.1802399460 	 0.7784934131 	 188
0.2832954431 	 0.7816758917 	 0.0967962221 	 0.8314285945 	 189
-0.2832954431 	 -0.7816758917 	 0.0967962334 	 0.8314285945 	 190
0.6792230428 	 0.6435703169 	 0.0022429953 	 0.9356958345 	 191
-0.6792230428 	 -0.6435703169 	 0.0022430053 	 0.9356958345 	 192
-0.9466800414 	 0.1938294370 	 -0.0111348255 	 0.9663192802 	 193
0.9466800414 	 -0.1938294370 	 -0.0111348299 	 0.9663192802 	 194
-0.2944873103 	 -0.0039050012 	 0.1365420504 	 0.2945132000 	 195
0.2944873103 	 0.0039050012 	 0.1365420413 	 0.2945132000 	 196
-0.2650065287 	 -0.1251783697 	 -0.0147068690 	 0.2930837499 	 197
0.2650065287 	 0.1251783697 	 -0.0147070600 	 0.2930837499 	 198
0.3816329435 	 0.7417275157 	 0.0202023838 	 0.8341483148 	 199
-0.3816329435 	 -0.7417275157 	 0.0202024589 	 0.8341483148 	 200
0.4445086107 	 0.7581534830 	 0.0011071617 	 0.8788541454 	 201
-0.4445086107 	 -0.7581534830 	 0.0011071943 	 0.8788541454 	 202
-0.2141059412 	 -0.1021758565 	 -0.0122294023 	 0.2372367166 	 203
0.2141059412 	 0.1021758565 	 -0.0122295123 	 0.2372367166 	 204
-0.2420148221 	 -0.0046907906 	 0.1049253884 	 0.2420602769 	 205
0.2420148221 	 0.0046907906 	 0.1049250971 	 0.2420602769 	 206
-0.8048416681 	 0.2561917583 	 -0.0327079745 	 0.8446326585 	 207
0.8048416681 	 -0.2561917583 	 -0.0327080133 	 0.8446326585 	 208
-0.8416353154 	 0.2088530795 	 -0.0471042708 	 0.8671618147 	 209
0.8416353154 	 -0.2088530795 	 -0.0471042984 	 0.8671618147 	 210
-0.3396062580 	 0.6889340926 	 0.0695998776 	 0.7680902254 	 211
0.3396062580 	 -0.6889340926 	 0.0695998117 	 0.7680902254 	 212
-0.2780236479 	 0.6936242321 	 0.1260950653 	 0.7472695124 	 213
0.2780236479 	 -0.6936242321 	 0.1260950938 	 0.7472695124 	 214
-0.6976725144 	 0.5427049315 	 -0.0069794713 	 0.8838979466 	 215
0.6976725144 	 -0.5427049315 	 -0.0069794967 	 0.8838979466 	 216
0.7383462115 	 0.6257080202 	 -0.0063377350 	 0.9678148865 	 217
-0.7383462115 	 -0.6257080201 	 -0.0063377300 	 0.9678148865 	 218
-0.4256137611 	 0.8676536313 	 0.0009755612 	 0.9664211802 	 219
0.4256137611 	 -0.8676536313 	 0.0009755574 	 0.9664211802 	 220
-0.1475003631 	 -0.1801560323 	 -0.0230609423 	 0.2328358930 	 221
0.1475003631 	 0.1801560323 	 -0.0230614799 	 0.2328358930 	 222
-0.2469803795 	 0.0835122873 	 -0.0160437801 	 0.2607174908 	 223
0.2469803795 	 -0.0835122873 	 -0.0160438956 	 0.2607174908 	 224
-0.2281286345 	 0.1338386829 	 -0.0213375201 	 0.2644909581 	 225
0.2281286345 	 -0.1338386829 	 -0.0213376689 	 0.2644909581 	 226
-0.4276831254 	 0.7573644319 	 0.0352589599 	 0.8697779822 	 227
0.4276831254 	 -0.7573644319 	 0.0352589449 	 0.8697779822 	 228
0.4763846474 	 0.6995725718 	 0.0045057092 	 0.8463711452 	 229
-0.4763846474 	 -0.6995725718 	 0.0045057639 	 0.8463711452 	 230
-0.8994801379 	 0.2357336689 	 -0.0158674578 	 0.9298574520 	 231
0.8994801379 	 -0.2357336689 	 -0.0158674664 	 0.9298574520 	 232
-0.9191570633 	 0.1359710869 	 -0.0135111729 	 0.9291597514 	 233
0.9191570633 	 -0.1359710869 	 -0.0135111779 	 0.9291597514 	 234
-0.2924978868 	 0.2899775169 	 -0.0710006774 	 0.4118761635 	 235
0.2924978868 	 -0.2899775169 	 -0.0710011212 	 0.4118761635 	 236
-0.4269882467 	 0.6188143734 	 0.0245204759 	 0.7518312255 	 237
0.4269882467 	 -0.6188143735 	 0.0245203398 	 0.7518312255 	 238
-0.1963224363 	 0.8379664549 	 0.1871201582 	 0.8606568878 	 239
0.1963224363 	 -0.8379664549 	 0.1871204663 	 0.8606568878 	 240
-0.2512116592 	 0.6387510101 	 0.1018972888 	 0.6863746431 	 241
0.2512116592 	 -0.6387510101 	 0.1018973380 	 0.6863746431 	 242
0.9376963698 	 -0.0440945485 	 0.0377843239 	 0.9387325557 	 243
-0.9376963698 	 0.0440945485 	 0.0377843202 	 0.9387325557 	 244
0.7034086703 	 -0.4846575679 	 -0.0048313880 	 0.8542111657 	 245
-0.7034086703 	 0.4846575679 	 -0.0048313469 	 0.8542111657 	 246
0.1641689381 	 -0.8854984138 	 0.0857493805 	 0.9005880752 	 247
-0.1641689381 	 0.8854984138 	 0.0857491953 	 0.9005880752 	 248
0.5317979451 	 0.7177688961 	 0.0081380580 	 0.8933091529 	 249
-0.5317979451 	 -0.7177688961 	 0.0081380733 	 0.8933091529 	 250
-0.1951073663 	 -0.2966352010 	 -0.0954665105 	 0.3550483444 	 251
0.1951073663 	 0.2966352010 	 -0.0954669432 	 0.3550483444 	 252
-0.1533172265 	 -0.2678305304 	 -0.0657624501 	 0.3086087571 	 253
0.1533172265 	 0.2678305304 	 -0.0657627230 	 0.3086087571 	 254
-0.3648517386 	 0.6293733852 	 0.0411675618 	 0.7274803428 	 255
0.3648517386 	 -0.6293733852 	 0.0411674090 	 0.7274803428 	 256
-0.1729620234 	 -0.2212104005 	 -0.0336859891 	 0.2808022486 	 257
0.1729620234 	 0.2212104005 	 -0.0336863746 	 0.2808022486 	 258
0.1017945779 	 0.2845713094 	 -0.0406000969 	 0.3022299889 	 259
-0.1017945779 	 -0.2845713094 	 -0.0406006757 	 0.3022299889 	 260
-0.2964686391 	 0.2389949883 	 -0.0564192527 	 0.3808047510 	 261
0.2964686391 	 -0.2389949883 	 -0.0564196622 	 0.3808047510 	 262
-0.0788299676 	 0.8432292574 	 0.4524687667 	 0.8469059832 	 263
0.0788299676 	 -0.8432292574 	 0.4524702017 	 0.8469059832 	 264
-0.1830732705 	 -0.5558988654 	 -0.0543528938 	 0.5852686314 	 265
0.1830732705 	 0.5558988654 	 -0.0543523539 	 0.5852686314 	 266
0.6349762413 	 0.6077606750 	 -0.0086159617 	 0.8789583978 	 267
-0.6349762413 	 -0.6077606750 	 -0.0086159325 	 0.8789583978 	 268
-0.2041875025 	 -0.3496128607 	 -0.1187909601 	 0.4048724349 	 269
0.2041875025 	 0.3496128607 	 -0.1187912268 	 0.4048724349 	 270
-0.1904319544 	 0.6432737271 	 0.1564783476 	 0.6708691506 	 271
0.1904319544 	 -0.6432737271 	 0.1564787710 	 0.6708691506 	 272
0.7707836133 	 0.3725096660 	 0.0086686015 	 0.8560787521 	 273
-0.7707836133 	 -0.3725096660 	 0.0086686307 	 0.8560787521 	 274
-0.2366538126 	 -0.5626499560 	 -0.0040756181 	 0.6103933158 	 275
0.2366538126 	 0.5626499560 	 -0.0040756306 	 0.6103933158 	 276
-0.1302161703 	 0.2708429441 	 -0.0525775948 	 0.3005198019 	 277
0.1302161703 	 -0.2708429441 	 -0.0525776195 	 0.3005198019 	 278
-0.0291432240 	 0.8534683792 	 0.2698400684 	 0.8539658084 	 279
0.0291432240 	 -0.8534683792 	 0.2698422723 	 0.8539658084 	 280
0.4097151512 	 0.1830063858 	 -0.0391427592 	 0.4487291414 	 281
-0.4097151512 	 -0.1830063858 	 -0.0391423575 	 0.4487291414 	 282
-0.1672015196 	 0.3042637009 	 -0.0885306748 	 0.3471782652 	 283
0.1672015196 	 -0.3042637009 	 -0.0885309305 	 0.3471782652 	 284
-0.4654642290 	 0.7145887079 	 0.0245326964 	 0.8528153199 	 285
0.4654642290 	 -0.7145887079 	 0.0245326591 	 0.8528153199 	 286
-0.3621850625 	 0.8548133184 	 0.0069012727 	 0.9283769863 	 287
0.3621850625 	 -0.8548133184 	 0.0069012683 	 0.9283769863 	 288
-0.4539636417 	 0.8115013001 	 0.0065053341 	 0.9298480242 	 289
0.4539636418 	 -0.8115013001 	 0.0065053230 	 0.9298480242 	 290
-0.3676187188 	 0.7456628113 	 0.0466891801 	 0.8313582564 	 291
0.3676187188 	 -0.7456628113 	 0.0466891467 	 0.8313582564 	 292
0.4090924639 	 0.2336833277 	 -0.0457138638 	 0.4711311300 	 293
-0.4090924639 	 -0.2336833277 	 -0.0457134333 	 0.4711311300 	 294
-0.0817860083 	 -0.8489927665 	 0.5774762617 	 0.8529230145 	 295
0.0817860083 	 0.8489927665 	 0.5774767801 	 0.8529230145 	 296
0.8456773157 	 0.0990697772 	 -0.0281916057 	 0.8514604765 	 297
-0.8456773157 	 -0.0990697772 	 -0.0281915802 	 0.8514604765 	 298
-0.1579801084 	 0.3922376084 	 -0.1380206675 	 0.4228570161 	 299
0.1579801084 	 -0.3922376084 	 -0.1380202019 	 0.4228570161 	 300
0.3209780637 	 -0.0410276474 	 -0.0320012969 	 0.3235895320 	 301
-0.3209780637 	 0.0410276474 	 -0.0320010587 	 0.3235895320 	 302
-0.1098797630 	 0.8894794070 	 0.1472175004 	 0.8962405803 	 303
0.1098797630 	 -0.8894794070 	 0.1472178805 	 0.8962405803 	 304
0.9698724686 	 0.0034530329 	 0.4467027483 	 0.9698786155 	 305
-0.9698724686 	 -0.0034530330 	 0.4467027438 	 0.9698786155 	 306
-0.2664132233 	 -0.1830735140 	 -0.0407452300 	 0.3232520953 	 307
0.2664132233 	 0.1830735140 	 -0.0407456634 	 0.3232520953 	 308
-0.2786022584 	 0.7957287410 	 0.0911077328 	 0.8430916010 	 309
0.2786022584 	 -0.7957287410 	 0.0911078266 	 0.8430916010 	 310
0.6507803144 	 -0.5683412088 	 -0.0081177621 	 0.8640177934 	 311
-0.6507803144 	 0.5683412088 	 -0.0081177184 	 0.8640177934 	 312
-0.6193228076 	 0.7200696164 	 0.0042189108 	 0.9497689153 	 313
0.6193228076 	 -0.7200696164 	 0.0042189075 	 0.9497689153 	 314
0.8828540687 	 -0.0372683913 	 0.0835264142 	 0.8836403338 	 315
-0.8828540687 	 0.0372683913 	 0.0835264208 	 0.8836403338 	 316
-0.1887398284 	 0.5391774875 	 -0.0868584081 	 0.5712574602 	 317
0.1887398284 	 -0.5391774875 	 -0.0868579829 	 0.5712574602 	 318
