Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_y	Time: 6.1200	Mesh (Number of cells): 947
0.2506514386 	 0.7370385679 	 0.2180548996 	 0.2180554725 	 187
-0.2506514386 	 -0.7370385679 	 -0.2180549749 	 -0.2180555476 	 188
0.2832954431 	 0.7816758917 	 0.2559406028 	 0.2559410287 	 189
-0.2832954431 	 -0.7816758917 	 -0.2559406901 	 -0.2559411158 	 190
0.6792230428 	 0.6435703169 	 0.6571489966 	 0.6571489912 	 191
-0.6792230428 	 -0.6435703169 	 -0.6571490274 	 -0.6571490220 	 192
-0.9466800414 	 0.1938294370 	 -0.9639182043 	 -0.9639181820 	 193
0.9466800414 	 -0.1938294370 	 0.9639182031 	 0.9639181808 	 194
-0.2944873103 	 -0.0039050012 	 0.0920765327 	 0.0920768881 	 195
0.2944873103 	 0.0039050012 	 -0.0920764818 	 -0.0920768372 	 196
-0.2650065287 	 -0.1251783697 	 0.0779512326 	 0.0779515124 	 197
0.2650065287 	 0.1251783697 	 -0.0779511347 	 -0.0779514147 	 198
0.3816329435 	 0.7417275157 	 0.3024398528 	 0.3024401810 	 199
-0.3816329435 	 -0.7417275157 	 -0.3024399836 	 -0.3024403115 	 200
0.4445086107 	 0.7581534830 	 0.3778619924 	 0.3778621660 	 201
-0.4445086107 	 -0.7581534830 	 -0.3778620873 	 -0.3778622607 	 202
-0.2141059412 	 -0.1021758565 	 0.0365050077 	 0.0365052065 	 203
0.2141059412 	 0.1021758565 	 -0.0365049605 	 -0.0365051593 	 204
-0.2420148221 	 -0.0046907906 	 0.0465353810 	 0.0465356402 	 205
0.2420148221 	 0.0046907906 	 -0.0465353632 	 -0.0465356225 	 206
-0.8048416681 	 0.2561917583 	 -0.6408095323 	 -0.6408093998 	 207
0.8048416681 	 -0.2561917583 	 0.6408094899 	 0.6408093574 	 208
-0.8416353154 	 0.2088530795 	 -0.7010990083 	 -0.7010988474 	 209
0.8416353154 	 -0.2088530795 	 0.7010989800 	 0.7010988192 	 210
-0.3396062580 	 0.6889340926 	 -0.2332856064 	 -0.2332861887 	 211
0.3396062580 	 -0.6889340926 	 0.2332854479 	 0.2332860305 	 212
-0.2780236479 	 0.6936242321 	 -0.1972943912 	 -0.1972950802 	 213
0.2780236479 	 -0.6936242321 	 0.1972942820 	 0.1972949711 	 214
-0.6976725144 	 0.5427049315 	 -0.5969693048 	 -0.5969693024 	 215
0.6976725144 	 -0.5427049315 	 0.5969692256 	 0.5969692234 	 216
0.7383462115 	 0.6257080202 	 0.7499223436 	 0.7499223379 	 217
-0.7383462115 	 -0.6257080201 	 -0.7499223488 	 -0.7499223431 	 218
-0.4256137611 	 0.8676536313 	 -0.4340933059 	 -0.4340933376 	 219
0.4256137611 	 -0.8676536313 	 0.4340932974 	 0.4340933292 	 220
-0.1475003631 	 -0.1801560323 	 0.0190664690 	 0.0190665712 	 221
0.1475003631 	 0.1801560323 	 -0.0190664397 	 -0.0190665420 	 222
-0.2469803795 	 0.0835122873 	 0.0552205852 	 0.0552208526 	 223
0.2469803795 	 -0.0835122873 	 -0.0552205521 	 -0.0552208195 	 224
-0.2281286345 	 0.1338386829 	 0.0477698499 	 0.0477700693 	 225
0.2281286345 	 -0.1338386829 	 -0.0477697752 	 -0.0477699947 	 226
-0.4276831254 	 0.7573644319 	 -0.3744348766 	 -0.3744351293 	 227
0.4276831254 	 -0.7573644319 	 0.3744347709 	 0.3744350238 	 228
0.4763846474 	 0.6995725718 	 0.3799066798 	 0.3799068789 	 229
-0.4763846474 	 -0.6995725718 	 -0.3799068020 	 -0.3799070009 	 230
-0.8994801379 	 0.2357336689 	 -0.8668697757 	 -0.8668696645 	 231
0.8994801379 	 -0.2357336689 	 0.8668697651 	 0.8668696539 	 232
-0.9191570633 	 0.1359710869 	 -0.8892393546 	 -0.8892392294 	 233
0.9191570633 	 -0.1359710869 	 0.8892393477 	 0.8892392225 	 234
-0.2924978868 	 0.2899775169 	 0.0640852614 	 0.0640852813 	 235
0.2924978868 	 -0.2899775169 	 -0.0640852786 	 -0.0640852985 	 236
-0.4269882467 	 0.6188143734 	 -0.2567172786 	 -0.2567177349 	 237
0.4269882467 	 -0.6188143735 	 0.2567170772 	 0.2567175339 	 238
-0.1963224363 	 0.8379664549 	 -0.2216641126 	 -0.2216645677 	 239
0.1963224363 	 -0.8379664549 	 0.2216641439 	 0.2216645990 	 240
