time = 4	Re = 1	rotation = 0.636461
0.866653	0.275290	2209	
-0.301493	0.453570	3011	
-0.055288	-0.932973	10360	
-0.234064	0.198999	8380	
-0.051218	-0.771514	5459	
0.653241	-0.412894	8434	
-0.526234	-0.368800	3921	
0.594272	-0.444822	494	
0.569297	-0.561995	2405	
-0.120830	-0.657324	5600	
-0.086152	-0.735075	594	
0.362040	-0.659426	2207	
-0.073492	0.077639	1339	
-0.319907	-0.444096	1632	
-0.734495	0.125603	4200	
-0.758958	-0.127940	6014	
0.378155	-0.079597	7286	
0.702754	-0.570756	6129	
0.388094	0.861310	1863	
0.313287	-0.872776	10929	
-0.074337	-0.594915	2954	
-0.690735	0.154634	2596	
-0.561672	0.068392	8649	
-0.074422	0.260020	10062	
-0.468585	-0.491043	5286	
-0.428889	-0.455011	440	
0.006234	-0.587051	8308	
-0.535054	0.130874	2831	
0.546574	-0.686887	10131	
0.108602	0.027807	2095	
0.158501	-0.037467	10391	
-0.155736	-0.634466	1012	
-0.526430	0.295080	3473	
0.420585	-0.739807	8585	
0.403826	0.226844	2834	
0.146073	-0.508753	629	
0.839997	0.424579	5525	
0.316806	-0.052927	6257	
-0.124546	-0.859615	3016	
-0.678128	-0.425370	3218	
0.116967	-0.685936	5405	
0.116946	0.072790	778	
-0.165930	-0.766943	6026	
0.935175	-0.065732	1386	
0.949100	0.154431	3814	
-0.230729	-0.453128	6679	
-0.332547	-0.547233	832	
0.379025	0.105241	423	
0.978110	0.074739	9304	
-0.706952	-0.071454	10861	
0.351022	-0.077888	6476	
-0.269469	0.382233	10614	
-0.047956	-0.644234	7238	
0.335693	-0.033284	7180	
-0.746221	-0.342510	4391	
-0.539070	0.336778	7409	
0.360136	0.866515	1734	
0.011117	0.356475	6063	
-0.739630	-0.347796	4391	
-0.078725	0.209610	8966	
0.497858	-0.042997	4063	
0.810168	-0.152240	1601	
-0.345955	-0.765337	1555	
-0.502084	-0.662441	5032	
0.217581	0.940738	7744	
0.153155	0.069314	3263	
0.515857	-0.091966	3885	
0.250818	0.383214	9312	
-0.030445	-0.817221	1799	
0.097783	0.216009	3452	
-0.127911	0.455888	5639	
0.849750	0.234027	6374	
0.967094	0.041934	5921	
0.755968	-0.320257	5794	
-0.476401	-0.377579	2648	
0.967635	-0.055795	7418	
0.142510	0.343572	1457	
-0.543682	0.274426	7266	
-0.701488	-0.104077	9572	
-0.213267	-0.620331	6818	
0.289457	-0.684915	10978	
-0.091087	0.163716	969	
0.768997	-0.164177	8782	
