time = 16.4	Re = 1	rotation = 2.60998
0.156214	-0.894630	8656	
-0.457351	0.290357	3834	
-0.876192	-0.326270	870	
-0.673768	0.109655	7246	
0.694472	-0.363699	4062	
0.651638	0.431954	4939	
-0.587493	-0.158072	6567	
0.636195	-0.449075	9908	
0.759911	0.003252	5807	
-0.572324	0.142660	1853	
-0.149590	-0.733040	5836	
0.541334	-0.557751	9016	
-0.605691	0.193994	3763	
-0.286113	-0.475181	8700	
-0.737153	-0.151131	10543	
-0.332808	-0.699174	3399	
0.131592	0.196711	4622	
-0.769213	-0.467867	5178	
0.929420	0.167636	1059	
-0.753819	-0.540745	5526	
-0.318681	-0.563475	4795	
-0.364985	0.593051	3899	
-0.428418	-0.007952	10466	
-0.007213	0.100844	1848	
-0.568961	0.095307	3032	
-0.510295	-0.349564	4105	
-0.310601	-0.579294	4795	
-0.344651	-0.027361	4840	
-0.746348	0.448222	1650	
0.621262	0.326998	5119	
-0.305511	0.549888	2681	
-0.631756	-0.150842	2192	
0.005177	-0.162919	6735	
-0.356474	0.759574	10372	
0.347608	0.293090	8031	
-0.443311	-0.521930	9208	
0.796331	-0.507035	5171	
-0.001706	0.265043	7390	
-0.338645	0.797981	5595	
0.557138	-0.596986	9673	
-0.617046	0.314739	9321	
-0.137037	0.651275	3808	
0.728077	-0.281894	9416	
0.340387	-0.873421	6669	
0.849471	-0.451869	2154	
-0.177250	-0.494031	6087	
-0.538856	-0.344637	3674	
0.291670	0.212600	10897	
0.954246	-0.225953	4359	
0.309734	-0.317826	3034	
0.056171	0.231517	3452	
-0.386559	0.260260	558	
-0.643315	-0.087891	601	
0.083273	0.235621	5445	
0.782703	-0.220967	5662	
0.104961	-0.198082	11015	
0.934466	0.083020	1386	
-0.139825	0.540689	6450	
0.758582	-0.291566	8372	
-0.593231	-0.393318	6536	
0.390268	0.071329	7256	
-0.687514	0.504317	10355	
0.491327	0.682948	5233	
0.747831	0.360162	8719	
0.699502	0.665463	9509	
-0.280229	0.507212	396	
0.370953	0.043599	5931	
0.180619	0.434805	7646	
0.538581	0.624020	5383	
-0.186928	0.475268	7700	
0.289988	0.617746	603	
-0.398160	-0.787184	6341	
0.853399	-0.457811	3872	
-0.474760	0.678586	8558	
-0.497929	-0.330999	1905	
0.813932	-0.527794	2157	
0.025418	0.429587	9559	
-0.045038	-0.149162	8383	
0.149117	-0.200178	7364	
-0.625684	-0.164798	7738	
0.541248	-0.561405	9201	
-0.410889	-0.587352	441	
0.033825	0.791825	6025	
0.610920	-0.729303	10528	
-0.635017	-0.338140	5923	
0.461502	0.196471	834	
-0.377638	-0.796267	7517	
-0.444833	0.384076	9155	
0.664748	-0.380128	1522	
0.113364	0.783656	5222	
0.848793	0.462953	1657	
-0.640700	-0.118508	3643	
-0.325744	-0.436729	5440	
-0.331135	0.795069	5595	
-0.101032	-0.620137	6291	
-0.320000	0.759803	6198	
-0.470710	0.239611	1049	
0.236902	0.684785	1918	
-0.657759	-0.394027	2941	
-0.220666	-0.521742	7697	
0.287652	0.264433	2813	
-0.314941	-0.895349	8623	
-0.181031	-0.013200	5242	
0.270991	0.769723	5826	
0.307586	-0.570861	3185	
-0.744956	0.453058	1650	
-0.482867	0.409461	6710	
0.342628	0.345004	4176	
-0.044726	0.675233	7185	
-0.062234	0.305235	4887	
0.712518	0.655872	6431	
-0.080564	-0.109287	10109	
-0.645662	-0.160730	2192	
-0.002128	0.318435	1374	
0.007930	0.358730	999	
0.897064	0.347233	6375	
-0.685730	0.497581	10355	
-0.506511	-0.308639	10193	
0.663557	0.466067	4392	
-0.651986	0.623219	9090	
-0.300547	0.011399	7473	
-0.208053	0.146465	750	
0.457448	-0.455258	401	
-0.756463	0.356960	10224	
0.521697	0.592749	2382	
-0.084975	-0.967277	8827	
-0.779084	0.431594	9492	
0.063028	-0.919673	10986	
-0.150762	0.862766	5162	
0.319471	0.714702	3666	
-0.118482	-0.525464	2078	
-0.613627	0.255526	1061	
-0.804279	0.321903	7437	
-0.114791	-0.765082	5677	
0.325782	-0.646449	9703	
-0.572278	0.676983	8881	
-0.534732	-0.064822	7408	
0.398033	0.572684	6533	
0.663460	0.059066	1463	
-0.087505	-0.147662	5539	
-0.776003	0.264374	5994	
-0.035634	-0.541930	10023	
-0.594193	0.301076	2162	
-0.065284	-0.735300	4492	
-0.342228	-0.362231	8669	
-0.072396	0.458694	2963	
0.945395	-0.136844	9316	
0.220287	0.972059	8512	
0.713834	-0.415991	2722	
0.032386	-0.938478	8804	
-0.760797	-0.437091	8974	
0.811647	-0.047598	8805	
-0.184444	0.422616	5657	
-0.650092	-0.583678	7909	
-0.448945	0.164273	3855	
-0.414431	0.788204	8022	
0.192664	0.398435	5312	
0.440523	0.687451	4517	
-0.597991	0.081378	7626	
0.290087	0.747605	3150	
0.012772	-0.982273	6835	
-0.371768	-0.636316	5046	
-0.789149	0.332091	2441	
0.105715	0.302073	1736	
-0.676236	-0.317793	7757	
0.068141	0.824371	6874	
0.721659	0.285543	7277	
-0.704876	-0.218761	4453	
-0.435519	-0.495035	4705	
0.733635	0.653965	6387	
