time = 17	Re = 1	rotation = 2.70548
0.071212	-0.909714	8858	
-0.224245	0.527849	9505	
-0.894285	-0.273788	7248	
-0.603760	0.353599	574	
0.549532	-0.534428	6934	
0.729351	0.285218	3991	
-0.619402	0.101265	3947	
0.405844	-0.607802	7306	
0.744888	-0.192297	6013	
-0.457030	0.420523	8252	
-0.340212	-0.654264	3376	
0.348470	-0.670261	1982	
-0.470969	0.456469	8627	
-0.471767	-0.274188	1632	
-0.759198	0.039581	2941	
-0.481529	-0.599152	4162	
0.241829	0.006230	6706	
-0.808851	-0.395923	6672	
0.937251	0.119023	2666	
-0.787441	-0.490495	10640	
-0.498550	-0.399095	342	
-0.076341	0.709388	2713	
-0.392326	0.281172	10155	
0.051469	0.086611	1848	
-0.480436	0.377448	6801	
-0.613352	-0.121081	1817	
-0.491957	-0.421971	10027	
-0.326503	0.239631	7427	
-0.660681	0.545060	5616	
0.696170	0.126968	7465	
0.011252	0.603479	3244	
-0.658745	0.093405	2069	
-0.106327	-0.101986	9374	
-0.260409	0.825283	10232	
0.466242	0.032435	2834	
-0.585050	-0.350379	604	
0.765393	-0.546676	9538	
0.173626	0.148768	2253	
-0.261267	0.846832	1499	
0.427529	-0.670281	9479	
-0.416172	0.546606	8563	
0.137872	0.627679	8899	
0.625128	-0.463981	7396	
0.313506	-0.888719	454	
0.830712	-0.483595	5142	
-0.395713	-0.314070	6679	
-0.634556	-0.121975	3801	
0.382367	-0.049641	423	
0.949631	-0.244883	10502	
0.069056	-0.412375	4710	
0.204674	0.083577	3392	
-0.178941	0.456709	2923	
-0.647774	0.162073	6572	
0.228553	0.067486	4579	
0.720330	-0.383345	10955	
-0.016536	-0.185159	7152	
0.938292	0.027334	5525	
0.155859	0.488488	2532	
0.673229	-0.451051	934	
-0.684219	-0.207033	6085	
0.392666	-0.213289	10214	
-0.568859	0.595119	561	
0.588720	0.598415	7600	
0.797794	0.234941	4684	
0.719608	0.643599	1863	
0.036911	0.534765	1192	
0.359469	-0.234487	11037	
0.387286	0.235829	9910	
0.634977	0.523309	9638	
0.109860	0.440038	5679	
0.473224	0.478017	6892	
-0.485334	-0.734633	5766	
0.837865	-0.484190	5556	
-0.388942	0.738357	8884	
-0.599038	-0.093273	4996	
0.798628	-0.548438	7174	
0.268001	0.282560	4707	
-0.142339	-0.047803	3336	
0.020238	-0.214575	1815	
-0.657690	0.079111	2069	
0.354169	-0.670427	1982	
-0.558902	-0.441433	953	
0.216132	0.754645	8579	
0.600318	-0.735912	10708	
-0.708869	-0.147848	10893	
0.520303	-0.082150	4798	
-0.467188	-0.745133	458	
-0.150463	0.568235	9155	
0.484027	-0.560403	8086	
0.286491	0.729841	9920	
0.862038	0.437862	7634	
-0.656217	0.127884	590	
-0.493987	-0.219740	4720	
-0.245823	0.847331	1399	
-0.338508	-0.502872	4190	
-0.190884	0.832127	8033	
-0.273173	0.500584	5481	
0.420993	0.577311	1343	
-0.732263	-0.234796	2350	
-0.429582	-0.344844	6965	
0.405333	0.007072	3466	
-0.359501	-0.877959	448	
-0.172621	0.135511	3632	
0.409855	0.699943	10404	
-0.003066	-0.631372	507	
-0.659564	0.547995	5616	
-0.168758	0.614222	6710	
0.481888	0.097586	4176	
0.209756	0.620650	3793	
0.140737	0.215601	9750	
0.730565	0.635639	1863	
-0.137545	-0.001236	3849	
-0.675156	0.075567	2185	
0.201523	0.188428	6395	
0.228534	0.218063	7145	
0.908513	0.316377	9877	
-0.560437	0.593661	5793	
-0.599704	-0.065514	1414	
0.737299	0.338992	543	
-0.599273	0.656949	8268	
-0.265402	0.248487	4262	
-0.094748	0.248249	9223	
0.119769	-0.616575	5079	
-0.665767	0.492950	1358	
0.630646	0.472267	4449	
-0.114365	-0.964160	5897	
-0.714559	0.518339	6255	
-0.014447	-0.922675	10643	
