Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_eps	Time: 4.2500	Mesh (Number of cells): 5104
-0.0718373654 	 0.2315177137 	 -0.0018248706 	 0.2424068044 	 200
-0.1914839437 	 -0.1515986587 	 -0.0024199191 	 0.2442299204 	 201
-0.0335954676 	 -0.2416860906 	 -0.0077521672 	 0.2440098806 	 202
-0.2376822660 	 0.2370783650 	 0.0005497746 	 0.3357067332 	 203
-0.1124539978 	 -0.8848385767 	 0.0056717845 	 0.8919558332 	 204
-0.8665493267 	 -0.3716532039 	 -0.0009410945 	 0.9428859101 	 205
0.1277945514 	 -0.9288909544 	 -0.0060071206 	 0.9376405775 	 206
0.9280106811 	 -0.1226033588 	 -0.0016201818 	 0.9360744671 	 207
-0.1341587714 	 -0.8765714170 	 0.0006045260 	 0.8867784532 	 208
0.3967647419 	 0.8691220280 	 -0.0010473403 	 0.9554032447 	 209
0.1443740500 	 0.1795081559 	 -0.0009098012 	 0.2303628536 	 210
-0.0659306513 	 0.9572970715 	 0.0236342610 	 0.9595647628 	 211
0.2409199419 	 0.1538931644 	 0.0023035170 	 0.2858767645 	 212
-0.1754320019 	 -0.8614836175 	 0.0021461470 	 0.8791646095 	 213
-0.6293864098 	 0.7180108563 	 -0.0006800839 	 0.9548124646 	 214
-0.0499991431 	 0.9426142030 	 0.0159507084 	 0.9439393254 	 215
0.0572270780 	 -0.2394823590 	 0.0027089199 	 0.2462249758 	 216
-0.1906436343 	 0.1530641331 	 0.0028352786 	 0.2444864498 	 217
-0.1249558749 	 -0.2098433470 	 -0.0020338690 	 0.2442298118 	 218
0.2032622829 	 -0.1346939934 	 0.0021830796 	 0.2438401680 	 219
0.3915293234 	 -0.9063541297 	 0.0022218160 	 0.9873059402 	 220
0.1134747170 	 0.9350122423 	 -0.0033977557 	 0.9418728177 	 221
-0.1738385672 	 -0.1356325068 	 0.0012830931 	 0.2204904179 	 222
-0.0705030240 	 0.2070802071 	 0.0012418667 	 0.2187530310 	 223
-0.0325057037 	 -0.2176846162 	 0.0047579102 	 0.2200981892 	 224
0.0517477078 	 -0.2149891558 	 0.0001257639 	 0.2211292888 	 225
-0.1719756903 	 0.1357333597 	 -0.0002391671 	 0.2190871585 	 226
-0.1118741286 	 -0.1904016862 	 0.0010786705 	 0.2208361898 	 227
0.1847182048 	 -0.1216166461 	 -0.0003099043 	 0.2211592725 	 228
-0.2300818721 	 0.2157860641 	 0.0006759496 	 0.3154382560 	 229
0.1711106160 	 -0.1743385900 	 -0.0026889853 	 0.2442801401 	 230
0.2577580086 	 0.1369550319 	 0.0018844978 	 0.2918833187 	 231
0.9558584484 	 -0.0007056964 	 -0.2073917220 	 0.9558587089 	 232
-0.6085831869 	 0.7216345435 	 -0.0004746250 	 0.9439967743 	 233
0.8556807404 	 0.4257529210 	 0.0003041067 	 0.9557484393 	 234
-0.9312675146 	 -0.1270421125 	 -0.0001664734 	 0.9398930163 	 235
0.1301870818 	 0.9487586376 	 0.0049437930 	 0.9576490112 	 236
0.1929541802 	 -0.1716204478 	 -0.0025030940 	 0.2582341840 	 237
0.9273539395 	 -0.1444096042 	 -0.0036598970 	 0.9385304806 	 238
-0.2450317902 	 0.9276307542 	 -0.0092680715 	 0.9594474422 	 239
0.1759669475 	 -0.9719453306 	 0.0054029097 	 0.9877459655 	 240
-0.2748939102 	 -0.0949890178 	 0.0013699048 	 0.2908428706 	 241
0.4650423391 	 0.8132995502 	 0.0018465207 	 0.9368674055 	 242
0.8538117366 	 0.4028805578 	 -0.0002096525 	 0.9440906871 	 243
-0.8158458609 	 -0.4706802239 	 -0.0013497605 	 0.9418834014 	 244
-0.7978421816 	 -0.5350393254 	 0.0048778580 	 0.9606348039 	 245
0.9067142154 	 0.3628861072 	 0.0003341399 	 0.9766355489 	 246
-0.2562514573 	 0.0085207329 	 0.0158486078 	 0.2563930815 	 247
0.4878733236 	 0.8054212834 	 0.0021080560 	 0.9416601423 	 248
-0.7755264079 	 -0.5358320259 	 0.0036492942 	 0.9426331043 	 249
-0.1840528097 	 0.2556021108 	 0.0000924038 	 0.3149728176 	 250
-0.0313754056 	 0.9556255335 	 0.0010167569 	 0.9561404584 	 251
-0.0130814082 	 0.9445767728 	 -0.0246847111 	 0.9446673504 	 252
-0.1262182119 	 -0.9436856406 	 0.0025732400 	 0.9520890847 	 253
-0.2525414041 	 0.9065131222 	 -0.0047373560 	 0.9410330502 	 254
0.2515336377 	 0.1703521847 	 0.0011694134 	 0.3037911086 	 255
-0.1266109758 	 -0.9216287160 	 0.0033826975 	 0.9302848109 	 256
-0.5785089691 	 -0.6136967635 	 -0.0002774972 	 0.8433838656 	 257
0.1929327502 	 -0.9546672443 	 0.0003925728 	 0.9739674498 	 258
0.4051890105 	 -0.8858611522 	 -0.0000249185 	 0.9741294140 	 259
0.2846541935 	 -0.0059935598 	 -0.0147448006 	 0.2847172855 	 260
0.2552909576 	 -0.1458753056 	 0.0011098201 	 0.2940290425 	 261
-0.1666917596 	 -0.9296812300 	 -0.0030329545 	 0.9445069254 	 262
0.1127093843 	 -0.9463260438 	 -0.0087990022 	 0.9530143684 	 263
-0.1881894361 	 -0.9208388779 	 0.0007184589 	 0.9398720673 	 264
0.5546674931 	 0.7604546329 	 0.0007569898 	 0.9412477233 	 265
-0.9181301688 	 -0.2694963687 	 -0.0018753206 	 0.9568653508 	 266
-0.5786540853 	 -0.5913096900 	 -0.0000952539 	 0.8273377182 	 267
-0.1992048337 	 0.2411663895 	 -0.0001187742 	 0.3127999252 	 268
0.3665878990 	 -0.8506906143 	 -0.0011013305 	 0.9263159337 	 269
-0.4434572648 	 0.8486713003 	 0.0018116355 	 0.9575475558 	 270
-0.6333952111 	 -0.7586336473 	 -0.0007847785 	 0.9882886745 	 271
0.1418521868 	 0.1555659516 	 0.0008869486 	 0.2105298273 	 272
0.3113422087 	 -0.8728597763 	 -0.0008988305 	 0.9267244251 	 273
0.1848787280 	 -0.9312649656 	 0.0055547512 	 0.9494390872 	 274
