time = 84.75	Re = 1
-0.079320	0.971769	4725	
-0.298008	0.929316	1486	
-0.746497	0.634625	1896	
-0.935338	0.302218	2667	
-0.777423	-0.614081	2920	
-0.291617	-0.900958	2217	
-0.220568	-0.921714	2048	
-0.045033	-0.949121	5408	
0.236747	-0.921803	4738	
0.561538	-0.770180	297	
0.848219	-0.442585	5275	
0.775597	0.573523	3036	
0.220590	0.944942	573	
-0.500902	0.837701	1037	
-0.955901	0.227639	1736	
-0.126276	-0.988338	3242	
0.807143	0.439601	353	
0.767087	0.506462	4731	
0.628374	0.673004	2692	
0.403846	0.829675	298	
0.026376	0.928943	879	
-0.509558	0.777566	665	
-0.862561	0.357888	316	
-0.887783	-0.308040	318	
-0.434492	-0.837920	1062	
0.374657	-0.873852	1085	
0.925703	-0.245862	732	
0.751820	0.603847	3080	
-0.137036	0.963328	4558	
-0.911406	0.361887	3553	
-0.714242	0.532371	5001	
-0.750518	0.480234	2733	
-0.845448	0.289095	3396	
-0.896287	-0.113365	3557	
-0.666768	-0.603445	5169	
-0.179721	-0.888257	2035	
0.491270	-0.764176	344	
0.887576	-0.220557	4836	
0.754456	0.523136	4799	
0.020597	0.928432	879	
-0.809172	0.462839	1107	
-0.808116	-0.478709	639	
0.071601	-0.946898	4922	
0.912473	-0.287542	637	
0.642314	0.719822	4388	
-0.526415	0.820620	1923	
-0.631301	-0.584545	433	
-0.538021	-0.672642	3570	
-0.286299	-0.816318	2461	
0.151013	-0.864812	5477	
0.634858	-0.594376	3026	
0.883477	0.075533	4533	
0.510722	0.716532	4572	
-0.337462	0.822276	5415	
-0.884100	0.149399	3827	
-0.439978	-0.786006	972	
0.553901	-0.719647	3042	
0.902337	0.177615	5482	
0.169339	0.909197	4803	
-0.847323	0.388970	316	
-0.611540	-0.715042	2041	
0.595237	-0.741891	303	
0.807642	0.524601	5429	
-0.963327	-0.204059	5128	
0.010566	-0.849318	4128	
0.152902	-0.834138	3856	
0.483767	-0.678079	3554	
0.790141	-0.279438	3388	
0.719963	0.436015	4641	
0.067375	0.856096	4371	
-0.727831	0.442924	390	
-0.690228	-0.510758	3109	
0.324070	-0.807916	1569	
0.880353	0.100703	4293	
0.132745	0.878037	3634	
-0.832606	0.318946	5236	
-0.425602	-0.793370	4197	
0.724381	-0.549606	3194	
0.712744	0.577499	5632	
-0.549461	0.747972	1972	
-0.803608	-0.484301	323	
