Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_eps	Time: 0.0000	Mesh (Number of cells): 10219
0.9204549459 	 -0.2166225081 	 0.0000000000 	 0.9456017229 	 443
-0.9204549459 	 0.2166225081 	 0.0000000000 	 0.9456017229 	 444
0.0503055310 	 0.7212300186 	 0.0000000000 	 0.7229822862 	 445
-0.0503055310 	 -0.7212300185 	 -0.0000000000 	 0.7229822862 	 446
0.0814982614 	 -0.3154635457 	 0.0000000000 	 0.3258208331 	 447
-0.0814982614 	 0.3154635457 	 0.0000000000 	 0.3258208331 	 448
0.2002202040 	 -0.5525355994 	 0.0000000000 	 0.5876935585 	 449
-0.2002202040 	 0.5525355994 	 0.0000000000 	 0.5876935585 	 450
-0.0806740832 	 0.6869680878 	 0.0000000000 	 0.6916888473 	 451
0.0806740832 	 -0.6869680878 	 0.0000000000 	 0.6916888473 	 452
0.2986069820 	 0.3161404913 	 0.0000000000 	 0.4348688767 	 453
-0.2986069820 	 -0.3161404913 	 -0.0000000000 	 0.4348688767 	 454
0.5440929307 	 -0.1522375448 	 0.0000000000 	 0.5649897232 	 455
-0.5440929307 	 0.1522375448 	 0.0000000000 	 0.5649897232 	 456
0.3333724253 	 0.3314492092 	 0.0000000000 	 0.4701018530 	 457
-0.3333724253 	 -0.3314492092 	 -0.0000000000 	 0.4701018530 	 458
0.2960144347 	 -0.8506972441 	 0.0000000000 	 0.9007276762 	 459
-0.2960144347 	 0.8506972441 	 0.0000000000 	 0.9007276762 	 460
0.3142047203 	 -0.8518131631 	 0.0000000000 	 0.9079153435 	 461
-0.3142047203 	 0.8518131631 	 0.0000000000 	 0.9079153435 	 462
0.5706267349 	 -0.0805824488 	 0.0000000000 	 0.5762884708 	 463
-0.5706267349 	 0.0805824487 	 0.0000000000 	 0.5762884708 	 464
-0.4264712850 	 0.1950996368 	 0.0000000000 	 0.4689793441 	 465
0.4264712849 	 -0.1950996369 	 0.0000000000 	 0.4689793441 	 466
0.5355824980 	 -0.1110267121 	 0.0000000000 	 0.5469694168 	 467
-0.5355824980 	 0.1110267121 	 0.0000000000 	 0.5469694169 	 468
0.0747244647 	 0.5278409271 	 0.0000000000 	 0.5331039204 	 469
-0.0747244647 	 -0.5278409271 	 -0.0000000000 	 0.5331039204 	 470
-0.9297477338 	 -0.1889679909 	 -0.0000000000 	 0.9487569500 	 471
0.9297477338 	 0.1889679909 	 0.0000000000 	 0.9487569500 	 472
-0.2576358017 	 0.6998622542 	 0.0000000000 	 0.7457770318 	 473
0.2576358017 	 -0.6998622542 	 0.0000000000 	 0.7457770318 	 474
-0.2833869138 	 0.0643091719 	 0.0000000000 	 0.2905921755 	 475
0.2833869138 	 -0.0643091720 	 0.0000000000 	 0.2905921755 	 476
-0.6702547440 	 0.3500997170 	 0.0000000000 	 0.7561820109 	 477
0.6702547439 	 -0.3500997170 	 0.0000000000 	 0.7561820109 	 478
-0.6270028723 	 0.3613515185 	 0.0000000000 	 0.7236763930 	 479
0.6270028722 	 -0.3613515186 	 0.0000000000 	 0.7236763930 	 480
-0.0835157655 	 0.6215317139 	 0.0000000000 	 0.6271176561 	 481
0.0835157655 	 -0.6215317140 	 0.0000000000 	 0.6271176561 	 482
0.2151821832 	 -0.5552802541 	 0.0000000000 	 0.5955161900 	 483
-0.2151821832 	 0.5552802541 	 0.0000000000 	 0.5955161900 	 484
0.4487330307 	 0.6286843907 	 0.0000000000 	 0.7724023537 	 485
-0.4487330307 	 -0.6286843907 	 -0.0000000000 	 0.7724023537 	 486
-0.0746375713 	 0.6118387497 	 0.0000000000 	 0.6163744176 	 487
0.0746375713 	 -0.6118387497 	 0.0000000000 	 0.6163744176 	 488
-0.2411579729 	 -0.9230934791 	 -0.0000000000 	 0.9540748079 	 489
0.2411579729 	 0.9230934791 	 0.0000000000 	 0.9540748079 	 490
-0.6449989677 	 0.3632118206 	 0.0000000000 	 0.7402340812 	 491
0.6449989677 	 -0.3632118206 	 0.0000000000 	 0.7402340812 	 492
0.9578050015 	 -0.1034149661 	 0.0000000000 	 0.9633717227 	 493
-0.9578050015 	 0.1034149661 	 0.0000000000 	 0.9633717227 	 494
-0.5758787289 	 -0.2550469129 	 -0.0000000000 	 0.6298295310 	 495
0.5758787289 	 0.2550469128 	 0.0000000000 	 0.6298295310 	 496
-0.0514803952 	 -0.7091639428 	 -0.0000000000 	 0.7110300478 	 497
0.0514803952 	 0.7091639428 	 0.0000000000 	 0.7110300478 	 498
0.0833171200 	 0.5377528778 	 0.0000000000 	 0.5441689996 	 499
-0.0833171200 	 -0.5377528778 	 -0.0000000000 	 0.5441689996 	 500
-0.4411422622 	 0.1912311170 	 0.0000000000 	 0.4808074828 	 501
0.4411422621 	 -0.1912311170 	 0.0000000000 	 0.4808074828 	 502
-0.5629658179 	 -0.2655800801 	 -0.0000000000 	 0.6224654938 	 503
0.5629658179 	 0.2655800800 	 0.0000000000 	 0.6224654938 	 504
0.4312294356 	 0.6247100138 	 0.0000000000 	 0.7590925026 	 505
-0.4312294356 	 -0.6247100138 	 -0.0000000000 	 0.7590925026 	 506
-0.1753268717 	 -0.1583742660 	 -0.0000000000 	 0.2362666292 	 507
0.1753268717 	 0.1583742660 	 0.0000000000 	 0.2362666292 	 508
-0.2832910186 	 0.0792029500 	 0.0000000000 	 0.2941545656 	 509
0.2832910186 	 -0.0792029500 	 0.0000000000 	 0.2941545656 	 510
0.6050359480 	 0.7721493083 	 0.0000000000 	 0.9809602708 	 511
-0.6050359480 	 -0.7721493084 	 -0.0000000000 	 0.9809602708 	 512
-0.2487607734 	 -0.0413514298 	 -0.0000000000 	 0.2521742714 	 513
0.2487607734 	 0.0413514297 	 0.0000000000 	 0.2521742714 	 514
-0.2735608456 	 0.7015331409 	 0.0000000000 	 0.7529835881 	 515
0.2735608456 	 -0.7015331409 	 0.0000000000 	 0.7529835881 	 516
0.5975401602 	 -0.5989232634 	 0.0000000000 	 0.8460279656 	 517
-0.5975401602 	 0.5989232634 	 0.0000000000 	 0.8460279656 	 518
-0.1730685671 	 -0.8858469620 	 -0.0000000000 	 0.9025949086 	 519
0.1730685671 	 0.8858469621 	 0.0000000000 	 0.9025949086 	 520
-0.3255482191 	 0.8037350510 	 0.0000000000 	 0.8671630038 	 521
0.3255482191 	 -0.8037350510 	 0.0000000000 	 0.8671630038 	 522
0.3312432732 	 0.8144680808 	 0.0000000000 	 0.8792498852 	 523
-0.3312432732 	 -0.8144680808 	 -0.0000000000 	 0.8792498852 	 524
-0.5795042332 	 -0.3604304775 	 -0.0000000000 	 0.6824480093 	 525
0.5795042332 	 0.3604304775 	 0.0000000000 	 0.6824480093 	 526
