Coord_center_el.x 	 Coord_center_el.y 	 P	Time: 0.2250	Mesh (Number of cells): 6930
0.6083822876 	 -0.7799488934 	 -nan(ind) 	 348
-0.2244108534 	 0.2858028790 	 -nan(ind) 	 349
0.6218089224 	 0.1156053602 	 -nan(ind) 	 350
-0.2443564719 	 0.2899041464 	 -nan(ind) 	 351
-0.8834691352 	 -0.3342424956 	 -nan(ind) 	 352
0.1712988876 	 0.6646451183 	 -nan(ind) 	 353
0.5328365387 	 0.7797716452 	 -nan(ind) 	 354
0.6243314990 	 0.1363997699 	 -nan(ind) 	 355
-0.6854581770 	 0.6711949927 	 -nan(ind) 	 356
0.4024312188 	 0.4004147678 	 -nan(ind) 	 357
0.4138885026 	 0.4152143337 	 -nan(ind) 	 358
-0.8740598581 	 -0.3525944940 	 -nan(ind) 	 359
0.2372016428 	 0.0312472058 	 -nan(ind) 	 360
-0.4647806654 	 -0.4128485108 	 -nan(ind) 	 361
0.1573190571 	 0.6549232763 	 -nan(ind) 	 362
0.5806166294 	 0.0612650493 	 -nan(ind) 	 363
0.6231580722 	 0.0752738276 	 -nan(ind) 	 364
0.1567245303 	 -0.2082415472 	 -nan(ind) 	 365
-0.0580437442 	 0.2554957302 	 -nan(ind) 	 366
0.8919744462 	 -0.3242650192 	 -nan(ind) 	 367
0.2478132768 	 -0.9135657177 	 -nan(ind) 	 368
0.2926711584 	 -0.0598339014 	 -nan(ind) 	 369
0.5811846273 	 0.7617639256 	 -nan(ind) 	 370
0.0097718755 	 -0.4443528410 	 -nan(ind) 	 371
-0.4928777404 	 -0.4290456019 	 -nan(ind) 	 372
-0.3325174800 	 -0.8856434104 	 -nan(ind) 	 373
0.2477706024 	 0.0484478139 	 -nan(ind) 	 374
0.4157091498 	 0.4458998360 	 -nan(ind) 	 375
0.3491480489 	 0.8937235790 	 -nan(ind) 	 376
0.1200540971 	 0.2373948439 	 -nan(ind) 	 377
0.2849687060 	 -0.0943241308 	 -nan(ind) 	 378
0.1263977799 	 -0.2747396790 	 -nan(ind) 	 379
0.1075766773 	 -0.2794320585 	 -nan(ind) 	 380
-0.9495531007 	 -0.1437751739 	 -nan(ind) 	 381
-0.6863594754 	 0.6508605147 	 -nan(ind) 	 382
-0.4365396711 	 -0.4317053095 	 -nan(ind) 	 383
0.2663023683 	 -0.9050624078 	 -nan(ind) 	 384
0.1448173768 	 -0.9438737742 	 -nan(ind) 	 385
0.2789717106 	 -0.7043828299 	 -nan(ind) 	 386
-0.1629254531 	 0.2325189207 	 -nan(ind) 	 387
0.5872252156 	 -0.7823996098 	 -nan(ind) 	 388
-0.3240963994 	 -0.9027119142 	 -nan(ind) 	 389
-0.4448152442 	 -0.4131743472 	 -nan(ind) 	 390
-0.0442954079 	 0.7211552407 	 -nan(ind) 	 391
0.2672566350 	 -0.2922303033 	 -nan(ind) 	 392
0.8924114258 	 -0.3028157487 	 -nan(ind) 	 393
0.2260113309 	 0.0796516652 	 -nan(ind) 	 394
