0.200000000	-nan(ind)
0.210000000	-nan(ind)
0.220000000	-nan(ind)
0.230000000	-nan(ind)
0.240000000	-nan(ind)
0.250000000	-nan(ind)
0.260000000	-nan(ind)
0.270000000	-nan(ind)
0.280000000	-nan(ind)
0.290000000	-nan(ind)
0.300000000	-nan(ind)
0.310000000	-nan(ind)
0.320000000	-nan(ind)
0.330000000	-nan(ind)
0.340000000	-nan(ind)
0.350000000	-nan(ind)
0.360000000	-nan(ind)
0.370000000	-nan(ind)
0.380000000	-nan(ind)
0.390000000	-nan(ind)
0.400000000	-nan(ind)
0.410000000	-nan(ind)
0.420000000	-nan(ind)
0.430000000	-nan(ind)
0.440000000	-nan(ind)
0.450000000	-nan(ind)
0.460000000	-nan(ind)
0.470000000	-nan(ind)
0.480000000	-nan(ind)
0.490000000	-nan(ind)
0.500000000	-nan(ind)
0.510000000	-nan(ind)
0.520000000	-nan(ind)
0.530000000	-nan(ind)
0.540000000	-nan(ind)
0.550000000	-nan(ind)
0.560000000	-nan(ind)
0.570000000	-nan(ind)
0.580000000	-nan(ind)
0.590000000	-nan(ind)
0.600000000	-nan(ind)
0.610000000	-nan(ind)
0.620000000	-nan(ind)
0.630000000	-nan(ind)
0.640000000	-nan(ind)
0.650000000	-nan(ind)
0.660000000	-nan(ind)
0.670000000	-nan(ind)
0.680000000	-nan(ind)
0.690000000	-nan(ind)
0.700000000	-nan(ind)
0.710000000	-nan(ind)
0.720000000	-nan(ind)
0.730000000	-nan(ind)
0.740000000	-nan(ind)
0.750000000	-nan(ind)
0.760000000	-nan(ind)
0.770000000	-nan(ind)
0.780000000	-nan(ind)
0.790000000	-nan(ind)
0.800000000	-nan(ind)
0.810000000	-nan(ind)
0.820000000	-nan(ind)
0.830000000	-nan(ind)
0.840000000	-nan(ind)
0.850000000	-nan(ind)
0.860000000	-nan(ind)
0.870000000	-nan(ind)
0.880000000	-nan(ind)
0.890000000	-nan(ind)
0.900000000	-nan(ind)
0.910000000	-nan(ind)
0.920000000	-nan(ind)
0.930000000	-nan(ind)
0.940000000	-nan(ind)
0.950000000	-nan(ind)
0.960000000	-nan(ind)
0.970000000	-nan(ind)
0.980000000	-nan(ind)
0.990000000	-nan(ind)
1.000000000	-nan(ind)
